,category,headline,authors,link,short descr,date,image_caption(s),image_link(s),article
0,TRAVEL,Walt Disney World's New Fantasyland Dragon (VIDEO),"Lee Allport, Contributor
Lee Allport Editor of My Sentiment ExactLee.com",https://www.huffingtonpost.com/entry/walt-disney-worlds-new-fantasyland_us_5b9c9902e4b03a1dcc802c22,"There are honestly no questions that have come before this day and no questions that will come after as important as the one created at the opening of the New Fantasyland at Walt Disney World in Central Florida. That question is, ""Did you see the dragon?""",2012-12-10,"This image released by Disney shows fireworks punctuating the sky at the grand opening celebration at the Cinderella Castle for the New Fantasyland attraction at the Walt Disney World Resort's Magic Kingdom theme park in Lake Buena Vista, Fla., Thursday, Dec. 6, 2012. The new attraction is the largest expansion at the Magic Kingdom. (Gene Duncan, photographer)",https://img.huffingtonpost.com/asset/5b9c99022000004e00fda276.jpeg?ops=scalefit_720_noupscale,"There are honestly no questions that have come before this day and no questions that will come after as important as the one created at the opening of the New Fantasyland at Walt Disney World in Central Florida. That question is, ""Did you see the dragon?"" The fire breathing dragon flew over the new Fantasyland and had both children and adults in awe. I felt like a child on Christmas morning standing there staring up at the sky screaming ""OMG OMG this is so awesome!"" He (or she) simply flies through the sky above the castles and spits fire balls. There are rumors on whether this was a one time event or the dragon will be used nightly in the future. If the answer is nightly, I recommend you start planning your trip to the Walt Disney World theme parks now because this moment alone will create the lasting memories we strive for as parents.I recommend Disney's Art of Animation Resort. We stayed in the Cars Family Suites, and I was surprised by the amount of detail they've put into the hotel. I'll be sure to fill you in on more about the resort in a later post but for now check out the review I did earlier in the year on the Walt Disney World Art of Animation Resort .Unfortunately neither my camera or phone would take a good picture of the dragon, but Gary Buchanan from DisneyParks.com took wonderful video and edited it to perfection. Now you can see the dragon from up close and from afar. I must admit it looks much more realistic from far away but I did want to see what it looked like close up and it's pretty impressive. Those Imagineers just knock it out of the park every time!"
1,MONEY,"Starbucks Steel Gift Card Fetches More Than $1,000 On eBay",Katie Bindley,https://www.huffingtonpost.com/entry/starbucks-450-steel-cards-fetch-1000-ebay_us_5b9c99b2e4b03a1dcc80350c,"As of Monday afternoon, there were more than 100 steel cards listed on eBay with opening bids starting at $632. The options",2012-12-10,"This undated image provided by Starbucks shows the limited-edition $450 gift card made of stainless steel, which is good for $400 in Starbucks store credit and includes gold level membership for the Starbucks rewards program. The cards will go on sale at noon ET on Friday, Dec. 7, 2012, and will be available until the supply of 5,000 cards is sold out. (AP Photo/Starbucks)",https://img.huffingtonpost.com/asset/5b9c99b22200005600d94d39.jpeg?ops=scalefit_720_noupscale,"If the release of Starbucks steel gift cards priced at $450 on the luxury flash sale site Gilt.com last week wasn't enough to induce sticker shock, consider this: The limited edition cards have  fetched upwards of $1,000 on eBay, Forbes reports.As of Monday afternoon, there were more than 100 steel cards listed on eBay with opening bids starting at $632. The options to ""Buy It Now"" were priced all the way up to $5,555. Several cards listed in the $800 range had more than a dozen bids on them. While the gift card costs $450, that's not its actual value. As one Starbucks brand manager told NBC's ""Today,"" buyers receive $400 worth of credit to the coffee chain, and the extra $50 goes toward covering the manufacturing costs of the card. The perks of the card, according to the outlet, include a rewards program that makes Starbucks fans eligible for free food and drink after 12 purchases.   Check out one of the eBay auctions for the card here: According to CNBC, the steel card  is as heavy as eight pennies.Despite its high price, the gift card has proven to be quite a success: The company produced 5,000 of the cards, and they were reportedly sold out on Gilt.com within minutes, according to Forbes. Jason Goldberger, executive vice president at Gilt.com, hinted that the card is appealing because of its exclusivity.""When you're waiting in line at Starbucks, the next person in line won't have it,"" Goldberger told USA Today.The release of the new gift card comes on the heels of another extravagant offering on the part of Starbucks. Last month the company started selling $7 cups of coffee in 48 of its stores."
2,MONEY,Inheritance Taxes Need to Be Raised Substantially,"Allan Brawley, Contributor
Professor Emeritus of Social Work, Arizona State University",https://www.huffingtonpost.com/entry/inheritance-taxes_us_5b9c98d8e4b03a1dcc80296c,"It is noteworthy that neither the Democrats nor the Republicans are proposing increases in the estate tax. As always, the latter are putting forth their usual lame arguments for lowering or eliminating it.",2012-12-10,"FILE - In this April 11, 2011 file photo, David Koch, executive vice president of Koch Industries, attends a meeting of the Economic Club of New York. Koch is donating a record $35 million to the Smithsonianￂﾒs National Museum of Natural History to build a new dinosaur hall on the National Mall. The Smithsonian is announcing the gift Thursday from the executive vice president of Koch Industries Inc. of Wichita, Kan. It is the single largest gift in the museumￂﾒs 102-year history. (AP Photo/Mark Lennihan, File)",https://img.huffingtonpost.com/asset/5b9c98d83c0000660009d294.jpeg?ops=scalefit_720_noupscale,"Forbes Magazine recently published its annual list of the 400 wealthiest Americans and invited us to join it in celebrating the extraordinary accomplishments of these supposedly self-made billionaires. But, even the most cursory examination of the list reveals that, while there are individuals who made their huge fortunes through their own entrepreneurship, inventiveness, or whatever it takes these days to accumulate great wealth, it is certainly not the case with all of them. A significant portion clearly got a huge leg up in the race to the top of the financial heap by being lucky enough to be born into an already fabulously rich family. Looking at the top ten alone, half -- David Koch and four of Sam Walton's children -- did nothing notable to earn their place, aside from inheriting their parents' money. Neither the Kochs nor the Waltons pulled themselves up by their bootstraps or created products or services that changed the lives of millions of people around the world. On the contrary, the Kochs have used their inherited wealth to corrupt the democratic process for their own financial and political gain while the Waltons have engaged in monopolistic practices that have impoverished workers on both the supply and retail sides of their enterprise, while systematically driving smaller competitors out of business. Perusing the rest of the list reveals a similar pattern. Perhaps as many as a third are people of middle class origin but most either built upon or simply chose to live well on their extremely generous inheritances.In just the past year, the average net worth of each of these individuals increased by $400 million to a record $4.2 billion. The collective wealth of the 400 has increased from $300 billion in 1992 to $1.7 trillion by the latest count, a more than fivefold increase. Meanwhile, the net worth of the middle class has been stagnant and poverty rates have soared. If this does not provide clear evidence that the economy and the tax laws are heavily rigged in favor of the have-mores and want-mores, I don't know what would. This situation is not only grossly unfair but insupportable in the long run. The extreme and unabated concentration of wealth in the hands of the few and the impoverishment of everyone else will bring about the inevitable collapse of the total economic system. So what should be done? At the very least, the inheritance tax rate should be raised on the billionaires and multimillionaires, as well as eliminating the countless devices they use to avoid whatever rates apply to them, through the creation of trusts, shadow companies, off-shore accounts, and the like. The tax rates on estates, as in the case of taxes on income, should be progressive, with the lowest rates -- the present 15 percent -- applied to inheritances over $10 million, and the highest -- maybe 70 percent -- imposed on multibillion-dollar estates. The actual rates and corresponding levels can vary -- and certainly would, as a result of any congressional action -- but the important point is to put this topic on the table so that it can be part of the national debate about balancing the budget. It is noteworthy that neither the Democrats nor the Republicans are proposing increases in the estate tax. As always, the latter are putting forth their usual lame arguments for lowering or eliminating it. Most notable among these is the threat that inheritance taxes supposedly pose to the nation's family-owned farms when, in reality, the greatest destroyer of the family farm has been the huge agribusiness monopolies who have benefited enormously from Republican policies. If, by any chance, tax reform of the type I am proposing receives any consideration, there is a danger that much of the public will be hoodwinked into opposing it on the basis that their own resources -- no matter how modest -- will be affected. There will also be legions of commentators and others who will spout the anti-government mantra and argue that we must not overtax the billionaires because they are -- contrary to all evidence -- the creators of jobs. Another justification advanced for allowing members of the Forbes 400 and people like them to hang onto their billions is that they do good works with their money. That is certainly true for some of them who provide financial support to a variety of philanthropic causes and institutions. Warren Buffett and Bill Gates are the most notable examples of those billionaires who seem to have a well-developed social conscience. The problem is that most of them donate a miniscule portion of their vast fortunes to philanthropy and only to causes and institutions of their own choosing. Their support often comes with the explicit requirement that the recipient -- a university, hospital, theatre, museum, or some such entity -- name a building, clinic, school or scholarship for them or one of their family members. What's wrong with this? Nothing much, if these donations were not tax-deductible and, therefore, diverting tax revenue from the Treasury to subsidize causes and institutions that are probably not a national priority. It makes no sense, especially in a time of fiscal crisis, to forego taxes that can be used for improved public education, renewed national infrastructure, and countless other pressing needs, in order to indulge the individual preferences and personal gratification of the wealthy.   It is essential to the health of the economy and the wellbeing of the country as a whole that this topic be put on the table and actively supported by those who want a more just tax system. There is reason to believe that, with sufficient public education and advocacy, the idea could gain political traction. Based on the results of the recent national campaign in which the president explicitly ran on a platform that promised to raise taxes on the wealthy and subsequent polls that indicate strong support for that plan, it might have more support than one might expect under other circumstances. While the president and the rest of the Democrats have been focusing on income taxes -- which, at least in theory, are earned -- what would make the case for raising inheritance taxes -- which are unearned -- any less compelling?"
3,WELLNESS,The Simple Truth About Simple Acts,"Joshua Estrin, Contributor
A man with an opinion",https://www.huffingtonpost.com/entry/say-thanks_us_5b9c98ebe4b03a1dcc802a87,"At a time when we hear so much about what people are not doing and what people need to do to act responsibly, I offer my simple truth. Uncomplicated gestures move mountains and deserve to be acknowledged.",2012-12-10,Thank you note written in chalk on a slate heart hanging on a refrigerator door,https://img.huffingtonpost.com/asset/5b9c98eb240000310094bdf7.jpeg?ops=scalefit_720_noupscale,"While I spend a great deal of time and attention focused on the happenings of Tinsel Town, this is the time of year where I tend to realize with more than a tinge of embarrassment that it is all too easy to forget that the world is not made up of me and my three best friends, nor do the sun, moon and stars revolve around me.This is not a piece focused on self-flagellation, nor is it meant to engender any pity, as I am the first to admit that I am a random guy who just so happens to have been blessed with a remarkable life. The holiday season makes me acutely aware of just how many people are involved in making my life a life and how I often render them invisible. I do so not out of spite, but perhaps if you are like me, it simply feels as if every week starts off with the best intentions and a goal to take the time to smell the roses (as well as thank the people who keep them so nicely pruned), and by week's end I am all caught up it what feels like what matters. But does it?Take, for instance, the lovely lady who has delivered my mail for the past five years. Granted, I am not home a great deal, but in five years I have had opportunity to say more than ""hello."" I know nothing about her other than she does a remarkable job of always delivering my mail and doing it with a smile. As a result, I owe her far more than an obtuse wave and half smile, and for that I offer my apologies.To the man at the dry cleaners who calls me every 15 days when I have already wondered why my closet is empty and have restocked the essentials, believing I must have lost them during my last trip. You matter, and I appreciate your kindness.So many people who make a difference in my life -- like the check-out clerk at the supermarket who knows what I need far better than I and makes mention if one of my staples is missing or running low. Or the attendant at the gas station who reminds me to take my cell phone off the top of the car before I pull away, as is my habit. An army of perfect strangers who are still deeply involved in my life, and for reasons that remain a mystery deeply invested in me. Not the me that they hear about or see doing this, that and the other thing, but me: the guy who needs his mail, forgets his laundry, despises food shopping and leaves his phone just about everywhere.At a time when we hear so much about what people are not doing and what people need to do to act responsibly, I offer my simple truth. Uncomplicated gestures move mountains and deserve to be acknowledged. Kindness is not a birthright and as such should be acknowledged. I am not a bad person for having connected the dots a bit late in the game, but I do have some work to do and make up for lost time.I am officially ready to take on the challenge and let the army of people who make my life possible aware of the way in which they shape my days for the better. Will you join me?For more by Joshua Estrin, click here.For more on emotional wellness, click here."
4,HOME & LIVING,Lindsay Lohan Home: Actress Can't Pay Rent On ‘Million Dollar Decorators' House (PHOTOS),Michelle Manetti,https://www.huffingtonpost.com/entry/lindsay-lohan-home-million-dollar-decorators_us_5b9c9923e4b03a1dcc802fb0,More trouble for this actress.,2012-12-10,"LOS ANGELES - NOV 20: Lindsay Lohan arrives to the private dinner for the premiere of Lifetime's 'Liz & Dick' at Beverly Hills Hotel on November 20, 2012 in Beverly Hills, CA",https://img.huffingtonpost.com/asset/5b9c99233c00005b0009d2bd.jpeg?ops=scalefit_720_noupscale,"Lindsay Lohan just can’t seem to keep herself out of trouble.According to TMZ the “Liz & Dick” actress has scorned Bravo TV’s “Million Dollar Decorators” by refusing to film the “big reveal"" of her Beverly Hills home after the show spent a reported $200,000 renovating it. The entire remodel process was filmed, and Hollyscoop even had photos of Lohan shopping with designer Kathryn Ireland for furniture which included Venetian table lamps and sofas. And according to TMZ, Lohan was completely onboard but then suddenly decided against taping the final shot. Bravo producers are supposedly trying to put the episode together without Lohan. But that’s just the start of all this trouble. TMZ is also reporting Lohan can’t even pay the $8,000 rent on said house and unsuccessfully has tried to break the lease. She will remain responsible for the home until February 2013 when the lease is up. According to the Daily Mail the home has four bedrooms, five bathrooms, a jacuzzi, white columns and a unusual curved pool. We knew Lohan was having money problems after the Internal Revenue Service recently froze her accounts due to $233,904 in unpaid taxes -- but to bite the hands that decorate your house? That’s pretty bad. We can only imagine what Martyn and Kathryn have to say about this. Click through the slideshow below to see the photos. And head over to TMZ for the full story. Have something to say? Check out HuffPost Home on Twitter, Facebook, Pinterest, Tumblr and Instagram.**Do you have a home story idea or tip? Email us at homesubmissions@huffingtonpost.com. (PR pitches sent to this address will be ignored.)"
5,CRIME,Sonia Blanchette Accused Of Killing Children: Funeral Held For Kids Allegedly Killed By Mom,,https://www.huffingtonpost.com/entry/sonia-blanchette-children_us_5ba2b435e4b0c2784da4af81,"Authorities are still investigating the circumstances of the children's death. ""She frequently told me, 'I can't wait to",2012-12-09,"Patrick Desautels, right, father of 5-year-old Lorelie, 4-year-old Loic and 2-year-old Anais, holds a picture of his children as balloons are released following their funeral in Acton Vale, Quebec, Saturday, Dec. 8, 2012. The children's mother, Sonia Blanchette, is charged with three counts of first-degree murder in connection with their deaths. (AP Photo/The Canadian Press, Graham Hughes)",https://img.huffingtonpost.com/asset/5ba2b4352000009800fec2c0.jpeg?ops=scalefit_720_noupscale,"Hundreds of mourners gathered on Saturday for the funeral of three Quebec children who, cops said, were killed by their mother.Sonia Blanchette was charged with first-degree murder on Wednesday, three days after Laurelie, 5, Loic, 4, and Anais, 2 were found dead at their mother's home, according to the Canadian Broadcasting Corporation. ""It hurts my heart … they were three angels,"" said one man who attended the service.The CBC reports that Blanchette lost custody of her children in early 2012.At the memorial, the father, Patrick Desautels, carried a photograph of his three children, according to CTV News.""He's surrounded by people who love him,"" his aunt, France Malo, said.Blanchette's co-workers told the Calgary Herald that she would spend time unnecessarily cleaning ovens at the restaurant where she was employed because the extra work helped her forget how much she missed her kids.""She frequently told me, 'I can't wait to see my kids, they're coming over on Sunday,'"" said Daniel Jones, a night-time kitchen supervisor at Cite Grecque restaurant. ""She was a scrubber -- she was working all the time. She would say, 'It does me good because I don't think about my children.'""Authorities are still investigating the circumstances of the children's death."
6,BLACK VOICES,Couple Of The Year Countdown: Beyonce & Jay-Z,,https://www.huffingtonpost.com/entry/couple-of-the-year-countdown-beyonce-jay-z_us_5badce58e4b0bb1705fae929,"As part of HuffPost BlackVoices weekly series counting down the top eight power couples of the year, we present “BV Power",2012-12-09,"NEW YORK, NY - NOVEMBER 23: Jay Z and Beyonce take in the game between the Brooklyn Nets and the Los Angeles Clippers at the Barclays Center on November 23, 2012 in the Brooklyn borough of New York City. NOTE TO USER: User expressly acknowledges and agrees that, by downloading and/or using this photograph, user is consenting to the terms and conditions of the Getty Images License Agreement. (Photo by Bruce Bennett/Getty Images) ",https://img.huffingtonpost.com/asset/5badce58250000320037a15f.jpeg?ops=scalefit_720_noupscale,"As part of HuffPost BlackVoices weekly series counting down the top eight power couples of the year, we present “BV Power Couples.” Each week we will highlight what each member brings to the table along with their power ranking. Landing in at number three is Beyonce and Jay-Z. Full Name: Beyoncé Giselle Knowles-Carter Occupation: Singer-songwriter, Actress Big Wig Affiliation: Gwyneth Paltrow Claim to Fame: At the 52nd annual Grammy Awards Knowles set the single most wins in a year for a female artist with six.  Current Status: The Grammy Award-winner is set to perform at Super Bowl XLVII halftime show. Word for Word: “We decide everything. My word is my word. What Jay and I have is real. It's not about interviews or getting the right photo op. It's real.” (Essence, 2008)Full Name: Shawn Carter Occupation: Hip Hop Mogul Big Wig Affiliation: Mikhail Prokhorov Claim to Fame: Alongside Damon Dash and Kareem Burke, Carter launched Roc-A-Fella Records in 1996. Current Status: Hov will ring in the New Year with British rockers, Coldplay, during a special New Year’s Eve concert at Brooklyn’s Barclays Center.  Word for Word: ""Sometimes on creative stuff, one of us will ask, 'Do you think this is cool? She's a magnificent A&R, if she ever decides to do that, for things like pitch. So I defer to her on those sort of questions."" (Rolling Stone, 2010) PHOTOS:"
7,BUSINESS,Fiscal Cliff Could Put Cash-Strapped Cities At Risk,"Reuters, Reuters",https://www.huffingtonpost.com/entry/fiscal-cliff-cities_us_5bb2dfe8e4b0480ca65dc6dc,"'GAME OF CHICKEN' ""The thought that they would allow the economic harm that would ensue if we went over the fiscal cliff",2012-12-09,"FILE - In this Nov. 16, 2012, file photo, President Barack Obama acknowledges House Speaker John Boehner of Ohio while speaking to reporters in the Roosevelt Room of the White House in Washington, as he hosted a meeting of the bipartisan, bicameral leadership of Congress to discuss the deficit and economy. A big coalition of business groups says there must be give-and-take in the negotiations to avoid the ""fiscal cliff"" of massive tax hikes and spending cuts. But the coalition also says raising tax rates is out of the question. The group doesnt care that President Barack Obama campaigned to raise tax rates on the rich. The same song is sung by groups representing retirees, colleges and countless others. (AP Photo/Carolyn Kaster, File)",https://img.huffingtonpost.com/asset/5bb2dfe82400005000973085.jpeg?ops=scalefit_720_noupscale,"* Military and impoverished vulnerable to spending cuts* City fears impact of Washington's intransigence* Charleston is symbol of potential pain should talks failBy Samuel P. JacobsCHARLESTON, S.C., Dec 9 (Reuters) - For 37 years straight, Joseph P. Riley Jr. has sat behind the mayor's desk here, shaping this city and its budget.On a recent afternoon, Riley, 69, reached for a draft copy of next year's spending plan and wondered aloud about what might get cut should politicians in Washington fail to find an agreement this month, unleashing $600 billion worth of spending reductions and tax hikes next year.Hiring new police officers for the city of 123,000 could be put on hold, Riley said. A new piece of equipment for the fire department would have to wait. Sanitation workers might be in trouble, too.""The thought that they would allow the economic harm that would ensue if we went over the fiscal cliff is mind-boggling,"" said Riley, a Democrat who was elected to his 10th term last year.Charleston, a beautiful city steeped in history and awash in tourist dollars, would seem at first glance a world apart from the harm that could be caused by the combination of spending cuts and higher taxes. Economists predict its arrival could send the United States hurtling back into a recession.At its edges, however, Charleston harbors the people who are most vulnerable to Washington's intransigence, making the city an emblem of a country's worry and of the powerlessness people feel in the face of Washington's indecision.The sting of automatic cuts would be felt acutely by those who work in the defense sector and the poor. They form two prominent groups in Charleston County who may share little but the knowledge that federal belt-tightening is less a nuisance than an existential threat.In South Carolina, defense spending accounts for $15.7 billion in annual economic activity - more than one in 10 dollars spent in the state - and nearly 140,000 jobs.The Charleston area alone, which includes a large Air Force base and a Navy facility, holds more than 66,000 defense jobs and nearly half of the state's military economic activity, according to a report released last month by the South Carolina Department of Commerce.While Charleston, like the rest of the state, has seen a boom in military spending over the last decade, the area has the state's second-highest concentration of people living in poverty, according to 2010 U.S. census data. More than one in four children live in poverty in the surrounding county.From the anticipated cuts to the military to the shrinking of the safety net, Charleston shows what's at stake should the United States fall off the fiscal cliff.'DEVASTATION'A fast-talking engineer originally from Detroit, Michigan, Rebecca Ufkes founded UEC Electronics with her husband in neighboring Hanahan 17 years ago. Walking past employees in blue lab coats assembling components for military vehicles and commercial products last week, Ufkes described the chilling effect the possibility of cuts have had on Charleston's defense industry.In September, Ufkes traveled to Washington as a part of a lobbying effort organized by the Aerospace Industry Association, hoping to impress politicians with the dangers facing her 200-person company and its competitors should the anticipated $500 billion in defense cuts, over 10 years, come to pass.She came away encouraged by her state's largely Republican representation in Washington but frustrated by other lawmakers.""South Carolina is a very pro-business state,"" she said. ""They are very keen on economics. It's just that we are only one of 50 states.""Ufkes, 48, said she worries not only about the uncertainty that has left defense contractors unsure where to invest but the impending tax increases, which she said will put her company, active in the commercial marketplace as well, at a disadvantage against foreign rivals.""Probably the solution is not going to be perfect for UEC,"" she said, ""but I don't want it to be devastating. Compromise and devastation are not the same thing.""With a mug declaring, ""Failure is not an option,"" sitting on her desk, Ufkes predicted that her company would make it, no matter how devastating the cuts are.""If we don't survive,"" she said. ""I don't know who will.""NO 'GIFTS'Five miles (eight km) from Ufkes' cutting-edge electronics manufacturer is the struggling North Charleston neighborhood of Chicora-Cherokee, where Bill Stanfield and his wife, Evelyn Oliveira, arrived fresh out of Princeton Theological Seminary 10 years ago.They founded Metanoia, a development organization focusing on bettering the community by securing housing loans, planting a garden, and running after-school and summer programs.Through government services like AmeriCorps, the national volunteer group, and funds from sources like the U.S. Department of Housing and Urban Development, Stanfield said his group received nearly a fifth of its funding from the federal government last year.With politicians facing immense pressure over limiting cuts to entitlements like the Medicare health insurance program for seniors and the Social Security retirement program, advocates for the poor say they expect painful reductions in spending on education and housing.""I don't know if our housing program would survive,"" Stanfield, 39, said.Cuts to education will hit South Carolina hard, where the schools have bled money over the last five years.According to the left-leaning Center on Budget and Policy Priorities, South Carolina's cuts to education have been the fifth largest in the country, slicing 18 percent off of per-student spending during that period.The Obama administration, which Republicans consider a profligate spender, has felt like lean times in neighborhoods like Chicora-Cherokee, Stanfield said.""You know Mitt Romney said that people voted for Obama because of gifts?"" Stanfield said. ""There's this misconception that President Obama has been a gravy train of funding. There was more funding under President Bush of these organizations than under Obama.""'GAME OF CHICKEN'Last month, Riley, the Charleston mayor, went to Washington with a group of fellow city leaders, Democrats and Republicans, to lobby the White House and Congress to save cities from drastic cuts.Vice President Joseph Biden and Democratic leaders from the House of Representatives and Senate met with the mayors. House Speaker John Boehner and other Republican leaders in Congress declined their invitation, Riley said.While Riley supports Obama's proposal to increase taxes on income earned over $250,000, a sticking point in the negotiations, he and other mayors cautioned that ending the tax-free status of municipal bonds would strangle cities' access to needed capital.Riley returned to Charleston feeling like a deal, which could prevent the harshest blows from hitting his city, its residents and jobs, was in the offing. Now, he said, he is not so sure.""It looks like it's a game of chicken,"" he said, ""and there are signals that they are going to go through with it."""
8,ENTERTAINMENT,"Weekend Box Office: 'Playing For Keeps' Stumbles, 'Skyfall' Holds On To The Number One Spot",,https://www.huffingtonpost.com/entry/weekend-box-office-playing-for-keeps-skyfall_us_5bb40c66e4b066f8d253fb7e,"Other films that charted this weekend were ""The Twilight Saga: Breaking Dawn Part 2,"" ""Lincoln,"" and ""Life of Pi,"" coming",2012-12-09,"This film image released by FilmDistrict shows, from left, Jessica Biel, Noah Lomax, and Gerard Butler in a scene from ""Playing for Keeps."" (AP Photo/FilmDistrict, Dale Robinette)",https://img.huffingtonpost.com/asset/5bb40c66220000bb01dc0061.jpeg?ops=scalefit_720_noupscale,"Gerard Butler's latest film, ""Playing for Keeps"" was panned by critics across the board. Now, the film is crashing in the box office as well. On its opening weekend, the movie made a meager $6 million across 2,837 theaters. ""Playing for Keeps,"" which also stars Jessica Biel, Catherine Zeta-Jones, and Uma Thurman, was generally well-received by the audiences that did see it, earning a B+ CinemaScore. Butler's last movie, ""Chasing Mavericks"" also disappointed, making $2.2 million on its opening weekend. On a generally quiet weekend, ""Skyfall"" took the number one spot with a weekend total of $11 million. To date, the latest James Bond movie has grossed $261.6 million domestically, for a global total of $918 million. The total of $918 million makes ""Skyfall"" Sony's highest-earning film ever. ""Rise of the Guardians"" jumped ahead to reach number two in the box office this weekend. The animated holiday flick made $10.5 million this weekend. ""Rise of the Guardians"" has made a total of $61.9 million domestically.Other films that charted this weekend were ""The Twilight Saga: Breaking Dawn Part 2,"" ""Lincoln,"" and ""Life of Pi,"" coming in at numbers three, four, and five, respectively. ""Twilight"" had a $9.2 million weekend, bringing its domestic gross to $268.7 million. ""Lincoln"" made $9.1 million across 2,014 theaters, for the highest per-theater average. The Daniel Day-Lewis film has made a total of $97.3 million. Ang Lee's ""Life of Pi"" brought in $8.3 million for a domestic total of $60.9 million.For more, head over to THR.[via THR]"
9,SPORTS,Why Can't the NFL Stop Its Players From Driving Drunk?,"Barron H. Lerner, Contributor
Professor of medicine, New York University School of Medicine;...",https://www.huffingtonpost.com/entry/nfl-drunk-driving_us_5bb6c5a6e4b097869fd2c1f5,Can we stop National Football League players from continuing to drive drunk and killing people?  I ask this question in light of the news that Dallas Cowboys nose tackle Josh Brent has been arrested for allegedly causing the death of his teammate and friend Jerry Brown.,2012-12-09,"In this photo taken Sunday, Dec. 2, 2012, Dallas Cowboys nose tackle Josh Brent looks on during warm ups before an NFL football game against the Philadelphia Eagles in Arlington, Texas. Brent is facing an intoxication manslaughter charge after a one-vehicle accident that killed teammate Jerry Brown, a member of the team's practice squad. Irving police spokesman John Argumaniz said the accident happened about 2:20 a.m. in Saturday, Dec. 7, 2012, in the Dallas suburb.(AP Photo/Tony Gutierrez)",https://img.huffingtonpost.com/asset/5bb6c5a6240000510056dc36.jpeg?ops=scalefit_720_noupscale,"Can we stop National Football League players from continuing to drive drunk and killing people? I ask this question in light of the news that Dallas Cowboys nose tackle Josh Brent has been arrested for intoxication manslaughter after allegedly causing the tragic death of his teammate and friend Jerry Brown. According to the police in Irving, Texas, where the crash occurred on Saturday morning, Brent, the driver, had been speeding before the vehicle hit a curb and flipped over. Brent was treated for minor injuries. Brown, the passenger, was killed.As the author of a book on the history of drunk driving in the United States, I must, unfortunately, answer ""no"" to this question, at least for now. Drunk driving is both one of the most deadly and one of the most preventable things that Americans do. Thanks to the work of Mothers Against Drunk Driving (MADD), Remove Intoxicated Drivers (RID) and other organizations, annual deaths due to drunk driving have dropped from 25,000 in 1980 to roughly 11,000 now. But we still tolerate this criminal act far too much.The successful fight against drunk driving has come from many factors, including tougher laws, quicker punishments and publicity campaigns such as ""Drink Responsibly"" and ""Friends Don't Let Friends Drive Drunk."" We have also built on the experiences of countries such as Sweden and Australia and promoted the use of designated drivers.It is reasonable to speculate that these efforts have lowered the rates of drunk driving among NFL players and, for that matter, all professional athletes. But there is still a culture of drinking and driving among NFL players. As Dan Wetzel reported on Yahoo, drunk driving is the league's biggest legal issue. A study by the San Diego Union-Tribune found that 112 of the 385 NFL player arrests between 2000 and 2008 involved drunk driving. In 2009, Cleveland Browns wide receiver Donté Stallworth, who had been drinking at a hotel bar in Florida, struck and killed a pedestrian.  The problem is that there are limits to moral and legal deterrents. Brent himself should have known better than anyone. While in college in 2009, he pleaded guilty to DUI to DUI and was sentenced to 60 days in jail, two years of probation, 200 hours of community service and a fine of about $2,000. But the sad fact is that trying to force people to behave in a certain way does not always work. In what may be the most ironic aspect of this whole tragedy, the national headquarters of MADD are located in Irving, Texas, where the crash occurred.There are things that the NFL could do. For example, the league could mandate that all of their players install ignition interlocks, essentially breathalyzers, in their cars. The driver must blow into these devices and be sober in order for the car to start. The NFL could mandate that players use taxis or other designated driving services when they go out at night or risk suspension and loss of their salaries. Or, more provocatively, the NFL could ban advertisements of beer and other alcohol products in stadiums.These ideas, however, are pie in the sky. It is highly unlikely that NFL owners want to act as policemen, monitoring the behaviors of their players. Indeed, America's strong libertarian traditions, less pronounced in other countries, have always hindered more aggressive prevention of drunk driving. And alcohol, especially beer, is intimately related to football. Not only do sales of these products and related advertising lead to considerable income for teams, but football fans love to drink, whether when tailgating or inside the stadium. Banning beer sales late in the game probably prevents some drunk driving, but not much.However, there is a new technology on the horizon that may help not only NFL players but all of us to not drive drunk. Within several years, it may be possible for automobile companies to install infrared technology in all cars that can sense blood alcohol when a driver puts his or her hands on the wheel. If you have been drinking, the car won't start. Libertarians will hate this, but I propose that saving thousands of lives annually should trump their arguments.For now, we can hope that the death of Jerry Brown, and the likely prison sentence for Jason Brent, serves as yet another wake-up call for other NFL players who believe that drunk driving crashes only happen to other people. They are wrong. Dead wrong."
