,category,headline,authors,link,short descr,date,image_caption(s),image_link(s),article
0,THE WORLDPOST,U.N. Rights Boss Calls Bombing Near Saudi Holy Mosque An Attack On Islam,,https://www.huffingtonpost.com/entry/bombing-near-saudi-holy-mosque-an-attack-on-islam_us_577bbf78e4b0a629c1aab96a,"""It is an attack on the religion itself.""",2016-07-05,"In this photo provided by Noor Punasiya, people stand by an explosion site in Medina, Saudi Arabia, Monday, July 4, 2016.",https://img.huffingtonpost.com/asset/default-missing-image.jpg?cache=jIO2VoZgTY&ops=scalefit_720_noupscale,"The U.N. human rights chief on Tuesday called a suicide bombing outside the Prophet Mohammad's Mosque in the Saudi city of Medina an attack on Islam itself and many Muslims expressed shock that their second-holiest site had been targeted.Three apparently coordinated suicide attacks on Monday targeted Medina, the U.S. consulate in Jeddah and the largely Shi'ite Muslim city of Qatif on Monday. At least four security officers were killed.No group has claimed responsibility but Islamic State has carried out similar bombings in the U.S.-allied kingdom in the past year, targeting Shi'ites and Saudi security forces.Zeid Ra'ad al-Hussein, the U.N. High Commissioner for Human Rights and a member of the Jordanian royal family, delivered his remarks via a spokesman in Geneva.""This is one of the holiest sites in Islam, and for such an attack to take place there, during Ramadan, can be considered a direct attack on Muslims all across the world,"" he said, referring to the Islamic holy month.""It is an attack on the religion itself.""Militant attacks on Medina are unprecedented. The city is home to the second-holiest site in Islam, a mosque built by the Prophet Mohammed, the founder of Islam, which also houses his tomb.Attacks on Mecca, the most sacred place in Islam, have also been extremely rare. The Al Saud ruling family considers itself the protectors of both sites. Islamic State says the Saudi rulers are apostates and has declared its intention to topple them.Saudis were rattled by the rare, high-profile attack.""I apologize to everyone if I don't congratulate you this Eid,"" Khaled bin Saleh al-Shathri, a Saudi businessman, wrote on Twitter.""I am shocked by the deaths of five of my brothers and the wounding of four others as they guarded the holiest places.""Iran also condemned the attacks.Saudi Arabia's crown prince and anti-terror tsar, Mohammed bin Nayef bin Abdul-Aziz, sought on Tuesday to reassure Saudis of the country's security.""The security of the homeland is good, it is at its highest levels and thanks be to God it gets stronger every day,"" the state news agency SPA quoted him as saying during a visit to some of the wounded in the Jeddah attack.Prince Mohammed has been credited for successfully ending a bombing campaign by al Qaeda in Saudi Arabia between 2003-2006.Monday's bombings came days before the end of the holy month of Ramadan when Muslims fast from dawn until dusk.Saudi security officials say the Islamic State's supporters inside the kingdom mainly act independently from the group in Iraq and Syria.Salah al-Budair, the imam of the Prophet's Mosque, warned young people about being lured by the ""malignant"" ideology of Islamic State.""(The bomber) is an infidel who has sold himself to the enemies of his religion and his country.""(Reporting by Stephanie Nebehay, Sami Aboudi and Tom Finn; Writing by Noah Browning; Editing by Raissa Kasolowsky)"
1,CRIME,"Former National Guard Member Arrested, Charged With Attempting To Support ISIS",Ryan Grenoble,https://www.huffingtonpost.com/entry/national-guard-isis-mohamed-jalloh_us_577bed77e4b09b4c43c13cd7,"The 26-year-old tried to buy weapons for ISIS and give the group money, the Justice Department says.",2016-07-05,"Iraqi government forces gather under a billboard bearing slogans of the Islamic State group in Iraq's Anbar province on April 7, 2016.",https://img.huffingtonpost.com/asset/577bfa4119000024002195e9.jpeg?cache=KxHKTUVZ62&ops=scalefit_720_noupscale,"A former member of the Army National Guard has been arrested and charged with attempting to provide material support for the self-described Islamic State, or ISIS, the Department of Justice announced on Tuesday.In May, Justice Department officials say Mohamed Bailor Jalloh, 26, of Sterling, Virginia, attempted to give $500 to a person he believed was a member of ISIS, but who was actually an undercover FBI agent.In June, Jalloh reportedly traveled to North Carolina, where he allegedly attempted -- and failed -- to purchase firearms to carry out a terrorist attack similar to the 2009 shooting at Fort Hood, Texas, in which 13 people were killed.On July 2, officials said, Jalloh purchased a Stag Arms assault-style rifle from a gun dealer in northern Virginia that had been rendered inoperable, per the FBI's instruction. Officers arrested him the following day, and the FBI seized the gun thereafter.Jalloh joined the Virginia National Guard in 2009, serving as a combat engineer in the 276th Engineer Battalion, 91st Troop Command before being honorably discharged in 2015, CBS affiliate WTVR reported. According to an affidavit filed on Sunday, Jalloh is a naturalized U.S. citizen from Sierra Leone. He faces up to 20 years in prison if convicted."
2,THE WORLDPOST,Animal Rights Activists Make Bold Statement In Pamplona Ahead of Annual Festival,Sara Elkamel,https://www.huffingtonpost.com/entry/activists-blood-bull-festival-pamplona-spain_us_577be6e4e4b0a629c1aadbf7,"Protesters denounced the “cruel, violent and bloody” practice of bullfighting a day before the city’s Running of the Bulls festival",2016-07-05,"A day before the start of the running of the bulls San Fermin festival in Pamplona, northern Spain, activists grab buckets of blood to express their anger with the practice of bullfighting.",https://img.huffingtonpost.com/asset/577bec56150000ed026c9a83.jpeg?ops=scalefit_1280_noupscale,"Animal rights activists in Spain grabbed 75 red buckets filled with fake blood and protested in Pamplona’s main square on Tuesday, a day before the city’s San Fermin festival or the Running of the Bulls, which attracts 1 million visitors from around the world every year.The protest, co-organized by PETA and the Spanish animal rights group AnimaNaturalis, aims to raise awareness about the “cruelty and torture” involved in the annual festivities, AnimaNaturalis director Aida Gascón told Spanish news agency Europa Press. Fifty-four bulls typically die during the festival.According to PETA, activists from Australia, Sweden, Russia and the UK joined Spaniards in the graphic protest against bullfighting -- a longtime and controversial tradition in Spain. PETA explains that the fake blood was chosen to “mimic the drunken revellers” who “douse themselves with sangria at the Running of the Bulls, oblivious to the fact that every single one of the terrified animals they chase through the cobbled streets will be dead a few days later after being stabbed to death in a bullfight.”Scroll down for more photos from the protest:A version of this post first appeared on HuffPost Spain. "
3,GREEN,"Arturo, World's Saddest Polar Bear, Dies After Decades In Captivity",Nick Visser,https://www.huffingtonpost.com/entry/arturo-polar-bear-dies_us_577b46afe4b09b4c43c0f8c2,"""[He's] not the only animal in captivity and in poor condition.""",2016-07-05,Arturo seen in his enclosure at the Mendoza Zoo in Argentina.,https://img.huffingtonpost.com/asset/577b46d1150000ed026c9935.jpeg?cache=YcNkX3KTV4&ops=scalefit_720_noupscale,"Arturo, a 31-year old polar bear held in captivity for more than two decades, has died in Argentina.He first made headlines as the “world’s saddest bear” two years ago, when more than a million petitioners urged Mendoza Zoo to move Argentina's last polar bear to a facility in Canada. The zoo's former director declined to do so, saying the animal was too old.Arturo had lived in the zoo since the age of 8 before his death on Sunday due to what the officials called complications from old age, The Associated Press reports. While wild polar bears often die in their teens, those in captivity can live into their mid-30s.Despite the animals hailing from regions north of the Arctic Circle, temperatures in Arturo's heavily concreted enclosure often soared higher than 100 degrees Fahrenheit and he was said to live in ""deplorable conditions.""Animal rights groups marked Arturo's passing with some calls to end the existence of zoos in their current form.Greenpeace Argentina released a statement saying Arturo's time in the zoo ""prioritized the exhibition for commercial and recreational purposes over conservation and animal welfare.""""Remember that [Arturo] was not the only animal in captivity and in poor condition,"" Soledad Sede, a campaigner for the group, said."
4,THE WORLDPOST,Pope Francis Slams Countries Who Talk Peace But Send Arms Into Syria,"Philip Pullella, Reuters",https://www.huffingtonpost.com/entry/pope-francis-syria-peace_us_577bc7e5e4b041646410a47d,"""How can you believe in someone who caresses you with the right hand and strikes you with the left hand?""",2016-07-05,Pope Francis criticized countries that support peace in Syria while supplying warring parties with weapons and ammunition.,https://img.huffingtonpost.com/asset/577bc9ef1800002500fa3ea1.jpeg?ops=scalefit_720_noupscale,"VATICAN CITY (Reuters) - Pope Francis on Tuesday criticized countries which are arming the warring parties in Syria while speaking at the same time of peace.The pontiff did not name any countries. President Bashar al-Assad's government is receiving military and other help from Russia and Iran, while some opposition groups have the backing of Sunni Muslim regional powers and the West.""While the people suffer, incredible quantities of money are being spent to supply weapons to fighters. And some of the countries supplying these arms are also among those that talk of peace,"" Francis said in a video message to a charity group holding a conference on Syria.""How can you believe in someone who caresses you with the right hand and strikes you with the left hand?""More than a quarter of a million people have been killed and more than 11 million displaced in Syria's five-year-old civil war, which has led to Europe's biggest refugee crisis since World War Two.U.N.-brokered peace talks have stalled. The United Nations' envoy to Syria told the U.N. Security Council last week it remained unclear when the next round peace talks would take place.Francis has made many appeals for peace in Syria and has criticized arms manufacturers and traffickers, saying they cannot in good conscience call themselves Christians."
5,THE WORLDPOST,Pope Francis Slams Countries Who Talk Peace But Send Arms Into Syria,"Philip Pullella, Reuters",https://www.huffingtonpost.com/entry/pope-francis-syria-peace_us_577bc7e5e4b041646410a47d,"""How can you believe in someone who caresses you with the right hand and strikes you with the left hand?""",2016-07-05,"Hundreds of thousands of people have been killed by Syria's five-year civil war, and millions have been displaced.",https://img.huffingtonpost.com/asset/577bca281500002a006c9a04.jpeg?ops=scalefit_720_noupscale,"VATICAN CITY (Reuters) - Pope Francis on Tuesday criticized countries which are arming the warring parties in Syria while speaking at the same time of peace.The pontiff did not name any countries. President Bashar al-Assad's government is receiving military and other help from Russia and Iran, while some opposition groups have the backing of Sunni Muslim regional powers and the West.""While the people suffer, incredible quantities of money are being spent to supply weapons to fighters. And some of the countries supplying these arms are also among those that talk of peace,"" Francis said in a video message to a charity group holding a conference on Syria.""How can you believe in someone who caresses you with the right hand and strikes you with the left hand?""More than a quarter of a million people have been killed and more than 11 million displaced in Syria's five-year-old civil war, which has led to Europe's biggest refugee crisis since World War Two.U.N.-brokered peace talks have stalled. The United Nations' envoy to Syria told the U.N. Security Council last week it remained unclear when the next round peace talks would take place.Francis has made many appeals for peace in Syria and has criticized arms manufacturers and traffickers, saying they cannot in good conscience call themselves Christians."
6,HEALTHY LIVING,Rio To Hand Out Condoms That Protect Both Olympians And The Amazon Rainforest,"Ricardo Moraes, Reuters",https://www.huffingtonpost.com/entry/rio-to-hand-out-condoms-that-protect-both-olympians-and-the-amazon-rainforest_us_577bdf91e4b09b4c43c12aec,These sustainably-produced condoms are headed for the Olympic Village.,2016-07-05,"Condoms, produced with natural rubber extracted from the Seringueira tree, are tested at Natex male condoms plant in Xapuri, Acre state, Brazil, June 23, 2016.",https://img.huffingtonpost.com/asset/577be0471800002500fa3ee1.jpeg?ops=scalefit_720_noupscale,By Ricardo Moraes
7,THE WORLDPOST,Bangladesh Police Say They May Have Killed Hostage In Cafe Siege,,https://www.huffingtonpost.com/entry/bangladesh-police-may-have-mistakenly-killed-hostage-in-cafe-siege_us_577b7e1de4b04164641089de,"They say they may have mistakenly shot the man during the Dhaka shootout, which left 28 people dead.",2016-07-05,"Local residents pay their respects to the victims of the attack at the Holey Artisan Bakery at a stadium in Dhaka, Bangladesh, on Monday.",https://img.huffingtonpost.com/asset/default-missing-image.jpg?cache=jIO2VoZgTY&ops=scalefit_720_noupscale,"DHAKA (Reuters) - Bangladeshi police said on Tuesday one of the men they shot dead during the siege of a Dhaka cafe on the weekend may have been a hostage killed by mistake, while the hunt for accomplices of the gunmen who killed 20 people focused on six suspects.Police on Tuesday named five Bangladeshi gunmen who stormed the restaurant in Dhaka's diplomatic zone late on Friday. Most of the victims in the violence claimed by Islamic State were foreigners, from Italy, Japan, India and the United States.It was one of the deadliest militant attacks in Bangladesh, where Islamic State and al Qaeda have claimed a series of killings of liberals and members of religious minorities in the past year.The government has dismissed those claims, as it did the Islamic State claim of responsibility for Friday's attack.Pictures of five young men clutching guns and grinning in front of a black flag were posted on an Islamic State website hours after the attack, along with the claim of responsibility, but despite that, authorities have ruled out a foreign link.Police believe that Jamaat-ul-Mujahideen Bangladesh (JMB), an outlawed domestic group that has pledged allegiance to Islamic State, played a significant role in organizing the band of privileged, educated young attackers.Confusion over exactly how many gunmen were involved was at least partly cleared up on Tuesday when police said among the six people security forces killed when they stormed the building to end a 12-hour stand-off was Saiful Islam Chowkidar, a pizza maker at the Holey Artisan restaurant.""We killed six people in the restaurant. A case has been registered against five. The sixth man was a restaurant employee,"" Saiful Islam, a top police official investigating the attack, told Reuters.""He may not be involved,"" he said, adding that the investigation was going on.An employee of the cafe, shown a photo of a man killed at the eatery and wearing a chef's outfit, identified him as Chowkidar, and said he had worked there for 18 months.Police named five men as attackers in a case filed on Tuesday to allow them to launch official investigations, including questioning families of the militants for clues as to what turned them into killers.Two other suspects are in hospital.HUNT FOR ATTACK ORGANIZERSHUNT FOR ATTACK ORGANIZERSPolice said they were hunting for six members of the JMB who were suspected of organizing the attack.""Six members of JMB have been shown as accused in the case. We are trying to arrest them because they could be the mastermind,"" Islam said.The JMB has been accused of involvement in many of the killings over the past year and Islam said police were interrogating more than 130 of its members already in custody in the hope of gleaning clues.""We don't know who is the mastermind behind the attack. We just know that these boys were guided to launch an attack on the restaurant,"" he said.The five named in the case filing were Nibras Islam, Rohan Imtiaz, Meer Saameh Mubasheer, Khairul Islam and Shafiqul Islam.The attack marked a major escalation in the scale and brutality of violence aimed at forcing strict Islamic rule in Bangladesh, whose 160 million people are mostly Muslim.It has shocked the country, as have details emerging about the well-to-do lives of some of the gunmen.At least three of the gunmen were from wealthy, liberal families who had attended elite Dhaka schools, in contrast to the traditional Bangladeshi militant's path from poverty and a madrassa education to violence.Three of the attackers had been missing since the beginning of the year, police have said.Two had attended a private university in Malaysia, one of whom, Nibras Islam, was not particularly religious, according to a student who played football with him at a private college in Dhaka between 2009 and 2011.""We are in touch with investigators in Malaysia and they are sharing all the information but as of now we have not found any links with international militant groups,"" Islam said.One of the dead gunmen was from a poor family and had studied at a madrassa and another hailed from a lower-middle class background, said another senior police official who declined to be identified.(Additional reporting by Aditya Kalra, Serajul Quadir in DHAKA and Rupam Jain and Krishna N. Das in NEW DELHI; Writing by Tommy Wilkes; Editing by Sanjeev Miglani, Robert Birsel)"
8,THE WORLDPOST,Bangladesh Police Say They May Have Killed Hostage In Cafe Siege,,https://www.huffingtonpost.com/entry/bangladesh-police-may-have-mistakenly-killed-hostage-in-cafe-siege_us_577b7e1de4b04164641089de,"They say they may have mistakenly shot the man during the Dhaka shootout, which left 28 people dead.",2016-07-05,"Relatives carry the coffin of a victim who was killed in the attack on the Holey Artisan Bakery and the O'Kitchen Restaurant, after a memorial ceremony, in Dhaka, Bangladesh, on Monday.",https://img.huffingtonpost.com/asset/577ba45c19000025002194c5.jpeg?ops=scalefit_720_noupscale,"DHAKA (Reuters) - Bangladeshi police said on Tuesday one of the men they shot dead during the siege of a Dhaka cafe on the weekend may have been a hostage killed by mistake, while the hunt for accomplices of the gunmen who killed 20 people focused on six suspects.Police on Tuesday named five Bangladeshi gunmen who stormed the restaurant in Dhaka's diplomatic zone late on Friday. Most of the victims in the violence claimed by Islamic State were foreigners, from Italy, Japan, India and the United States.It was one of the deadliest militant attacks in Bangladesh, where Islamic State and al Qaeda have claimed a series of killings of liberals and members of religious minorities in the past year.The government has dismissed those claims, as it did the Islamic State claim of responsibility for Friday's attack.Pictures of five young men clutching guns and grinning in front of a black flag were posted on an Islamic State website hours after the attack, along with the claim of responsibility, but despite that, authorities have ruled out a foreign link.Police believe that Jamaat-ul-Mujahideen Bangladesh (JMB), an outlawed domestic group that has pledged allegiance to Islamic State, played a significant role in organizing the band of privileged, educated young attackers.Confusion over exactly how many gunmen were involved was at least partly cleared up on Tuesday when police said among the six people security forces killed when they stormed the building to end a 12-hour stand-off was Saiful Islam Chowkidar, a pizza maker at the Holey Artisan restaurant.""We killed six people in the restaurant. A case has been registered against five. The sixth man was a restaurant employee,"" Saiful Islam, a top police official investigating the attack, told Reuters.""He may not be involved,"" he said, adding that the investigation was going on.An employee of the cafe, shown a photo of a man killed at the eatery and wearing a chef's outfit, identified him as Chowkidar, and said he had worked there for 18 months.Police named five men as attackers in a case filed on Tuesday to allow them to launch official investigations, including questioning families of the militants for clues as to what turned them into killers.Two other suspects are in hospital.HUNT FOR ATTACK ORGANIZERSHUNT FOR ATTACK ORGANIZERSPolice said they were hunting for six members of the JMB who were suspected of organizing the attack.""Six members of JMB have been shown as accused in the case. We are trying to arrest them because they could be the mastermind,"" Islam said.The JMB has been accused of involvement in many of the killings over the past year and Islam said police were interrogating more than 130 of its members already in custody in the hope of gleaning clues.""We don't know who is the mastermind behind the attack. We just know that these boys were guided to launch an attack on the restaurant,"" he said.The five named in the case filing were Nibras Islam, Rohan Imtiaz, Meer Saameh Mubasheer, Khairul Islam and Shafiqul Islam.The attack marked a major escalation in the scale and brutality of violence aimed at forcing strict Islamic rule in Bangladesh, whose 160 million people are mostly Muslim.It has shocked the country, as have details emerging about the well-to-do lives of some of the gunmen.At least three of the gunmen were from wealthy, liberal families who had attended elite Dhaka schools, in contrast to the traditional Bangladeshi militant's path from poverty and a madrassa education to violence.Three of the attackers had been missing since the beginning of the year, police have said.Two had attended a private university in Malaysia, one of whom, Nibras Islam, was not particularly religious, according to a student who played football with him at a private college in Dhaka between 2009 and 2011.""We are in touch with investigators in Malaysia and they are sharing all the information but as of now we have not found any links with international militant groups,"" Islam said.One of the dead gunmen was from a poor family and had studied at a madrassa and another hailed from a lower-middle class background, said another senior police official who declined to be identified.(Additional reporting by Aditya Kalra, Serajul Quadir in DHAKA and Rupam Jain and Krishna N. Das in NEW DELHI; Writing by Tommy Wilkes; Editing by Sanjeev Miglani, Robert Birsel)"
9,THE WORLDPOST,Italian Police Detain Homeless Man Over Killing Of American Student,,https://www.huffingtonpost.com/entry/italian-police-arrest-homeless-man-over-american-students-murder_us_577ba7a3e4b04164641091b8,Authorities found Beau Solomon's body among vegetation in Rome's Tiber River.,2016-07-05,The neighborhood is near the Tiber River is popular with young people in Rome because of its many bars.,https://img.huffingtonpost.com/asset/577ba8e11500002a006c99a1.jpeg?ops=scalefit_720_noupscale,"A homeless Italian man was detained on Tuesday on suspicion of murdering 19-year-old American university student Beau Solomon, police said.Massimo Galioto, 40, was detained overnight and was being held for questioning later in the day by a judge on suspicion of aggravated homicide, a police spokesman said, declining to give further details.Solomon's body was found tangled in vegetation in the Tiber River on Monday, three days after he went missing.Solomon, from Wisconsin, had been due to start a study program at John Cabot University, whose campus is in the central Trastevere district.The neighborhood is near the river and popular with young people because of its many bars. Solomon was last seen leaving a pub early on Friday morning.Solomon's brother Jake told NBC News that, after he went missing, their parents had called his credit card company and learned that thousands of dollars had been charged to his card in Milan, hundreds of miles away in northern Italy. (Reporting by Philip Pullella; Editing by Kevin Liffey)"
