,category,headline,authors,link,short descr,date,image_caption(s),image_link(s),article
0,WORLD NEWS,"Vehicle Crashes Into French Soldiers In Paris Suburb, Injuring 6","Richard Lough and Benoit Tessier, Reuters",https://www.huffingtonpost.com/entry/crash-injures-french-soldiers_us_598abc0ee4b0449ed50678aa,Police shot and arrested the suspect.,2017-08-09,"Police work near the scene where French soldiers were hit by a vehicle on Wednesday in the Paris suburb of Levallois-Perret, France.",https://img.huffingtonpost.com/asset/598ae11c1400001f00ecfdb7.jpeg?cache=cTWghBLST1&ops=scalefit_720_noupscale,"By Richard Lough and Benoit TessierPARIS (Reuters) - French police shot and arrested a man on Wednesday suspected of deliberately ramming his car into a group of soldiers in a Parisian suburb hours earlier, injuring six of them in what the government called a deliberate attack.Armed police from elite units tracked the fugitive for five hours after the attack before cornering him on a motorway in northern France and shooting him several times.The suspect was unarmed when he was trapped by police some 260 km (162 miles) north of Paris where he had attacked the soldiers in the affluent suburb of Levallois-Perret, a judicial source said. There was no immediate word on his condition.The man appeared to have lain in wait for the soldiers in a pedestrian zone near their base in Levallois-Perret on the northwestern edge of the capital where France’s domestic counter-terrorism agency is based.He accelerated his BMW car into the troops, who were starting their patrol, when they were a few meters away, Interior Minister Gerard Collomb said, before speeding off and sparking a huge manhunt.“This was a deliberate act, not an accident,” Collomb told reporters outside the hospital where the three more seriously injured victims were being treated.He said a terrorism investigation had been launched.The soldiers were part of Operation Sentinel, launched in the wake of Islamist attacks in Paris in early 2015. The Levallois-Perret attack was the 15th on troops and police in the last two-and-a-half years, many of them Islamic State-inspired.Prime Minister Edouard Philippe told lawmakers in parliament that the assailant had been detained. One policeman was injured by a stray bullet in the operation.The daily newspaper Le Parisien named the suspect as 37-year-old Hamou B., originally from Satrouville west of Paris and said that searches had been carried out at his home and those of his associates. The Paris prosecutor’s office declined to comment.“I saw the traffic stop ahead of me,” said one truck driver who identified himself as Teddy, speaking on the motorway after the suspect was seized.“The police got out their cars, took cover and started firing. The gunshots were coming from everywhere.”The BMW car, the same one that was used in the attack, was riddled with bullet holes and surrounded by balaclava-clad police officers, a Reuters cameraman said.“PRE-MEDITATED”Armed Forces Minister Florence Parly said Wednesday’s attack was proof there remained an active threat and that the 7,000-strong Sentinel force “was more necessary than ever”.Three soldiers had light injuries, Parly said, while three others were more gravely hurt but not as seriously as previously thought.Patrick Balkany, mayor of Levallois-Perret, called it a “disgusting” act of aggression that was “without any doubt” premeditated.Nadia Lephrohon, resident of an apartment building directly above the scene, said she heard a dull thud and then soldiers shouting.“I saw two soldiers on the ground and the other soldiers were shouting. There was another man out there, a bystander, who was saying ‘It’s a car. It went that way. Follow it! Run after it!’”, Lephrohon said.Islamist militants or Islamist-inspired attackers have killed more than 230 people on French soil since January 2015, including one attack on Paris and another on the Riviera city of Nice.Operation Sentinel has put heavily armed combat troops in public view as they patrol key sites in military fatigues, at an annual cost running into hundreds of millions of euros.While it did not prevent the November 2015 attack when gunmen killed 130 people in Parisian cafes and a concert hall, Sentinel troops have disarmed or killed would-be attackers on several occasions since – including a February incident where a machete-wielding assailant attacked soldiers outside the Louvre art museum, and another on Saturday at the Eiffel tower.This year, assailants attacked soldiers at the Louvre museum site in Paris in February and at Orly airport in March. An assailant shot a policeman dead on the Champs Elysees avenue in the capital in April.Levallois-Perret is about 5 km (3 miles) from city center landmarks such as the Eiffel Tower and the Elysee Presidential Palace.(Additional reporting by Sudip Kar-Gupta, Caroline Paillez, Brian Love and Johnny Cotton in Paris, Fabian Bellouit in Marquise; Writing by Brian Love and Richard Lough; editing by Richard Balmforth)"
1,POLITICS,How To Thaw The Climate Conflict,"William S. Becker, ContributorEnergy & Climate Policy Expert",https://www.huffingtonpost.com/entry/how-to-thaw-the-climate-conflict_us_598b1845e4b08a4c247f270c,This week’s circulation of an authoritative government report on global climate change is putting some heat on America’s,2017-08-09,<p>The glaciers in Glacier Bay National Park are moving faster than Congress and the White House in reacting to global climate change.</p>,https://img.huffingtonpost.com/asset/598b1de02200001a001a5248.jpg?ops=scalefit_720_noupscale,"This week’s circulation of an authoritative government report on global climate change is putting some heat on America’s denier-in-chief, according to the New York Times. The draft report, written by scientists inside and outside the U.S. government, “will force President Trump to choose between accepting the conclusions of his administration’s scientists and the demands of his conservative supporters,” the Times says.That’s true. Trump now must decide to publish the report as written or to allow his non-scientists to alter its contents to conform with his belief that global warming isn’t real. As it stands now, the report’s conclusion that “evidence for a changing climate abounds” leaves little room for equivocation.What frustrates the overwhelming number of scientists who keep warning us about climate change and the local leaders whose communities are being assaulted by extreme weather events is that the debate over climate science should have been settled, and in fact was settled, years ago. The Administration’s objective and the strategy of climate deniers in Congress has been to keep the debate alive to legitimize doubt and justify inaction. Equally frustrating is that Washington’s stalemate on this issue could be resolved easily if the combatants really wanted to find common ground. As so many of us have said for so long, the deniers and skeptics could at least acknowledge the chance that our climate scientists have it right. From that perspective, the latest report can be accepted as an assessment of risk if not reality. The responsible reaction would be to minimize and manage that risk.Furthermore, as so many of us have said for so long, the things we can do to manage climate risks are socially, economically and environmentally beneficial to the nation, even if it turns out that scientists have over-estimated the threat of global warming and misdiagnosed its causes.Climate deniers deny that fact, too, arguing that confronting climate change would kill American jobs and cripple our economy. But what kills jobs and cripples competitiveness are elected leaders who want to keep the economy stuck in 20th century technologies and fuels rather than grabbing the opportunities in front of us today. The data show clearly that our most dynamic jobs engine now is the renewable energy industry. The world’s most competitive economies will be those that capitalize on rather than resist the world’s transition to clean energy. In fact, the work involved in mitigating and adapting to climate change can and should be one of our most vibrant new industries. In short, this tedious conflict between climate denial and climate activism should not continue. Record-setting weather disasters consistent with climate science are happening all around us. The risks of denial are evident, considerable and real. Keeping the federal government from acknowledging that is not healthy skepticism. It’s a dangerous and despicable political strategy. Correction: My original post said the new report from federal climate scientists had been “leaked”. The New York Times, where the news story of the report first appeared, has since acknowledged that the document was not leaked; its authors had previously made it available to the public for review. "
2,WORLD NEWS,North Korea Releases Jailed Canadian Pastor Amid Standoff With U.S.,,https://www.huffingtonpost.com/entry/north-korea-free-canadian-pastor_us_598b2853e4b0a66b8bb06dd2,"Hyeon Soo Lim, who had been accused of attempting to overthrow the regime, was ""released on sick bail.""",2017-08-09,South Korea-born Canadian pastor Hyeon Soo Lim stands during his trial at a North Korean court in this undated photo released by North Korea's Korean Central News Agency.,https://img.huffingtonpost.com/asset/598b29ac140000421aecfe89.jpeg?ops=scalefit_720_noupscale,"BEIJING/SEOUL (Reuters) - North Korea freed a Canadian pastor serving a life sentence there on humanitarian grounds, the official KCNA news agency said on Wednesday, just hours after the United States warned it would counter any threat from the North with “fire and fury”.The release came a day after Canadian officials said a delegation led by the country’s national security adviser had traveled to North Korea to discuss the case of Hyeon Soo Lim, sentenced to hard labor for life in December 2015.North Korea had accused Lim, who served in one of the largest churches in Canada, of attempting to overthrow the regime.“Rim Hyon Su, a Canadian civilian, was released on sick bail according to the decision of the Central Court of the DPRK on August 9, 2017, from the humanitarian viewpoint,” KCNA said, using the country’s official name, the Democratic People’s Republic of Korea.There was no obvious direct connection between the release and the standoff with the United States, but North Korea has in the past attracted the attention of Washington, and visits by high-profile Americans, with the detention and release of U.S. citizens.Lim’s family had become more concerned for his welfare since the death in June of American student Otto Warmbier, who had been held in North Korea for 17 months.Warmbier, sentenced last year to 15 years’ hard labor for trying to steal a propaganda item from his hotel during a tour, died in a Cincinnati hospital just days after being released in a coma. The circumstances of his death remain unclear.North Korea is still holding three Americans. The U.S. State Department said last week it would ban U.S. nationals from traveling to the isolated country, beginning in September.Lim’s Toronto-area church has said he visited the North more than 100 times since 1997 and helped set up an orphanage and nursing home. Last year, Lim told CNN he spent eight hours a day digging holes at a labor camp where he had not seen any other prisoners.On Wednesday, North Korea said it was considering plans for a missile strike on the U.S. Pacific territory of Guam, just hours after President Donald Trump told the North that any threat to the United States would be met with “fire and fury”."
3,POLITICS,"Barney Frank: Don't Blame Bill Clinton For 'Don't Ask, Don't Tell'",Sam Stein,https://www.huffingtonpost.com/entry/barney-frank-bill-clinton-dont-ask-dont-tell_us_59555eb3e4b02734df3108f8,The former congressman says the former president has been unfairly maligned.,2017-08-09,"Former Rep. Barney Frank (D-Mass.) says a number of parties are responsible for ""don't ask, don't tell.""",https://img.huffingtonpost.com/asset/59555f371800003800672299.jpeg?cache=doshiEYIMm&ops=scalefit_720_noupscale,"In late February 1994, President Bill Clinton instituted a policy for the armed forces that allowed gay members to serve provided they weren’t openly gay. “Don’t ask, don’t tell” was billed as a compromise between Clinton’s campaign pledge to allow openly gay members to serve and insistence from military brass that doing so would imperil morale. But, if anything, it was a defeat for the newly elected president. “Don’t ask, don’t tell” effectively placed gay and lesbian service members into a lesser class. And for the subsequent decade and a half, as the law remained stubbornly in place, Clinton’s legacy took a hit for it.In the latest episode of the “Candidate Confessional” podcast, one of the chief legislators responsible for overturning “don’t ask, don’t tell” says this criticism of Clinton is “unfair.”Former Rep. Barney Frank (D-Mass.) says the compromise Clinton ordered was largely the result of circumstances outside his control. As Frank recalls, Clinton hadn’t intended to make gays in the military the first (major) issue he confronted after winning election. But a ruling that came before he took office ― in which a federal judge said the existing prohibition on openly gay service members was unconstitutional and ordered the reinstatement of a gay service member ― forced his administration to take a position (by either appealing the decision or not). Frank himself didn’t help matters when he let slip to The Washington Post’s David Broder during the transition between the George H.W. Bush and Clinton administrations that the latter intended to ax the ban.But the real precipitating event came from Congress. With Clinton contemplating issuing an executive order that would have allowed for openly gay service members, congressional Republicans threatened to put an amendment into the Family and Medical Leave Act, a bill Clinton desperately wanted to sign into law, that would have made the prohibition on lesbian, gay, bisexual and transgender military service a statutory provision. Enough Senate Democrats said they’d support the measure that a Clinton veto would have been overridden. He was left with a choice.“Either you accept writing into permanent law the ban or you disappoint this big promise,” Frank recalls. “So they agree to [vote] without the amendment to the Family and Medical Leave Act in return for Clinton holding off on an executive order. So the Family and Medical Leave Act becomes law.”Frank had other criticism with how the issue was handled at the time. He said the LGBT advocacy community dramatically misplayed its hand, mainly in assuming that lawmakers could be flipped by the end of the debate rather than demanding they take positions immediately.“The problem was … our opponents lobbied congress and my guys had rallies,” he says. “The offices were getting flooded with antis. The pro gay groups were having rallies.”But history has been far harsher toward Clinton than toward the advocacy community or the congressional Republicans who forced his hand ― a reading of the debate that Frank says is fundamentally misguided.“People have unfairly said, ‘Well, why did you make that the first issue of the presidency?’” he says. “And the answer is, we didn’t. We didn’t want it to be. But we had no choice.”Listen to the full episode above.“Candidate Confessional” is produced by Zach Young. To listen to this podcast later, download it on Apple Podcasts. While you’re there, please rate and review our show. To subscribe, visit the following: Apple Podcasts / Acast / RadioPublic / Google Play / Stitcher / RSS"
4,TASTE,Dictator-Themed Restaurant In Tunisia Features Portrait Of Melania Trump,Julie R. Thomson,https://www.huffingtonpost.com/entry/melania-trump-dictator-restaurant_us_598aff1ee4b0a66b8bb0097f,She's depicted alongside Stalin.,2017-08-09,"Portrait of Melania Trump, who is clearly not a dictator, in the Tunisian dictator-themed restaurant.",https://img.huffingtonpost.com/asset/598b01a31400002000ecfde2.jpeg?ops=scalefit_720_noupscale,"There’s a dictator-themed restaurant in Tunisia and adorning the walls, alongside a portrait of Josef Stalin, is a portrait of none other than our first lady, Melania Trump. Yes, at Restaurant Le Dictateur, diners sit under the gaze of Trump as they feast on dishes titled “grilled freedom” and “anarchy.”The first lady is a curious addition to a lineup of oppressive world leaders features on the walls of the establishment, such as Adolf Hitler and Kim Jong-Un. Tunisia was under the rule of Tunisian dictator Zine El Abidine Ben Ali until the country’s revolution in 2011. Prior to the revolution citizens couldn’t even talk about the topic of a dictatorship. That’s where the idea for this restaurant was born. “I wanted to take full advantage of the freedom of expression that’s been the main achievement of the revolution,” owner Seif Ben Hammouda told Star2.“Dictatorship was a taboo subject for decades, and it’s still very relevant here as efforts continue to bring about freedom and democracy,” elaborated Hammouda. One thing’s for certain, the owner of this restaurant has no problem expressing himself.H/T Eater"
5,TASTE,Dictator-Themed Restaurant In Tunisia Features Portrait Of Melania Trump,Julie R. Thomson,https://www.huffingtonpost.com/entry/melania-trump-dictator-restaurant_us_598aff1ee4b0a66b8bb0097f,She's depicted alongside Stalin.,2017-08-09,A wall of cartoon portraits in the Restaurant Le Dictateur.,https://img.huffingtonpost.com/asset/598b01e01400001f00ecfde3.jpeg?ops=scalefit_720_noupscale,"There’s a dictator-themed restaurant in Tunisia and adorning the walls, alongside a portrait of Josef Stalin, is a portrait of none other than our first lady, Melania Trump. Yes, at Restaurant Le Dictateur, diners sit under the gaze of Trump as they feast on dishes titled “grilled freedom” and “anarchy.”The first lady is a curious addition to a lineup of oppressive world leaders features on the walls of the establishment, such as Adolf Hitler and Kim Jong-Un. Tunisia was under the rule of Tunisian dictator Zine El Abidine Ben Ali until the country’s revolution in 2011. Prior to the revolution citizens couldn’t even talk about the topic of a dictatorship. That’s where the idea for this restaurant was born. “I wanted to take full advantage of the freedom of expression that’s been the main achievement of the revolution,” owner Seif Ben Hammouda told Star2.“Dictatorship was a taboo subject for decades, and it’s still very relevant here as efforts continue to bring about freedom and democracy,” elaborated Hammouda. One thing’s for certain, the owner of this restaurant has no problem expressing himself.H/T Eater"
6,RELIGION,"My Christian Faith Says 'No!' To Nuclear Provocation, Again","Susan Thistlethwaite, ContributorI am a Professor of Theology and President Emerita of Chicago ...",https://www.huffingtonpost.com/entry/my-christian-faith-says-no-to-nuclear-provocation_us_598b3735e4b0f25bdfb3212b,"As a Christian pastor and teacher, I strongly oppose nuclear weapons and the threats to use nuclear weapons. I also denounce",2017-08-09,<p><em>Members of Desert Lenten Experience hold a prayer vigil during the Easter period of 1982 at the entrance to the Nevada Test Site</em></p>,https://img.huffingtonpost.com/asset/598b38f615000028008b5d20.jpg?ops=scalefit_720_noupscale,"As a Christian pastor and teacher, I strongly oppose nuclear weapons and the threats to use nuclear weapons. I also denounce the types of conservative Christian theologies that, since the dawn of the nuclear age, have not only predicted an imminent nuclear holocaust but have actually desired and promoted it.This type of conservative Christian nuclear theology is manifestly insulting to God, as it promotes contempt for what God has created. It has been rejected over and over by countless believers, religious leaders, and whole religious organizations. They have proclaimed a resounding “NO!” to nuclearism in all its forms, both religious and secular.In Genesis 1: 31 it is written that God looked on the creation and called it “very good.”Conservative Christianity ignores this sacred text, and ignores the teachings of Jesus of Nazareth in order to lust after nuclear conflagration. The script for this theology goes like this: this world is sinful and fallen and must be destroyed in order to bring about the apocalypse and the return of Christ.From screeds like Hal Lindsey’s The Late Great Planet Earth to the recent statement by Robert Jeffress, the Texas Evangelical who just issued a statement that says, in part, “In the case of North Korea, God has given Trump authority to take out Kim Jong Un,” this kind of conservative Christian evangelicalism has fed an actual longing for catastrophic violence on earth.This craving for violence is evident in Jeffress’ statement. Should the U.S. actually “take out” the leader of a nuclear armed nation, this can provoke nuclear war, draw in China and perhaps other nations, and potentially bring about a nuclear winter that will end life on earth.This type of “end times” theology is also actively opposed to the core teachings of Jesus of Nazareth and his love for this world and the people in it. Jeffress actually admits, “A Christian writer asked me, ‘Don’t you want the president to embody the Sermon on the Mount?’ … I said, absolutely not.”And I say, and countless Christian leaders have said over and over,Absolutely YES.Faith opposition to nuclear weapons has been crucial in preventing nuclear war since these weapons were used for the only time at the end of World War II.There has been tremendous theological and ethical clarity about the insult of the nuclear threat to God’s will and God’s creation. Today it is clear we need to once again not only promote this ethical lucidity but use every one of the nonviolent tools we have to reject nuclear threat and we need to employ all of our religious resources to support this sacred work.We need to articulate over and over what Cardinal Joseph Bernardin expressed in his 1983 Commencement Address at Notre Dame University:Because the nuclear issue is not simply political but also a profoundly moral and religious question, the Church must be a participant in the process of protecting the world and its people from the specter of nuclear destruction.There is no more commonly held religious conviction, across the world’s faith traditions, than care of the creation and the rejection of nuclear weapons as a threat to all life. We make this abundantly clear in “Interfaith Just Peacemaking: Jewish, Christian, and Muslim Perspectives on the New Paradigm of Peace and War.”For me as a Christian pastor and teacher, Jesus’ Sermon on the Mount and its teachings are central to the Christian faith. Jesus taught, “Blessed are the peacemakers, for they shall be called the children of God.” (Matt. 5:9) For those of other faiths, there are also core teachings that call for the protection of God’s creation and the imperative to pursue the work of peacemaking.We must take a stand, again, against nuclear weapons. Where we need to concentrate our faith voices today, indeed, right this minute, is on preventing a nuclear first-strike that will draw the world into nuclear war.I call on all people of faith and all people of humanist values to join with me in contacting the members of the United States Congress and demanding that they pass legislation to take away Donald Trump’s ability to launch a nuclear first strike.Half a million people have already signed a petition  supporting a bill reintroduced in May of this year by Senator Ed Markey and Representative Ted Lieu that would require a declaration of war by Congress before the president could launch an unprovoked nuclear attack. The president would still retain the power to launch a nuclear attack if a foreign nation attacked first.This is a moral and political imperative, and it has become a moral and political emergency in recent days.Take action now. Call, fax and write your members of Congress and call on them to pass this crucial legislation.For God’s sake, for your children and grandchildren’s sake and for the sake of the whole planet, we must not delay."
7,POLITICS,Sean Hannity Fails Badly In 'No Petty Political Disagreements' Pledge,Ron Dicker,https://www.huffingtonpost.com/entry/sean-hannity-political-disagreements-pledge_us_598af100e4b0449ed506bd3e,"Promises, promises.",2017-08-09,Sean Hannity's pledge to avoid petty political disagreements for at least 12 hours fell apart when he chastised Senate Majority Leader Mitch McConnell (R-Ky.).,https://img.huffingtonpost.com/asset/598af8a81500007d208b5c29.jpeg?ops=scalefit_720_noupscale,"C’mon, Sean, you promised.Sean Hannity, the conservative Fox News host known to lash out at times on social media, vowed Tuesday on Twitter to cease “petty political disagreements” as tensions with North Korea heightened.Turns out his self-imposed moratorium didn’t even last eight hours.A report emerged on Tuesday that Senate Majority Leader Mitch McConnell (R-Ky.) had criticized President Donald Trump the day prior for his griping about how ineffective Congress is. (Trump has called Senate Republicans “fools”).McConnell cited Trump’s political inexperience and said the president had “excessive expectations about how quickly things happen in the democratic process.” Hannity simply couldn’t contain himself.Better luck keeping to a vow next time, Sean."
8,BLACK VOICES,Boy Found Dead In Day Care Van Had Been Left In Vehicle All Day: Cops,Nina Golgowski,https://www.huffingtonpost.com/entry/toddler-found-dead-in-day-care-van_us_598b069ee4b0449ed506ded2,"The driver, who said she forgot to perform a head count, is now facing criminal charges, police said.",2017-08-09,"Myles Hill, who would have turned 4 later this month, was found dead in the back of a van used by his day care on Monday, police said.",https://img.huffingtonpost.com/asset/598b1b25140000401aecfe3c.jpeg?cache=dA0m8GrpNE&ops=scalefit_720_noupscale,"A Florida day care worker is facing criminal charges after a 3-year-old boy was found dead inside of a van after being left inside for nearly 12 hours, authorities said.The worker at Little Miracles Academy in Orlando admitted that she did not perform a head count before leaving the child, Myles Hill, in the backseat Monday morning, Orlando police chief John Mina said at a press conference.“It’s believed that Myles was in the van, the hot van, all day long, since 9 a.m,” Mina said Tuesday.Around 8:30 p.m. Monday, Myles’ grandmother called both the day care and 911, reporting the child as missing after the day care failed to return him home that evening, Mina said.Barbara Livingston, the boy’s great aunt, told WFTV that the day care had been bringing him home “very late” but that 8 p.m. was extremely unusual.A search of the day care’s vehicle recovered Myles’ body on the floor of the back seat. Paramedics pronounced him dead at the scene, police said.The driver of the van, who has not been identified by police, said she didn’t realize Myles, who would have turned 4 later this month, was still in the vehicle after picking him and other children up for delivery to another daycare location. The woman was described as “extremely distraught,” Mina said.Authorities are still awaiting the results of an autopsy but believe that his death is heat-related. If confirmed, Myles’ death in a hot car would be the fifth for a Florida child this year and the 32nd nationwide, Mina said.Temperatures in Orlando reached a high of 94 degrees on Monday, The Associated Press reported, though the temperature inside the vehicle could have easily been much higher.Little Miracles Academy did not immediately return a request for comment on Wednesday.Little Miracles Academy has been previously found not following rules designed to protect children, according to records from the Florida Department of Children and Families reviewed by local media.The day care last month was found having not complied with a rule that requires day care centers to record when children arrive, where they are being transported to, and what time they left. At least two staff members are also required to perform a sweep of vehicles used to transport kids, according to a records review by WFTV.Those instances were two of five violations found during DCF inspections since 2015, according to a review by The Orlando Sentinel.DCF secretary Mike Carroll in a statement on Tuesday expressed plans to shut down Little Miracles’ two locations.“DCF is pursuing every legal option available to cease operations by tomorrow at both of these facilities,” he said."
9,WOMEN,Follow The Leader: Colorado Is A Pioneer In Bipartisan Pro-Choice Policies,"Karen Middleton, ContributorExecutive Director, NARAL Pro-Choice Colorado",https://www.huffingtonpost.com/entry/follow-the-leader-colorado-is-a-pioneer-in-bipartisan_us_598b706be4b08a4c247f27fa,"Our message is simple: leave the decision to the women, their families, their faith and their doctors.",2017-08-09,<p>Colorado leads the way in access to affordable contraception.</p>,https://img.huffingtonpost.com/asset/598b71061400002800ecffe7.jpeg?ops=scalefit_720_noupscale,"Colorado has been a leader in protecting and expanding access to women’s health care. In April 1967, Colorado passed the nation’s first state law allowing safe, legal abortion. It was a bipartisan bill, passed in a majority-Republican legislature. In recent years, the state has emerged as a model for dramatically reducing unintended teen pregnancies by expanding access to long acting reversible contraception and supporting policies to expand access to reproductive health care information and resources.Access to reproductive health care is good economic policy. As Sandra Day O’Connor wrote in the 1992 Planned Parenthood v. Casey decision, “The ability of women to participate equally in the economic and social life of the Nation has been facilitated by their ability to control their reproductive lives.” In Colorado, our forward-thinking policies reflect who we are ― pro-choice. We recognize that the freedom to make your own personal, private medical decisions is a right that belongs to the individual, not the government. That freedom from government intrusion into personal decisions transcends a number of issues.The Casey opinion also reaffirmed the rights found in Roe decision, stating “Roe determined that a woman’s decision to terminate her pregnancy is a ‘liberty’ protected against state interference by the substantive component of the Due Process Clause of the Fourteenth Amendment.”Seven in 10 Americans back Roe v. Wade, and that number holds all across the states, from the reddest part of Kansas to the bluest part of New York, including the districts some appear to be worrying about. Standing firm on the ability to make a personal decision about women’s access to abortion care without interference from politicians is even stronger.If you want to focus on winning elections, take a lesson from Colorado. In a state split evenly between Republicans, Democrats, and Unaffiliated voters, we have tested this theory across three elections ― including two mid-terms ― with attempts to overturn abortion rights via “personhood” ballot measures. Every time, anti-choice efforts have failed by landslide margins statewide ― including the county adjacent to Colorado Springs ― in 2014. The General Assembly has repeatedly rejected attempts to restrict abortion and reproductive rights, and in 2017 we passed measures *increasing* access to contraception, which received national accolades.At a time when we are seeking pro-choice Republicans to step forward as candidates, it is troubling to see national Democrats signaling a willingness to compromise on the issue of anti-choice Democratic candidates. Among voters, we can identify clear majorities that support choice on both sides of the aisle.Our message is simple: leave the decision to the women, their families, their faith and their doctors. Do not attempt to restrict access to abortion care. This is not a litmus test. It is a civil rights issue.The voters don’t want it. Voters can differentiate between the right of an individual to make a decision on abortion, and the government making it for her. It’s not a matter of belief. It’s a matter of laws and public policy.Bluntly, Republicans recognize being anti-choice is a losing proposition. Sen. Cory Gardner ceded the issue in 2014 when he pretended to be pro-choice and denied the existence of a federal personhood bill he co-sponsored. Gardner has since cast multiple anti-choice votes in Congress. But he knew if he campaigned on being anti-choice, he would lose.This is where the argument that there are “some districts” where you cannot be pro-choice falls apart. There is no data to support that. When will we stop treating an issue with 70 percent support as controversial?Access to abortion care is a critical part of women’s health care, and the attacks on access to care across the states is already putting women’s lives and health in jeopardy. The rise of anti-abortion forces coupled with the fear of our allies to engage is precisely what led us to this place. In the same way progressive messages and values have been demonized, abortion has been vilified alongside health care, social services, and human rights. In the same way we need to continue to push forward and stand for what’s right on values-based issues, we cannot yield on abortion access.As Lindy West put it in the New York Times, “Democratic candidates are perfectly welcome to refrain from terminating their own pregnancies. But to be anti-choice on a policy level is absolutely indefensible from an economic justice, racial justice, gender justice and human rights standpoint. And if the Democratic Party does not stand for any of those things, then what on earth is it?”In 50 years, NARAL Pro-Choice Colorado has seen a lot of battles over abortion rights. Our organization grew out of bipartisan support for legalizing abortion in 1967, so we are somewhat of an authority on the subject. We know Coloradans are with us. And we believe in holding candidates and public officials accountable on supporting our Constitutional right to choose abortion.And we will keep doing that ― for Republicans and Democrats alike."
