,category,headline,authors,link,short descr,date,image_caption(s),image_link(s),article
0,PARENTS,"These Quotes From Kids Are Hilarious, Adorable And Oddly Insightful",Caroline Bologna,https://www.huffingtonpost.com/entry/hilarious-and-adorable-kid-quotes_us_5a034148e4b06ff32c954d14,"""Mommy, this song sounds a lot like the McDonna songs we were listening to.""",2018-01-30,LittleHoots offers art products for parents' digital quote archives. ,https://img.huffingtonpost.com/asset/5a0341ea1b0000480037629f.jpeg?ops=scalefit_720_noupscale,"Kids truly do say the darndest things. That’s why many parents turn to the app LittleHoots to document these golden quotes. Lacey Ellis created the app in 2013 to help families capture and save special moments in their children’s lives. In 2017, she launched a Patreon campaign to help finance the business, and introduced more creative ways to remember the unique and adorable things kids say. But, of course, the digitally archived kid quotes are the backbone of LittleHoots.Ellis frequently shares particularly funny or sweet quotes on the LittleHoots Facebook and Instagram pages. We rounded up some highlights from recent months. Without further ado, here are 37 hilarious, adorable and oddly insightful quotes from kids. "
1,WOMEN,"India's 'Unwanted' Girls Number In The Millions, New Report Finds",Carol Kuruvilla,https://www.huffingtonpost.com/entry/india-unwanted-girls-preference-boys_us_5a7082a6e4b0a52682ff9f74,Widespread preference for sons drives families to keep having babies until a male child is born.,2018-01-30,"A little girl wrapped in a shawl waits along with her mother at a railway station in New Delhi, India, on the cold winter morning of Jan. 3, 2018.",https://img.huffingtonpost.com/asset/5a709e3a1d000026006ad3c8.jpeg?ops=scalefit_720_noupscale,"Indian families’ traditional preference for sons over daughters has led to the existence of millions of “unwanted” girls in the country, a new government report estimates.Many parents eager for boys continue to have children until the desired number of sons are born, according to a report released Monday as part of the finance ministry’s annual economic survey. A lot of daughters are born during this process, too. The report estimates that these “unwanted” girls number more than 21 million. As they grow up, they often receive poorer nourishment and less schooling than their brothers.Despite those “unwanted” girls, India’s male-to-female sex ratio at birth still tilts significantly in favor of males. And it hasn’t improved even as incomes rise. The skewed ratio crosses socioeconomic classes. Even families in wealthier Indian states show a preference for having sons. “The challenge of gender is long-standing, probably going back millennia, so all stakeholders are collectively responsible for its resolution,” the report’s authors write. “India must confront the societal preference ... which appears inoculated to development.” For India as a whole, the sex ratio at birth is about 1,108 males per 1,000 females, the report states. In two higher-income states, Punjab and Haryana, the sex ratio for those between infancy and 6 years of age is even worse: 1,200 males per 1,000 females. The natural sex ratio at birth is about 1.05 males for every female, according to the report.How has the male-to-female ratio been skewed in India? Tests to determine the sex of a fetus are illegal in India, but families still test and then procure sex-selective abortions. The authors estimate these abortions, in conjunction with the country’s higher mortality rates for female children, have led to a gender gap of about 63 million women, whom they classify as “missing.”And yet the researchers also found that India had improved on several indicators of gender equality, including women’s education and women’s power to make decisions in their households. “In some sense, once born, the lives of women are improving but society still appears to want fewer of them to be born,” the authors write.The report suggests several possible reasons for India’s preference for sons. Male offspring perform important religious rituals for their parents. Property is often passed down within the male line, while women are traditionally expected to move in with their husbands’ families, taking their labor with them.Sending a young woman to her new husband with a dowry has been illegal in India for decades, but many families still practice this custom. This means the birth of girls represents an extra financial burden for their parents.The authors of the report urge Indian society as a whole to reflect on this cultural preference for sons ― especially with the growing evidence that when women acquire greater personal agency and participate equally in the labor force, it can boost the economy of an entire country.“The intrinsic values of gender equality are uncontestable,” the authors write."
2,WOMEN,"India's 'Unwanted' Girls Number In The Millions, New Report Finds",Carol Kuruvilla,https://www.huffingtonpost.com/entry/india-unwanted-girls-preference-boys_us_5a7082a6e4b0a52682ff9f74,Widespread preference for sons drives families to keep having babies until a male child is born.,2018-01-30,"A young girl sells balloons by the Yamuna River on the last day of the Ganesh Chaturthi festival in Delhi, India, on Sept. 15, 2016.",https://img.huffingtonpost.com/asset/5a709daa160000200013938b.jpeg?cache=cnibColFru&ops=scalefit_720_noupscale,"Indian families’ traditional preference for sons over daughters has led to the existence of millions of “unwanted” girls in the country, a new government report estimates.Many parents eager for boys continue to have children until the desired number of sons are born, according to a report released Monday as part of the finance ministry’s annual economic survey. A lot of daughters are born during this process, too. The report estimates that these “unwanted” girls number more than 21 million. As they grow up, they often receive poorer nourishment and less schooling than their brothers.Despite those “unwanted” girls, India’s male-to-female sex ratio at birth still tilts significantly in favor of males. And it hasn’t improved even as incomes rise. The skewed ratio crosses socioeconomic classes. Even families in wealthier Indian states show a preference for having sons. “The challenge of gender is long-standing, probably going back millennia, so all stakeholders are collectively responsible for its resolution,” the report’s authors write. “India must confront the societal preference ... which appears inoculated to development.” For India as a whole, the sex ratio at birth is about 1,108 males per 1,000 females, the report states. In two higher-income states, Punjab and Haryana, the sex ratio for those between infancy and 6 years of age is even worse: 1,200 males per 1,000 females. The natural sex ratio at birth is about 1.05 males for every female, according to the report.How has the male-to-female ratio been skewed in India? Tests to determine the sex of a fetus are illegal in India, but families still test and then procure sex-selective abortions. The authors estimate these abortions, in conjunction with the country’s higher mortality rates for female children, have led to a gender gap of about 63 million women, whom they classify as “missing.”And yet the researchers also found that India had improved on several indicators of gender equality, including women’s education and women’s power to make decisions in their households. “In some sense, once born, the lives of women are improving but society still appears to want fewer of them to be born,” the authors write.The report suggests several possible reasons for India’s preference for sons. Male offspring perform important religious rituals for their parents. Property is often passed down within the male line, while women are traditionally expected to move in with their husbands’ families, taking their labor with them.Sending a young woman to her new husband with a dowry has been illegal in India for decades, but many families still practice this custom. This means the birth of girls represents an extra financial burden for their parents.The authors of the report urge Indian society as a whole to reflect on this cultural preference for sons ― especially with the growing evidence that when women acquire greater personal agency and participate equally in the labor force, it can boost the economy of an entire country.“The intrinsic values of gender equality are uncontestable,” the authors write."
3,POLITICS,House Republicans Vote To Release Classified Memo They Wrote Attacking Russia Probe,"Ryan J. Reilly, Jessica Schulberg, and Nick Baumann",https://www.huffingtonpost.com/entry/release-memo-trump-mueller_us_5a6fa783e4b0a52682fecdc7,The memo's release is part of a sustained GOP attack on investigations into Trump and Russia.,2018-01-29,"President Donald Trump, left, and special counsel Robert Mueller, right.",https://img.huffingtonpost.com/asset/5a6fa8fa2d00004900943202.jpeg?ops=scalefit_720_noupscale,"WASHINGTON — President Donald Trump’s Republican allies in Congress advanced their monthslong assault on special counsel Robert Mueller’s investigation into Russian interference in the 2016 election on Monday, voting along partisan lines to release a classified memo slamming officials from the Justice Department and Federal Bureau of Investigation who have investigated the Trump campaign’s ties to Russia. The episode has more than a touch of Washington theater to it: Republican staffers wrote the memo, and Republican members of Congress, who always had the power to vote to release it, spent weeks calling on themselves to do so. But it was still an extraordinary event. In a letter last week, a top Justice Department official said releasing the classified memo would be an “unprecedented action” that would be “extraordinarily reckless” and could “risk harm to national security and to ongoing investigations.”The department did not “understand why the Committee would possibly seek to disclose classified and law enforcement sensitive information without first consulting with the relevant members of the Intelligence Community,” the letter read.It is extremely unusual for lawmakers — especially Republican lawmakers — to clash so publicly with law enforcement on issues of national security and classification. Trump has five days to block the memo’s release, but has indicated he will side with congressional Republicans on the matter, over the objections of the Justice Department.Republicans argued that releasing their own memo is a matter of transparency. Making the GOP memo public will allow journalists and the public to at least partially assess the claims it makes. But fully judging its merits will also be difficult without access to the underlying intelligence information, which is also classified and will not be released.At the same time, Republicans voted down a Democratic effort to release a memo authored by Democratic staffers that they say combated some of the inaccuracies in the GOP memo. While members of Congress will be allowed to read the Democratic memo, the public will not.“The ‘release the memo’ crowd, apparently, doesn’t want to release the memo,” Rep. Adam Schiff (D-Calif.), the ranking member of the House Intelligence Committee, told reporters after the vote. “We have crossed a deeply regrettable line in this committee, where for the first time in the 10 years or so that I’ve been on the committee, there was a vote to politicize the declassification process of intelligence, and potentially compromise sources and methods,” Schiff added.There’s indeed more at stake than D.C. grandstanding: The release of the document is part of a pattern of behavior by the president and his congressional allies — all of it apparently aimed at undermining Mueller’s probe and shielding Trump from scrutiny. Since Trump fired former FBI Director James Comey — then the official responsible for the Russia investigation — last summer, the president, Republican members of Congress and the right-wing media have battled to undermine public perceptions of the bureau and of the Justice Department:Andrew McCabe, Comey’s former deputy, stepped down Monday after weeks of pressure from Trump and Republicans. Republicans have charged that McCabe was biased against the president because his wife ran for a Virginia state Senate seat as a Democrat, but FBI documents released earlier this month indicate he followed bureau recusal rules. The day after Trump fired Comey, the president called McCabe to complain about Comey being allowed to take a government-funded plane back to Washington, NBC reported Monday. When McCabe said he wasn’t asked to authorize the flight but would have approved it, Trump told McCabe to ask his wife — who lost her race for state Senate — how it feels to be a loser, and hung up the phone, according to NBC.The president, Republicans in Congress, and the right-wing media have spun tales of a dark conspiracy involving Lisa Page and Peter Strzok, two FBI officials who were having an affair and exchanged text messages critical of Trump and other politicians from both parties. The evidence suggests Page and Strzok were actually driven more by loyalty to the FBI than partisan political considerations.The memo the House voted to release Monday reportedly focuses on criticizing Rod Rosenstein, a Republican Trump appointee at the Justice Department who now has responsibility over the Mueller probe. The memo, The New York Times reported, accuses Rosenstein of approving an application to surveil a former Trump campaign official last spring. Trump has long resented Rosenstein, who appointed Mueller as special counsel after Trump fired Comey. Trump reportedly considered firing Rosenstein last summer, but instead ordered Mueller’s firing — only to back away the decision after his lawyer threatened to quit. The sustained assault on the FBI seems to have affected perceptions of the bureau among Republicans and independents. Just over half of the public has at least a fair amount of trust in the FBI, according to a new HuffPost/YouGov poll, down 12 points since 2015. The percentage of Republicans and independents saying they trust the agency dropped by 22 points and 15 points, respectively.The GOP memo lays the groundwork for that distrust. It was the work of the office of Rep. Devin Nunes (R-Calif.), the House Intelligence Committee chairman and close Trump ally who recused himself from the committee’s investigation into ties between Trump and Russia after he was caught last year promoting a different surveillance scandal with intelligence cooked up by Trump White House officials.The memo reportedly suggests that FBI agents obscured their reliance on a controversial dossier about Trump’s ties to Russia when they sought a warrant to spy on Carter Page, a Trump campaign adviser. Republicans have long sought to discredit the dossier, which was compiled by former British intelligence officer Christopher Steele. Committee members voted along partisan lines earlier this month to allow any member of Congress to read Nunes’ classified memo. Some of the Republicans who read the memo described the allegations as “sickening” and “worse than Watergate.” Democrats who read it said it was a partisan hack job. “Rife with factual inaccuracies,” said Schiff. “This may help carry White House water, but it is a deep disservice to our law enforcement professionals.”Ariel Edwards-Levy contributed to this article."
4,BLACK VOICES,Diddy Looks Back on Hip-Hop's Rise In Tweet Celebrating The Genre,Princess-India Alexander,https://www.huffingtonpost.com/entry/diddy-looks-back-on-hip-hops-rise-grammys_us_5a6e63a0e4b01fbbefb2dccd,“It was so raw and infectious that it broke out of just being a trend and became the culture.”,2018-01-29,"Jay-Z and Sean ""Diddy"" Combs attend a Roc Nation brunch on Saturday.",https://img.huffingtonpost.com/asset/5a6e7c692d00004900942fe9.jpeg?ops=scalefit_720_noupscale,"The diversity of Grammy nominees this year has Sean “Diddy” Combs reminiscing about how far hip-hop has come. In a tweet Sunday night, the rapper and entertainment mogul hailed the award show for having its most diverse list of nominees yet, with hip-hop well-represented.“Hip Hop was seen as a non priority in the 90s, it was seen as a genre of music that wouldn’t last,” Diddy tweeted. “It was so raw and infectious that it broke out of just being a trend and became the culture.”For the first time since 1999, Album of the Year nominees did not include a white man. Four of the five nominees were people of color. It’s a stark change considering a white act has won the category for the past nine years. The diversity in nominees may be due in part to changes to the voting process implemented by the Recording Academy this year. As Diddy pointed out, this led to more recognition for hip-hop, a genre that was largely ignored when it was first created.The Grammys have a contentious relationship with hip-hop. Although Kendrick Lamar and Jay-Z led the pack in nominations this year, with seven and eight, respectively, neither has won Album of the Year. Most notably, Lamar was snubbed in 2016 when Taylor Swift’s “1989” won over “To Pimp a Butterfly.” On Sunday, Lamar took home a number of awards including the category Rap Album, but Album of the Year remained elusive for both hip-hop artists. Instead it went to R&B artist Bruno Mars."
5,SPORTS,'Every Corner' Of MSU Will Be Investigated Following Larry Nassar Sentencing,Alanna Vagianos,https://www.huffingtonpost.com/entry/michigan-state-university-investigation-larry-nassar_us_5a6f1fb9e4b0ddb658c895d8,"“No individual and no department... is off-limits,” Michigan Attorney General Bill Schuette said.",2018-01-29,"Larry Nassar in court during his sentencing hearing on Jan. 17, 2018. ",https://img.huffingtonpost.com/asset/5a6f2126160000200013914a.jpeg?cache=XR94FXpULX&ops=crop_0_80_3000_1691%2Cscalefit_720_noupscale,"Michigan Attorney General Bill Schuette says his office will conduct an “independent, thorough, transparent and prompt” investigation into Michigan State University in the wake of the Larry Nassar scandal.According to dozens of survivors, Nassar sexually abused MSU athletes under the guise of medical treatment for over two decades during his tenure as the school’s trainer. Nassar was recently sentenced to 40 to 175 years in prison on seven counts of criminal sexual conduct in the first degree.“It is abundantly clear that a full and complete investigation of what happened at Michigan State University — from the president’s office down — is required,” Schuette said during a Saturday news conference. “My department ... will find out who knew what and when, who took action, who failed to take action, what did or did not happen, and what should have happened.”Schuette said the investigation began last year, but the attorney general’s office waited to announce the news until every survivor read her victim impact statement in court during sentencing. Over 160 survivors and family members read victim impact statements in court this month after a weeklong sentencing hearing for Nassar. The investigation will be led by Bill Forsyth, a veteran prosecutor from Kent County, Michigan, with 42 years of experience who was named as the special independent counsel. Michigan State Police director Col. Kriste Etue, her team and a team of prosecutors from the attorney general’s office will assist in the investigation. “I’ve been doing this for a long time and I have never seen anything like this,” Forsyth told CNN. Schuette said this investigation is “priority one” for him and his office. “No individual and no department at Michigan State University is off-limits,” he added. “Too many voices of too many victims had been unheard for too long.”Schuette said he has asked Patrick Fitzgerald, MSU’s independent investigator turned legal counsel, to turn over any and all information the attorney has gathered while working on the Nassar case “to ensure our investigation leaves no stone unturned.” (Scroll down to see a copy of the letter from Schuette and Forsyth to MSU’s board of trustees obtained by HuffPost.) Once the investigation is concluded, Schuette said, the report will be available to the public. In a statement following Schuette’s announcement, MSU’s board of trustees said it supports the investigation. “We are committed to taking the right actions to create a culture that provides a safe environment for all members of our community, and the transition to new leadership will be a key component in helping us change course. The Board will play an integral role in these efforts and in making MSU a leader locally and nationally in preventing sexual abuse,” the statement reads. “We cannot change the past, but we can and will devote our time and resources to foster healing and move forward together.”Nassar, who is serving an additional 60 years in prison on child pornography charges and awaits sentencing on three other counts of first-degree criminal sexual conduct, will be in prison for the rest of his life. Many of his survivors, however, are asking for the institutions that enabled him for so long to be held accountable. Multiple Nassar victims say they reported his behavior to MSU coaches and other officials, but their complaints were repeatedly brushed under the rug. Others question whether USA Gymnastics knew of Nassar’s rampant abuse. At least 14 MSU representatives knew about Nassar’s abuse and failed to report it.“I knew that he abused me. I reported it. Michigan State University had the audacity to tell me I did not understand the difference between sexual assault and a medical procedure,” survivor Amanda Thomashow said during her victim impact statement. Fellow survivor Olivia Cowan added a similar sentiment in her impact statement: “MSU knew what was being done to these athletes and decided to turn a blind eye to keep their reputation strong and their pockets full.”In the wake of the Nassar sentencing, heads have begun to roll with the resignation of MSU President Lou Anna K. Simon. The entire USA Gymnastics board resigned and former Olympic coach John Geddert retired. The NCAA opened an investigation into MSU and a congressional committee is scrutinizing major sports organizations, including USA Gymnastics and the U.S. Olympic Committee, about their policies against sexual abuse. “We will put a bight light in every corner of the university,” Schuette said. “This will be done right. Period.” Read Schuette and Forsyth’s letter to the MSU board of trustees in full: "
6,SPORTS,'Every Corner' Of MSU Will Be Investigated Following Larry Nassar Sentencing,Alanna Vagianos,https://www.huffingtonpost.com/entry/michigan-state-university-investigation-larry-nassar_us_5a6f1fb9e4b0ddb658c895d8,"“No individual and no department... is off-limits,” Michigan Attorney General Bill Schuette said.",2018-01-29,"Olympic gymnast Aly Raisman, who was abused by Nassar, delivers her powerful impact statement to Nassar in court on Jan. 19, 2018.",https://img.huffingtonpost.com/asset/5a6f2ee41d000027006ad189.jpeg?ops=scalefit_720_noupscale,"Michigan Attorney General Bill Schuette says his office will conduct an “independent, thorough, transparent and prompt” investigation into Michigan State University in the wake of the Larry Nassar scandal.According to dozens of survivors, Nassar sexually abused MSU athletes under the guise of medical treatment for over two decades during his tenure as the school’s trainer. Nassar was recently sentenced to 40 to 175 years in prison on seven counts of criminal sexual conduct in the first degree.“It is abundantly clear that a full and complete investigation of what happened at Michigan State University — from the president’s office down — is required,” Schuette said during a Saturday news conference. “My department ... will find out who knew what and when, who took action, who failed to take action, what did or did not happen, and what should have happened.”Schuette said the investigation began last year, but the attorney general’s office waited to announce the news until every survivor read her victim impact statement in court during sentencing. Over 160 survivors and family members read victim impact statements in court this month after a weeklong sentencing hearing for Nassar. The investigation will be led by Bill Forsyth, a veteran prosecutor from Kent County, Michigan, with 42 years of experience who was named as the special independent counsel. Michigan State Police director Col. Kriste Etue, her team and a team of prosecutors from the attorney general’s office will assist in the investigation. “I’ve been doing this for a long time and I have never seen anything like this,” Forsyth told CNN. Schuette said this investigation is “priority one” for him and his office. “No individual and no department at Michigan State University is off-limits,” he added. “Too many voices of too many victims had been unheard for too long.”Schuette said he has asked Patrick Fitzgerald, MSU’s independent investigator turned legal counsel, to turn over any and all information the attorney has gathered while working on the Nassar case “to ensure our investigation leaves no stone unturned.” (Scroll down to see a copy of the letter from Schuette and Forsyth to MSU’s board of trustees obtained by HuffPost.) Once the investigation is concluded, Schuette said, the report will be available to the public. In a statement following Schuette’s announcement, MSU’s board of trustees said it supports the investigation. “We are committed to taking the right actions to create a culture that provides a safe environment for all members of our community, and the transition to new leadership will be a key component in helping us change course. The Board will play an integral role in these efforts and in making MSU a leader locally and nationally in preventing sexual abuse,” the statement reads. “We cannot change the past, but we can and will devote our time and resources to foster healing and move forward together.”Nassar, who is serving an additional 60 years in prison on child pornography charges and awaits sentencing on three other counts of first-degree criminal sexual conduct, will be in prison for the rest of his life. Many of his survivors, however, are asking for the institutions that enabled him for so long to be held accountable. Multiple Nassar victims say they reported his behavior to MSU coaches and other officials, but their complaints were repeatedly brushed under the rug. Others question whether USA Gymnastics knew of Nassar’s rampant abuse. At least 14 MSU representatives knew about Nassar’s abuse and failed to report it.“I knew that he abused me. I reported it. Michigan State University had the audacity to tell me I did not understand the difference between sexual assault and a medical procedure,” survivor Amanda Thomashow said during her victim impact statement. Fellow survivor Olivia Cowan added a similar sentiment in her impact statement: “MSU knew what was being done to these athletes and decided to turn a blind eye to keep their reputation strong and their pockets full.”In the wake of the Nassar sentencing, heads have begun to roll with the resignation of MSU President Lou Anna K. Simon. The entire USA Gymnastics board resigned and former Olympic coach John Geddert retired. The NCAA opened an investigation into MSU and a congressional committee is scrutinizing major sports organizations, including USA Gymnastics and the U.S. Olympic Committee, about their policies against sexual abuse. “We will put a bight light in every corner of the university,” Schuette said. “This will be done right. Period.” Read Schuette and Forsyth’s letter to the MSU board of trustees in full: "
7,POLITICS,Paul Ryan Says He'll Donate Funds Linked To Steve Wynn Group,Rebecca Shapiro,https://www.huffingtonpost.com/entry/paul-ryan-steve-wynn-donate-funds_us_5a6e5d19e4b06e2532689c81,The casino mogul has been accused of a decades-long pattern of sexual harassment and misconduct.,2018-01-29,"Steve Wynn, a major Republican donor, has been accused of sexual harassment and misconduct spanning decades.",https://img.huffingtonpost.com/asset/5a6e81b21d000026006ad074.jpeg?ops=scalefit_720_noupscale,"The office of House Speaker Paul Ryan (R-Wis.) confirmed to The Hill on Sunday that the congressman plans to donate funds he received in 2016 from a group linked to casino mogul Steve Wynn. Wynn, who resigned Saturday as the Republican National Committee’s finance chair, was accused of sexual harassment and misconduct spanning several decades in a bombshell Wall Street Journal report published Friday. Wynn vehemently denies the allegations.Since the claims were made public, Democrats have called for the RNC and members of the GOP to give back money donated and raised by the Las Vegas casino owner. Republicans reacted similarly when film producer and major Democratic donor Harvey Weinstein was accused last year of rape, sexual misconduct and harassment.Ryan’s office confirmed that the speaker received a $1,000 donation in 2016 from Wynn Resorts Limited Initiative for Public Policy. Ryan will give the funds to a local charity, according to The Hill.Earlier over the weekend, Rep. Karen Handel (R-Ga.), who won a special election in June, said she’d donated the $2,700 in campaign funds she received from Wynn. According to Time, a spokesperson for Handel said the funds went to a nonprofit organization focused on helping survivors of domestic violence and sexual abuse.The RNC has not commented on whether the organization will return the funds donated by Wynn, but Sen. Lindsey Graham (R-S.C.) said Sunday that the group should do so if the accusations “have merit.”“If it’s ― you know, the allegations have merit, then we should return the money like we asked of the Democrats,” Graham said on ABC’s “This Week.”“I don’t think we should have a double standard for ourselves,” he added."
8,ENTERTAINMENT,Logic Urges Women To 'Crush All Predators' In Powerful Grammys Performance,Carolina Moreno,https://www.huffingtonpost.com/entry/logic-grammys-performance_us_5a6d3b4be4b01fbbefb26570,"The rapper addressed the audience after performing “1-800-273-8255,"" his song about suicide prevention.",2018-01-29,"Khalid, Logic and Alessia Cara perform at the Grammys. ",https://img.huffingtonpost.com/asset/5a6e9ee51d000026006ad093.jpeg?ops=scalefit_720_noupscale,"Logic sent a powerful message of solidarity to women at the Grammy Awards on Sunday. Alessia Cara and Khalid appeared on stage with the rapper to perform “1-800-273-8255,” which gets its name from the number for the National Suicide Prevention Lifeline. The single was nominated for Song of the Year and Best Music Video. At the end of the performance, Logic spoke to the audience and touched upon the themes of the “Time’s Up” anti-harassment initiative.“Black is beautiful, hate is ugly,” he said. “Women are as precious as they are stronger than any man I have ever met. And unto them, I say stand tall and crush all predators under the weight of your heart that is full of the love they will never take away from you. Be not scared to use your voice, especially in instances like these when you have the opportunity.”The performance of “1-800-273-8255” came after the Grammy’s in memoriam segment ended with a photo of Linkin Park frontman Chester Bennington, who died by suicide in July. People who had either lost loves ones to suicide or had attempted suicide themselves joined the three artists on stage, and wore shirts featuring the phrase “You are not alone” and the phone number of the suicide prevention lifeline.Logic, who was born Sir Robert Bryson Hall II, told music site Genius in April that conversations with fans had inspired him to write a song about suicide prevention.“[Fans had] said things like, ‘Yo, your music has saved my life. You’ve saved my life,’” the artist said. “And I was always like, ‘Aw, so nice of you. Thanks.’ And I’d give them a hug and shit but in my mind, I’m like, ‘What the fuck?’ And they’re really serious. ... I was like, ‘Man, I wasn’t even trying to save nobody’s life.’”“And then it hit me, the power that I have as an artist with a voice,” he added. “I wasn’t even trying to save your life. Now what can happen if I actually did?”The rapper also said the song’s first hook and verse is sung from the perspective of someone calling the suicide prevention hotline.It appears the lyrics have motivated some people seek help.The day the song was released in April, the lifeline received what was then its second-highest number of calls ― over 4,573. The day after Logic performed the song at the MTV Video Music Awards in August, the lifeline received 5,041 calls. That performance also featured people wearing T-shirts with the hotline number on them. The song’s Grammy-nominated music video, which tells the story of a black teen coming to terms with his sexuality while being rejected by his family and peers, also made a significant impact. Calls to the lifeline went up between 30 percent and 50 percent after the video went viral in August, according to the suicide prevention line’s director, John Draper.“That’s thousands of callers who otherwise wouldn’t have called,” Draper told the Los Angeles Times earlier this month. “Messages like Logic’s, where he says, ‘I’m thinking about suicide, but I want to get help’ ... are a very positive model.”In November, Logic tweeted statistics from the lifeline on the song’s impact. Logic performed “1-800-273-8255” at the Latin Grammys in November with Cara and Colombian singer Juanes. The three artists sang a bilingual rendition of the single and promoted the lifeline’s Spanish-language hotline: 1-888-628-9454.If you or someone you know needs help, call 1-800-273-8255 for the National Suicide Prevention Lifeline. You can also text HELLO to 741-741 for free, 24-hour support from the Crisis Text Line. Outside of the U.S., please visit the International Association for Suicide Prevention for a database of resources."
9,ENTERTAINMENT,Logic Urges Women To 'Crush All Predators' In Powerful Grammys Performance,Carolina Moreno,https://www.huffingtonpost.com/entry/logic-grammys-performance_us_5a6d3b4be4b01fbbefb26570,"The rapper addressed the audience after performing “1-800-273-8255,"" his song about suicide prevention.",2018-01-29,"Logic, Alessia Cara and Juanes performing at the Latin Grammys. ",https://img.huffingtonpost.com/asset/5a6d61392d00004900942f36.jpeg?ops=scalefit_720_noupscale,"Logic sent a powerful message of solidarity to women at the Grammy Awards on Sunday. Alessia Cara and Khalid appeared on stage with the rapper to perform “1-800-273-8255,” which gets its name from the number for the National Suicide Prevention Lifeline. The single was nominated for Song of the Year and Best Music Video. At the end of the performance, Logic spoke to the audience and touched upon the themes of the “Time’s Up” anti-harassment initiative.“Black is beautiful, hate is ugly,” he said. “Women are as precious as they are stronger than any man I have ever met. And unto them, I say stand tall and crush all predators under the weight of your heart that is full of the love they will never take away from you. Be not scared to use your voice, especially in instances like these when you have the opportunity.”The performance of “1-800-273-8255” came after the Grammy’s in memoriam segment ended with a photo of Linkin Park frontman Chester Bennington, who died by suicide in July. People who had either lost loves ones to suicide or had attempted suicide themselves joined the three artists on stage, and wore shirts featuring the phrase “You are not alone” and the phone number of the suicide prevention lifeline.Logic, who was born Sir Robert Bryson Hall II, told music site Genius in April that conversations with fans had inspired him to write a song about suicide prevention.“[Fans had] said things like, ‘Yo, your music has saved my life. You’ve saved my life,’” the artist said. “And I was always like, ‘Aw, so nice of you. Thanks.’ And I’d give them a hug and shit but in my mind, I’m like, ‘What the fuck?’ And they’re really serious. ... I was like, ‘Man, I wasn’t even trying to save nobody’s life.’”“And then it hit me, the power that I have as an artist with a voice,” he added. “I wasn’t even trying to save your life. Now what can happen if I actually did?”The rapper also said the song’s first hook and verse is sung from the perspective of someone calling the suicide prevention hotline.It appears the lyrics have motivated some people seek help.The day the song was released in April, the lifeline received what was then its second-highest number of calls ― over 4,573. The day after Logic performed the song at the MTV Video Music Awards in August, the lifeline received 5,041 calls. That performance also featured people wearing T-shirts with the hotline number on them. The song’s Grammy-nominated music video, which tells the story of a black teen coming to terms with his sexuality while being rejected by his family and peers, also made a significant impact. Calls to the lifeline went up between 30 percent and 50 percent after the video went viral in August, according to the suicide prevention line’s director, John Draper.“That’s thousands of callers who otherwise wouldn’t have called,” Draper told the Los Angeles Times earlier this month. “Messages like Logic’s, where he says, ‘I’m thinking about suicide, but I want to get help’ ... are a very positive model.”In November, Logic tweeted statistics from the lifeline on the song’s impact. Logic performed “1-800-273-8255” at the Latin Grammys in November with Cara and Colombian singer Juanes. The three artists sang a bilingual rendition of the single and promoted the lifeline’s Spanish-language hotline: 1-888-628-9454.If you or someone you know needs help, call 1-800-273-8255 for the National Suicide Prevention Lifeline. You can also text HELLO to 741-741 for free, 24-hour support from the Crisis Text Line. Outside of the U.S., please visit the International Association for Suicide Prevention for a database of resources."
