,category,headline,authors,link,short descr,date,image_caption(s),image_link(s)
0,WOMEN,UN Chief Warns That Women's Rights Are Under Attack Worldwide,Jenavieve Hatch,https://www.huffingtonpost.com/entry/un-chief-warns-that-womens-rights-are-under-attack-worldwide_us_58c7ec40e4b0428c7f131f0b,"""Our world needs more women leaders.""",2017-03-14,Jenavieve Hatch,https://img.huffingtonpost.com/asset/5c1ba81e3c000016060f35fa.jpg?ops=100_100
1,WOMEN,UN Chief Warns That Women's Rights Are Under Attack Worldwide,Jenavieve Hatch,https://www.huffingtonpost.com/entry/un-chief-warns-that-womens-rights-are-under-attack-worldwide_us_58c7ec40e4b0428c7f131f0b,"""Our world needs more women leaders.""",2017-03-14,Women rally in New York's Washington Square Park for a Day Without A Woman o March 8. ,https://img.huffingtonpost.com/asset/58c7ed0a1d00001d107ce46e.jpeg?ops=crop_10_90_4716_3203%2Cscalefit_720_noupscale
2,WOMEN,UN Chief Warns That Women's Rights Are Under Attack Worldwide,Jenavieve Hatch,https://www.huffingtonpost.com/entry/un-chief-warns-that-womens-rights-are-under-attack-worldwide_us_58c7ec40e4b0428c7f131f0b,"""Our world needs more women leaders.""",2017-03-14,,https://img.huffingtonpost.com/asset/62e5de192400003c00d584e6.jpeg?ops=210_120
3,THE WORLDPOST,Syrian Government Blocks Lifesaving Aid For Hundreds Of Thousands Of People,Willa Frej,https://www.huffingtonpost.com/entry/syria-humanitarian-aid-report_us_58c6be76e4b0d1078ca847cc,A new report lays out why many are still not getting crucial humanitarian assistance.,2017-03-14,Willa Frej,https://img.huffingtonpost.com/asset/563a070f1800001700303c63.jpg?ops=100_100
4,THE WORLDPOST,Syrian Government Blocks Lifesaving Aid For Hundreds Of Thousands Of People,Willa Frej,https://www.huffingtonpost.com/entry/syria-humanitarian-aid-report_us_58c6be76e4b0d1078ca847cc,A new report lays out why many are still not getting crucial humanitarian assistance.,2017-03-14,"Three years ago, activists were protesting outside U.N. headquarters in New York over the holdups in delivering humanitarian aid to Syrian people.",https://img.huffingtonpost.com/asset/58c80d882700003800749dd6.jpeg?ops=scalefit_720_noupscale
5,THE WORLDPOST,Syrian Government Blocks Lifesaving Aid For Hundreds Of Thousands Of People,Willa Frej,https://www.huffingtonpost.com/entry/syria-humanitarian-aid-report_us_58c6be76e4b0d1078ca847cc,A new report lays out why many are still not getting crucial humanitarian assistance.,2017-03-14,,https://img.huffingtonpost.com/asset/62e97db62600005c00d412ff.jpeg?ops=210_120
6,THE WORLDPOST,The Dutch Far Right Paints An Unrealistic Picture Of The Netherlands,Nick Robins-Early,https://www.huffingtonpost.com/entry/dutch-election-wilders_us_58c6e26ae4b0428c7f120d8e,Geert Wilders' populist campaign rhetoric doesn't align with the facts.,2017-03-14,Nick Robins-Early,https://img.huffingtonpost.com/asset/5c49c01125000098017db85f.jpg?ops=100_100
7,THE WORLDPOST,The Dutch Far Right Paints An Unrealistic Picture Of The Netherlands,Nick Robins-Early,https://www.huffingtonpost.com/entry/dutch-election-wilders_us_58c6e26ae4b0428c7f120d8e,Geert Wilders' populist campaign rhetoric doesn't align with the facts.,2017-03-14,"Dutch far-right politician Geert Wilders of the PVV party reacts as a dog barks at him as he campaigns in Valkenburg, Netherlands, on March 11.",https://img.huffingtonpost.com/asset/58c833eb140000200006f6fb.jpeg?ops=scalefit_720_noupscale
8,THE WORLDPOST,The Dutch Far Right Paints An Unrealistic Picture Of The Netherlands,Nick Robins-Early,https://www.huffingtonpost.com/entry/dutch-election-wilders_us_58c6e26ae4b0428c7f120d8e,Geert Wilders' populist campaign rhetoric doesn't align with the facts.,2017-03-14,"Demonstrators carrying orange umbrellas and signs reading ""Say no to PVV"", march in Amsterdam on March 11.",https://img.huffingtonpost.com/asset/58c8342f2c00002100fee597.jpeg?ops=scalefit_720_noupscale
9,THE WORLDPOST,Francois Fillon Faces Growing Pressure As Corruption Scandal Escalates,"Brian Love and Simon Carraud, Reuters",https://www.huffingtonpost.com/entry/fillon-corruption-scandal_us_58c83a00e4b015d064bfa9eb,"""We're cooked,"" a senior politician in the French candidate's inner circle said.",2017-03-14,Reuters logo,https://cambria.assets.huffpost.com/images/partners/reuters.hash-80f2d07a2f31891e1501eaeb38dfb3b9.png
