,category,headline,authors,link,short descr,date,image_caption(s),image_link(s),article
0,POLITICS,A Regular Liberal Critic Goes All In On Clinton's Presidential Run,Sam Stein,https://www.huffingtonpost.com/entry/hillary-clinton-moveon_us_57bef621e4b02673444e98b9,MoveOn has quarreled with Clinton for years. But fear of a Trump presidency can heal those wounds.,2016-08-25,"Hillary Clinton is getting a boost from MoveOn.org, a group that's had its disagreements with her in the past.",https://img.huffingtonpost.com/asset/default-missing-image.jpg?cache=jIO2VoZgTY&ops=scalefit_720_noupscale,"One of the nation’s top liberal advocacy groups is mobilizing its expansive network to aid Hillary Clinton’s campaign against Donald Trump and prop up Senate Democratic nominees. MoveOn.org announced on Thursday that it will be hiring more than three dozen paid staff to serve as state directors and field organizers in eight key states. The investment represents an expansion of the group’s United Against Hate campaign against Trump. But it also dovetails with its efforts to regain Democratic control of the Senate. The states where MoveOn.org is upping its field presence include Arizona, Florida, Iowa, Nevada, New Hampshire, North Carolina, Ohio and Pennsylvania ― all of which have competitive Senate races. “This is an all-hands-on-deck moment to ensure that Donald Trump never sets foot in the White House, and MoveOn members across the country have the power to influence this election by helping elect Hillary Clinton and winning key Senate seats across the country,” said Victoria Kaplan, organizing director for MoveOn.org. With its expansive membership list, MoveOn has the potential to be a powerful on-the-ground mobilizer for Democrats in the fall. And for Clinton, in particular, the group’s support could provide a nice hand in shoring up lingering problems (to the extent that they exist) with base voters. That’s because the two ― MoveOn and Clinton ― have had a rather topsy-turvy relationship dating back nearly two decades. MoveOn was initially started to defend Bill Clinton from impeachment proceedings (hence the name). During the George W. Bush years, it had morphed, somewhat, into an anti-war organization ― and it found itself at odds with then-Sen. Hillary Clinton for her vote to authorize the Iraq invasion. During the 2008 campaign, the group endorsed Barack Obama. And at a private fundraiser, Clinton was caught complaining about its stringent anti-war posture and the gushers of money it was raising for the then-Illinois senator. This cycle, Clinton snubbed a MoveOn forum that Sen. Bernie Sanders (I-Vt.) and former Maryland Gov. Martin O’Malley agreed to attend. MoveOn snubbed her back, by endorsing Sanders bid for the nomination. But time, and Trump, heals wounds. When it became apparent that Sanders didn’t have the delegate numbers to become the Democratic nominee, the group threw its support behind Clinton. And as the election has neared, MoveOn has put substantial resources ― including a major voter contact effort, a rapid-response video lab and nationwide Laughter Trumps Hate comedy contest ― behind Clinton’s election. The group pledges that its expanded field teams “will knock on hundreds of thousands of doors and hold conversations with thousands of likely voters in coming weeks.”"
1,BLACK VOICES,Questlove Lends His Musical Expertise To Help Reshape Pandora,Brennan Williams,https://www.huffingtonpost.com/entry/questlove-supreme-pandora-radio-show_us_57bf092ce4b02673444eb657,The musical genius is coming to streaming radio.,2016-08-25,"“I see in Pandora both a deep respect for the craft of music and a commitment to the musicians that make it their living,” he said",https://img.huffingtonpost.com/asset/57bf0d101700000011c756c9.png?ops=scalefit_720_noupscale,"Questlove is bringing his eclectic love for music to streaming radio.The Roots drummer announced the launch of his new Pandora radio show, “Questlove Supreme,” on Wednesday. The weekly three-hour show will be curated and produced by the Philadelphia-native. It will also feature a mix of musical selections and interviews from the likes of actress-comedienne Maya Rudolph where he’ll discuss “thematic” topics, according to a press release.The newly-formed partnership, which will replay for 48 hours each week, will also appoint the multi-instrumentalist as the company’s strategic advisor. In the role, he will provide the streaming platform with advice and support for artist initiatives and music product strategy. “I see in Pandora both a deep respect for the craft of music and a commitment to the musicians that make it their living,” he said in the release before detailing his initial introduction to the company’s trademark music algorithm Music Genome Project -- created by Pandora founder and CEO, Tim Westergren. “When Tim introduced me to the Music Genome Project, and explained its origin and how he and his team developed it, I was blown away,” he said. “Pandora is a company born of a musician’s experience, and I’m very excited to join them in their mission to create a healthy and vibrant industry for artists and fans, alike.”Westergren also echoed his excitement for including Questlove’s vast musical expertise into Pandora’s business strategy.“His near encyclopedic knowledge of the theory and history of music and his abiding passion for supporting artists of all kinds is a perfect match for our mission,” Westergren added in the press release.“We’re thrilled to have his expertise and counsel, and to share his talents, insights and love of music with our over 78 million listeners.”“Questlove Supreme” premieres on Pandora Sept. 7 at 1 p.m. EST."
2,IMPACT,Proposed Seattle Homeless Shelter May Allow Residents To Use Heroin,Eleanor Goldberg,https://www.huffingtonpost.com/entry/seattle-homeless-shelter-may-allow-residents-to-use-heroin_us_57bcad3fe4b0b51733a64cbd,"Supporters say it could help prevent overdose deaths, HIV and hepatitis C transmissions and keep used needles off the streets.",2016-08-25,"A man lies in a tent with others camped nearby, under and near an overpass in Seattle on Tuesday, Feb. 9, 2016. Seattle has the third-highest number of homeless people in the U.S. (AP Photo/Elaine Thompson)",https://img.huffingtonpost.com/asset/default-missing-image.jpg?cache=jIO2VoZgTY&ops=scalefit_720_noupscale,"As Seattle continues to battle its heroin crisis, a group tasked with addressing the issue is pushing an unconventional tactic for helping homeless addicts. The Task Force on Heroin and Prescription Opiate Addiction, formed by the city in March, has put its support behind building a shelter where homeless addicts could use heroin under supervision, according to The Seattle Times.Those who support such a facility say it could help prevent overdose deaths, HIV and hepatitis C transmissions and keep used needles off the streets. Taxpayers might benefit too, since the facility could potentially reduce public health services and criminal justice costs. The concept was first introduced by the People’s Harms Reduction Alliance, a group that organizes needle exchanges, The Times reported in April. The task force is expected next month to offer up a more fleshed-out plan for how the program would work. These discussions come at a time when heroin deaths are on the rise. In 2014, heroin-related deaths hit a 20-year high in King County: There were 156 heroin-related deaths that year, more than triple the number in 2009, according to government records.Drug overdose is currently the leading cause of death among people who are homeless in the U.S., the medical journal JAMA concluded in a 2013 study. At the proposed Seattle facility, users would get clean needles and anti-overdose medications. They’d also get access to medical care and treatment opportunities, per the Times. Critics of the program say it would enable homeless people’s addictions and squandering taxpayers’ dollars.“I’m open to ideas,” Dori Monson, a radio host at local station KIRO, wrote in an op-ed. “Just not this one, which will only be another magnet for heroin users from around the country who will come to Seattle for a free apartment to shoot up with the government’s permission.”“I’m told about all these savings these programs supposedly produce,” Monson added, “but we sure never see the benefits.” The proposition for this homeless facility comes about a year after Seattle declared a state of emergency, as a result of its growing homeless population. On a single night in January last year, King County identified 3,772 individuals living on the streets. That was a 21 percent increase from 2014.Experts say the facility is just one element that fits into the larger concept of “housing first.” That approach encourages giving homeless people housing, and then addressing their health and employment issues.In numerous studies across multiple U.S. cities, the approach has been found to keep homeless people off the streets and to cut down and to save taxpayers money."
3,POLITICS,Police Unions Demand Extra Pay For Accountability And Transparency,Andy Campbell and Nick Wing,https://www.huffingtonpost.com/entry/police-unions-more-money-body-cameras_us_57bc99ade4b00d9c3a1a6383,"If cities want to monitor police, unions want more money.",2016-08-25,"University of Cincinnati police officer Ray Tensing’s body camera shows his handgun drawn at a car that came to a stop after he shot the driver, Samuel Dubose, during a traffic stop in Cincinnati on July 19, 2015.",https://img.huffingtonpost.com/asset/57bef11a180000dd10bcd050.jpeg?cache=lysjWiqtF4&ops=scalefit_720_noupscale,"Police chiefs, officers and citizens across the country have gone on record in support of policy changes in response to controversial instances of police exercising extreme, often deadly force.But police unions, which serve as mouthpieces for many rank-and-file officers, are responding by holding up the push for reform. Over the past few months, unions in a number of cities have stated that the only way they’ll accept change is if they get something in return.In some cases, unions have taken a particularly hard-nosed approach to bargaining, seeking financial concessions from taxpayers in exchange for measures designed to ensure that officers are doing their jobs effectively and appropriately.Earlier this month in Cincinnati, a local Fraternal Order of Police attorney sent a “cease and desist” letter to the city, saying that officers should only use body cameras if the city was willing to pay them more.Daniel Hils, president of one of Cincinnati’s Fraternal Order of Police lodges, acknowledged that body cameras are coming whether he likes it or not. But to him, the devices mean additional expectations and responsibilities for officers, and should therefore translate to more compensation.“We recognize [body cameras are] the direction we’re going,” Hils told The Huffington Post. “But I believe this is a game changer, as far as complexity of the job. And this level of monitoring will result in positives and negatives about what it’s like to be a policeman. Because of that, I think it does require some additional compensation or at least bargaining for that.”Taxpayers in the city were already expected to foot the $6 million bill for the 700 body cameras scheduled to be on the street by the end of the year. And Cincinnati already understands the value of these devices. Last year, footage from a body camera worn by a University of Cincinnati police officer provided key details surrounding the controversial fatal shooting of an unarmed black man during a traffic stop. A grand jury later indicted the officer on charges of murder and manslaughter.Still, some experts on public sector unions see merit in Hils’ argument. And it isn’t unusual for unions to take advantage of a potential shift in their day-to-day functions, said Nelson Lichtenstein, director of the Center for the Study of Work, Labor and Democracy at the University of California Santa Barbara.“You enhance the duties or add additional responsibilities to a job and then you want to be compensated for it,” he told The Huffington Post. “That’s what collective bargaining is all about.”But some advocates for reform say demanding more money for officers to wear body cameras is insulting. Unions are now effectively holding transparency and accountability hostage, and treating basic oversight like a luxury item that isn’t included in the usual terms of service.This sort of resistance conflicts with some of the broader messaging from law enforcement. Many police officers have said they support body cameras. Top brass apparently wants them, and law enforcement officials have said they’ll benefit both officers and civilians. Police departments, though not in Cincinnati, have scrambled to sweep up federal government grants to implement body camera programs. And all of this makes sense, considering the public is broadly in favor of them.Yet earlier this month in Boston, the city’s Police Patrolman’s Association tried to put a halt to a body camera rollout after officers refused to volunteer for a pilot program. The city had previously reached an agreement stating participation would be voluntary, but when no officers came forward, the mayor said he’d push ahead and assign the devices to officers. The police union and city briefly sparred over which party had violated the terms of the contract, but Police Commissioner William Evans later confirmed to HuffPost that the Police Patrolman’s Association had failed to obstruct the process.“One hundred officers have been selected to participate in the [body-worn camera] pilot program,” he said. “The officers were selected by an independent party … who will be performing the evaluation at the end of the pilot period.”Nobody is eager to be put under constant surveillance on the job, so some of this resistance may be logical, says Jay Stanley, senior policy analyst with the ACLU’s Speech, Privacy, and Technology Project. Considering the nature of police work, however, the public is always likely to be less sympathetic to their expectations and demands.“Police officers have been granted the power by the community to use brutal and even in some circumstances deadly force,” Stanley told HuffPost. “So with great power comes the need for great checks and balances.”And body cameras aren’t the only issue police unions are stalling.A union in San Antonio recently fought back against an attempt by city officials to give the police chief greater power to reprimand repeat misconduct by his officers. Union leaders sought additional compensation ― beyond the current contract’s 14 percent pay increase over the next four years ― for agreeing to the higher standards. As it stands now, misconduct cases among cops in the city effectively disappear after two years.Officers later voted for a version that didn’t include the reforms, which is now headed to the City Council for approval, amid outcry from local activists.Police unions have been equally intransigent in Seattle, where officers in July overwhelmingly rejected a new labor contract with the city that would have included both wage hikes and accountability measures. The police department there has been under intense scrutiny over its failure to remedy unconstitutional policing practices as part of a 2012 consent decree between the Justice Department and the city. Earlier this month, a federal judge issued a harsh rebuke of the union, declaring from the bench that “black lives matter.”Unions aren’t in the business of public opinion, of course. They’re intended to serve as unapologetic, unwavering advocates for police officers.“Bad PR? The hell with it,” Lichtenstein said. “Union leaders want to consolidate their base and get re-elected in the next election.”But just because unions may be acting in an entirely predictable way doesn’t make it any less concerning to those who see reform as an integral step toward restoring public confidence and trust in policing.“When it comes to policy, all too often we have seen police unions pushing for officers to be given special treatment when it comes to investigations of critical incidents,” Stanley said. “That is something that police departments should not be able to do.”"
4,POLITICS,Atheists Sue Pennsylvania House After Being Barred From Giving Opening Invocations,Nick Wing,https://www.huffingtonpost.com/entry/pennsylvania-house-atheists_us_57bf260ee4b085c1ff283197,"""To say that theists can do this but nontheists cannot is quite clearly discrimination,"" one of the plaintiffs says.",2016-08-25,"You have to be religious if you want to give an opening invocation in the Pennsylvania state House, say the chamber's leaders.",https://img.huffingtonpost.com/asset/57bf2eee1800002100bcd1d3.jpeg?cache=Ml0anXqKh5&ops=scalefit_720_noupscale,"Over the past few years, leaders in the Pennsylvania state House have repeatedly maintained that only religious individuals are fit to deliver the opening invocation before each session. Now, they may end up having to defend that position in court.A group of atheist and secular organizations filed a federal lawsuit on Thursday, claiming that Republican leadership is unconstitutionally discriminating against nonbelievers who wish to offer guidance to lawmakers in accordance with their sincerely held beliefs.The controversy dates back to August 2014, when two members of local atheist groups each submitted a request to deliver an opening invocations at a daily session of the Pennsylvania House. A month later, then-House Speaker Samuel H. Smith (R) shot down the applications on the grounds that the body was not “required to allow non-adherents or nonbelievers the opportunity to serve as chaplains.” A similar request months later was met with an official rule change stating that guest speakers “shall be a member of a regularly established church or religious organization or shall be a member of the House of Representatives.”This is a violation of precedent established in the Supreme Court’s 2014 ruling in Greece v. Galloway, the plaintiffs contend. That decision upheld the constitutionality of government prayer, as long as it maintains a policy of nondiscrimination. Atheist and secular groups interpret this ruling as prohibiting preferential treatment of religion over nonreligion, which is also a pillar of the First Amendment’s Establishment Clause.“The court emphasized that the town of Greece expressly allowed atheists to give opening invocations, and that was an important factor in the court’s ruling upholding the town’s practice,” said Alex Luchenitser, associate legal director at Americans United for Separation of Church and State, a Washington, D.C.-based advocacy group representing the plaintiffs.Republican leaders in Pennsylvania and elsewhere disagree, and have routinely claimed that the Supreme Court ruling doesn’t explicitly call for the inclusion of nonbelievers. A spokesman for Pennsylvania House Speaker Mike Turzai (R), who, along with other House members, is named as a defendant in the suit, said in a statement: “We believe our rule and policy comports with the Constitution and is consistent with long history of legislative prayer as recognized by the various Supreme Court cases.”Similar disputes have fueled contentious battles over the role of religion in state and local chambers around the nation. At issue is a broader question of whether nonbelievers must be allowed to participate in proceedings that have traditionally been seen as forums for religious expression.Months ago in Arizona, for example, an atheist lawmaker spoke out after years of being barred from leading an invocation over concerns that he wouldn’t mention God. When he was finally given an opportunity to deliver these opening remarks, the House majority leader declared it illegitimate because they hadn’t referenced a higher power.These arguments have increasingly become fodder for lawsuits. The Freedom From Religion Foundation, a nonprofit that advocates for the separation of church and state, sued the U.S. House chaplain and other lawmakers earlier this year, claiming they’d unconstitutionally discriminated against the group’s co-president by blocking him from leading a secular invocation before Congress. Despite the ongoing quarrels, many governmental bodies have taken steps toward fuller acceptance, whether due to genuine interest in inclusivity or fear of legal ramifications. An atheist invocation in Waterloo, Iowa, went over with little fanfare earlier this year, which could speak to the argument of many nonbelievers: They want to be included in these ceremonies for the purposes of unity, not to divide or denigrate religion.Satanists have even seen victories in the campaign for inclusion, and have recently delivered invocations in Pensacola, Florida, and Soldotna, Alaska.Nonbelievers in Pennsylvania say theirs is the latest fight for full equality and acceptance of all Americans.“To say that theists can do this but nontheists cannot is quite clearly discrimination, but it also sends a message to the nontheist community that our voice doesn’t matter, that our point of view doesn’t matter,” Brian Fields, president of Pennsylvania Nonbelievers and a plaintiff in the case, told The Huffington Post. “It reinforces religious ideas that nontheists don’t have a say when it comes to morality.” Sessions of the Pennsylvania House have been opening with prayer for more than three centuries, according to PennLive, and a look at the recent history of the practice suggests the legislature hasn’t done much to foster diversity.In the period from Jan. 8, 2008, through Feb. 9, 2016, the plaintiffs found records of 575 invocations, 265 of which were delivered by guests. Of these, they documented 23 instances of Jewish rabbis giving prayers, three invocations given in the Muslim tradition and just one where the religious affiliation of the guest was not stated. All of the invocations over this period were monotheistic in nature.“There’s a lot of talk about Jesus in the invocations, there’s a lot of talk about God and God’s role in the individual lives of the people presenting,” Fields said.But nobody has spoken on behalf of the growing ranks of religious “nones,” including atheists, agnostics and others who do not identify with any formal religion. These people now make up nearly one-quarter of the U.S. population, and among them are more than 2.5 million nonreligious Pennsylvanians, according to American Atheists, an advocacy group that has joined the lawsuit.“For us, this is an opportunity to present another point of view, to say, ‘Hey, look, we’re in this together,’” Fields said. “It wouldn’t be my intention to bring up God, but to bring up morality and justice and fairness and those ideas that we hold to be important, rather than a strictly religious invocation.”And none of that should be threatening or offensive to lawmakers who considering themselves religious, Luchenitser says.“These are unifying, uplifting invocations that don’t criticize or disparage religion,” he said. “Our plaintiffs want to present a positive, inclusive message that includes everyone and doesn’t denigrate anyone.”Below is a draft copy of the invocation Fields had planned on giving, which was included in the lawsuit:Thank you for inviting me to speak today.This story has been updated to include comment from Turzai."
5,RELIGION,Archbishop Desmond Tutu Returns To The Hospital With An Infection,,https://www.huffingtonpost.com/entry/archbishop-desmond-tutu-returns-to-the-hospital-with-an-infection_us_57bf35abe4b085c1ff285548,The former Anglican archbishop has suffered from a recurring bug.,2016-08-25,"South African anti-apartheid activist and Nobel Peace Laureate Archbishop Desmond Tutu arrives to cast his vote in the South African local government elections in Cape Town on August 3, 2016.",https://img.huffingtonpost.com/asset/57bf36dd1700000011c757e1.jpeg?cache=p4m4IUzQPe&ops=scalefit_720_noupscale,"CAPE TOWN, South Africa — Veteran South African anti-apartheid campaigner Desmond Tutu checked into a Cape Town hospital for a recurring infection, his daughter said on Wednesday. The bug put the former cleric in the hospital for a week last year.“He is expected to remain in hospital for a week or two. The Archbishop underwent similar treatment last year,” Thandeka Tutu-Gxashe said in a statement.It is unclear what infection Tutu, 84, a Nobel Peace Prize laureate, is suffering from but his family has said it is not related to the prostate cancer he has been living with for nearly 20 years.The former Anglican archbishop of Cape Town often used the pulpit to criticize white-minority rule, which ended in 1994.Tutu retired from public life in 2010 but has kept speaking out on issues ranging from Israel’s policies toward the Palestinians to corruption among South Africa’s political elite."
6,IMPACT,Volunteers Make Up More Than Half Of First Responders After Italy Earthquake,"Steve Scherer, Reuters",https://www.huffingtonpost.com/entry/volunteers-make-up-more-than-half-of-first-responders-after-italy-quake_us_57befcb2e4b085c1ff27f0fe,"“We dedicate all our free time to training, often to the detriment of our families.""",2016-08-25,"A volunteer helps rescuers search for victims in damaged buildings after a strong earthquake hit Amatrice on August 24, 2016. A powerful pre-dawn earthquake devastated mountain villages in central Italy on August 24, 2016, leaving at least 240 people dead, dozens more injured or trapped under the rubble and thousands temporarily homeless.",https://img.huffingtonpost.com/asset/57befdb2180000dd10bcd09e.jpeg?ops=scalefit_720_noupscale,"PESCARA DEL TRONTO, Italy, Aug 25 (Reuters) - Within hours of the earth shaking and houses collapsing, thousands of volunteers from all over Italy had descended on the country’s stricken central mountains to bring what help they could.Some were specialist rescuers, who train in their spare time to search for the living and the dead, others were young men and women from nearby communities who just wanted to lend a hand.The Civil Protection Department said that of the 5,400 people working under its command in the quake zone, including police, soldiers and firemen, more than half were volunteers.“We dedicate all our free time to training, often to the detriment of our families. Many of us are divorced,” said Paolo Cortelli, a member of the Alpine Rescue national service who is a veterinarian by profession and comes from the nearby city of Terni.The magnitude 6.2 quake hit before dawn on Wednesday, wreaking havoc on a cluster of towns, villages and hamlets in the heart of Italy. By Thursday, the death toll was put at 241.Allies such as Germany, France and Israel all offered to send teams to support the disaster relief, but the government politely declined, saying its hugely experienced emergency service and army of unpaid workers did not need any back up.Pescara del Tronto, a small town perched on the side of a mountain valley, was flattened by the quake, homes folding in, one on top of the other. The majority of men and women who were digging through the dust and debris were volunteers.“We have helped dig out six or seven corpses,” said Marco Palatroni, 23, who had driven over from his hometown about 40 minutes away with three of his friends to lend a hand.“I didn’t think it would be as dramatic as it seemed on television, but now I think it is even worse.”Palatroni and his friends brought blankets, food, clothes and water to hand out. Other volunteers came wearing motorcycle helmets instead of hardhats, wearing T-shirts and tennis shoes.The fire department chief directing rescue operations in the village, who asked not to be named because he was not authorized to speak to the media, welcomed the help of the young people and especially appreciated the expert work of the specialist volunteers from the Alpine Rescue and Civil Protection.“In the first 24 hours, it’s a big help to have all the volunteers we can get, because time is of the essence in an emergency,” he said.Three dogs from the Alpine Rescue searched for human scent below the crumpled rubble, helping to find more than 20 bodies on Wednesday, said Cortelli.Two dogs, both Belgian Malinois Shepherds, were flown down by helicopter from northern Italy. Ax, a male, and Babi, a female, searched what was left of the town, sniffing between the heaps of shattered brick, terra cotta, wood and concrete.They signalled areas where human smell was still present. Afterward, the volunteers went to work digging, with their hands, with axes, chainsaws and hammers.“The dogs detect the odour of the living. The dead have a totally different smell, but they retain some of the smell of the living for a few hours,” said Cortelli.Some of the volunteers were veterans of the rescue effort in Italy’s last comparable quake, which hit the central city of L’Aquila in 2009 and killed more than 300 people.“This is worse than L’Aquila,” said Stefano, 41, who had driven to the quake site some 70 km (45 miles) from his home. “This place is just a pile of rubble. There is nothing left.”(Editing by Crispian Balmer)"
7,IMPACT,Volunteers Make Up More Than Half Of First Responders After Italy Earthquake,"Steve Scherer, Reuters",https://www.huffingtonpost.com/entry/volunteers-make-up-more-than-half-of-first-responders-after-italy-quake_us_57befcb2e4b085c1ff27f0fe,"“We dedicate all our free time to training, often to the detriment of our families.""",2016-08-25,"PESCARA DEL TRONTO, ITALY - AUGUST 25: Rubble surrounds a damaged building on August 25, 2016 in Pescara del Tronto, Italy.",https://img.huffingtonpost.com/asset/57befe10180000dd10bcd09f.jpeg?ops=scalefit_720_noupscale,"PESCARA DEL TRONTO, Italy, Aug 25 (Reuters) - Within hours of the earth shaking and houses collapsing, thousands of volunteers from all over Italy had descended on the country’s stricken central mountains to bring what help they could.Some were specialist rescuers, who train in their spare time to search for the living and the dead, others were young men and women from nearby communities who just wanted to lend a hand.The Civil Protection Department said that of the 5,400 people working under its command in the quake zone, including police, soldiers and firemen, more than half were volunteers.“We dedicate all our free time to training, often to the detriment of our families. Many of us are divorced,” said Paolo Cortelli, a member of the Alpine Rescue national service who is a veterinarian by profession and comes from the nearby city of Terni.The magnitude 6.2 quake hit before dawn on Wednesday, wreaking havoc on a cluster of towns, villages and hamlets in the heart of Italy. By Thursday, the death toll was put at 241.Allies such as Germany, France and Israel all offered to send teams to support the disaster relief, but the government politely declined, saying its hugely experienced emergency service and army of unpaid workers did not need any back up.Pescara del Tronto, a small town perched on the side of a mountain valley, was flattened by the quake, homes folding in, one on top of the other. The majority of men and women who were digging through the dust and debris were volunteers.“We have helped dig out six or seven corpses,” said Marco Palatroni, 23, who had driven over from his hometown about 40 minutes away with three of his friends to lend a hand.“I didn’t think it would be as dramatic as it seemed on television, but now I think it is even worse.”Palatroni and his friends brought blankets, food, clothes and water to hand out. Other volunteers came wearing motorcycle helmets instead of hardhats, wearing T-shirts and tennis shoes.The fire department chief directing rescue operations in the village, who asked not to be named because he was not authorized to speak to the media, welcomed the help of the young people and especially appreciated the expert work of the specialist volunteers from the Alpine Rescue and Civil Protection.“In the first 24 hours, it’s a big help to have all the volunteers we can get, because time is of the essence in an emergency,” he said.Three dogs from the Alpine Rescue searched for human scent below the crumpled rubble, helping to find more than 20 bodies on Wednesday, said Cortelli.Two dogs, both Belgian Malinois Shepherds, were flown down by helicopter from northern Italy. Ax, a male, and Babi, a female, searched what was left of the town, sniffing between the heaps of shattered brick, terra cotta, wood and concrete.They signalled areas where human smell was still present. Afterward, the volunteers went to work digging, with their hands, with axes, chainsaws and hammers.“The dogs detect the odour of the living. The dead have a totally different smell, but they retain some of the smell of the living for a few hours,” said Cortelli.Some of the volunteers were veterans of the rescue effort in Italy’s last comparable quake, which hit the central city of L’Aquila in 2009 and killed more than 300 people.“This is worse than L’Aquila,” said Stefano, 41, who had driven to the quake site some 70 km (45 miles) from his home. “This place is just a pile of rubble. There is nothing left.”(Editing by Crispian Balmer)"
8,THE WORLDPOST,"Without Aid, 49,000 Children Will Die This Year In Nigeria, UN Says",,https://www.huffingtonpost.com/entry/without-aid-49000-children-will-die-this-year-in-nigeria-un-says_us_57bede88e4b02673444e8724,They're facing severe malnutrition.,2016-08-25,"This young child suffering from malnutrition receives care at a Unicef nutrition clinic in the Muna informal settlement, which houses nearly 16,000 IDPs (internally displaced people) in the outskirts of Maiduguri capital of Borno State, northeastern Nigeria.",https://img.huffingtonpost.com/asset/57bedf391800002100bcd024.jpeg?ops=scalefit_720_noupscale,"Nearly half a million children around Lake Chad face “severe acute malnutrition” due to drought and a seven-year insurgency by Islamist militant group Boko Haram in northeastern Nigeria, UNICEF said on Thursday.Of the 475,000 deemed at risk, 49,000 in Nigeria’s Borno state, Boko Haram’s heartland, will die this year if they do not receive treatment, according to the United Nations’ child agency, which is appealing for $308 million to cope with the crisis.However, to date, UNICEF said it had only received $41 million, 13 percent of what it needs to help those affected in the four countries - Chad, Nigeria, Niger and Cameroon - that border Lake Chad.At the start of 2015, Boko Haram occupied an area the size of Belgium but has since been pushed back over the last 18 months by military assaults by the four countries.Most of its remaining forces are now hiding in the wilds of the vast Sambisa forest, southeast of the Borno provincial capital, Maiduguri.UNICEF said that as Nigerian government forces captured and secured territory, aid officials were starting to piece together the scale of the humanitarian disaster left behind in the group’s wake. “Towns and villages are in ruins and communities have no access to basic services,” UNICEF said in a report.In Borno, nearly two thirds of hospitals and clinics had been partially or completely destroyed and three-quarters of water and sanitation facilities needed to be rehabilitated.Despite the military gains, UNICEF said, 2.2 million people remain trapped in areas under the control of Boko Haram - which is trying to establish a caliphate in the southern reaches of the Sahara - or are staying in camps, fearful of going home.Boko Haram is thought to have killed as many as 15,000 people since the launch of its insurgency in 2009.Responding to its battlefield setbacks, Boko Haram has turned to suicide bombings, many involving children.UNICEF said it had recorded 38 cases of child suicide bombings so far this year, against 44 in the whole of 2015 and just four the year before that.(Reporting by Ed Cropley; editing by Mark Heinrich)"
9,THE WORLDPOST,"Truck Driver Playing 'Pokemon Go' Kills Pedestrian In Japan, Police Say",,https://www.huffingtonpost.com/entry/pokemon-go-death-japan_us_57be8338e4b04193420d8e44,Another pedestrian was also injured in the crash.,2016-08-25,"Flowers are laid near the scene where a passer-by was killed after being hit by a driver who was allegedly playing ""Pokemon Go"" while driving in Tokushima, Japan.",https://img.huffingtonpost.com/asset/57be9295170000aa0fc75565.jpeg?ops=scalefit_720_noupscale,"TOKYO, Aug 25 (Reuters) - A Japanese truck driver playing Pokemon Go while driving hit two women, killing one and injuring the other, in Japan’s first death related to the Nintendo Co craze.The driver said he had been distracted by the game after his arrest for negligent driving following the accident on Wednesday evening, a spokesman for the Tokushima prefectural police said.“The driver is still in custody. No decision has been made yet on whether to proceed with a prosecution,” he addedA spokesman for Niantic Inc, which developed Pokemon GO jointly with Nintendo affiliate Pokemon Company, said the company had added a pop-up to the Pokemon Go screen when it detected an increase in speed asking for confirmation the user was not driving.He didn’t say whether the developer would take further steps to guard against accidents.A spokesman for Nintendo offered condolences to the family of the dead woman.“Pokemon Company and Niantic endeavor to create an environment where people can play the game safely and we will continue to do that,” he added when asked whether the company would take any new measures to guard against accidents.The popularity of augmented-reality Pokemon Go around the world has generated crowds of people in parks and other public places as user search for monsters, but has also been blamed for injuries and robberies of distracted users.Signs at parks and other places in Japan have asked users to avoid creating a nuisance.Pokemon incidents elsewhere have spurned warnings from authorities for users to play responsibly.In Taiwan on Sunday Pokemon Go monster hunters caused a stampede in Taipei blocking streets in the capital. Police there have increased fines on scooter riders found playing the game in traffic.News reports in July claimed that a Guatemalan teenager was the first Pokemon fatality after he was shot breaking into a house while playing the game.Also in July, Pokemon Go players were robbed of their smartphones at gunpoint in a north London park in Britain, while four teens in Missouri in the U.S. used the game to target around a dozen people into armed robberies."
