,category,headline,authors,link,short descr,date,image_caption(s),image_link(s),article
0,POLITICS,Hillary Clinton Is Doing Better In States With Highly Educated White Populations,Ariel Edwards-Levy and Janie Velencia,https://www.huffingtonpost.com/entry/hillary-clinton-college-educated-whites_us_57c5d19ee4b0664f13cb0530,The demographic is one Donald Trump can't afford to lose.,2016-08-30,"Democratic presidential nominee Hillary Clinton speaks at a rally at Truckee Meadows Community College in Reno, Nevada, Aug. 25, 2016.",https://img.huffingtonpost.com/asset/57c5d7b31700000011c76791.jpeg?ops=scalefit_720_noupscale,"Hillary Clinton is winning in states with a greater proportion of highly educated white voters, a demographic that her rival Donald Trump needs to win over in order to have a shot at the presidency.Clinton polls proportionally better in states that have a higher ratio of white people with college degrees relative to the overall number of white people in the state. As the following chart shows, in the 21 states where HuffPost Pollster has enough survey data to estimate the state of the race, there’s a moderately positive correlation between Clinton’s margin and the percentage of whites over age 25 who’ve obtained a bachelor’s degree.These white, highly educated Americans, who have tended to lean Republican, could help to reshape the electoral map, keeping Clinton competitive in traditionally red states and contributing to her advantage in states like Colorado and Virginia, where races have often been closer.As The Atlantic’s Ron Brownstein notes, winning over educated white voters is crucial for Trump. With white voters who don’t have a college education still largely in Trump’s camp, and nonwhite voters unlikely to give him much support, “that leaves college-educated whites as the campaign’s most closely contested ― and conflicted ― major constituency,” Brownstein wrote in July.“Even if [Trump] grows among blue-collar whites to Reagan ’84 levels, his struggles among non-whites means he likely can’t win without capturing either slightly below or just above 60 percent of college-educated whites, depending on how large a share of the vote they comprise,” Brownstein went on. “For comparison, the exit polls showed Romney winning 56 percent of white-collar whites last time.”Now, a month later, Trump seems increasingly unlikely to match even those numbers. Clinton leads among white voters with college degrees by 10 points, 46 percent to 36 percent, according to the most recent YouGov/Economist poll. Other surveys have shown her leading among that group by smaller margins.If those numbers hold, they would mark a significant realignment along educational lines, making Trump the first Republican presidential candidate in 60 years to lose white college graduates.Clinton’s strength among that demographic is the culmination of a long shift in American politics.As recently as 1992, there was no correlation between the share of a state’s population with a college degree and that state’s willingness to vote Republican, according to Lee Drutman, a senior fellow at the New America Foundation. By 2012, Democrats were performing markedly better in more educated states.“Republicans and Democrats essentially underwent a four-decade exchange program,” Drutman wrote. “Democrats sent Republicans their non-college-educated, culturally conservative white voters, mostly in declining rural and exurban areas, who had once been the core of the New Deal. In return, Democrats got culturally liberal wealthy professionals, largely in prosperous urban and suburban areas, many of whom were once ‘Rockefeller Republicans’ and had once opposed many elements of the New Deal.”Trump’s weakness with well-educated white voters, in fact, could explain his recent outreach to black and Latino voters. Polls have shown that one of the things college-educated whites don’t like about Trump is their belief that he is either racist or willing to use racist themes in his campaign. It’s been argued that his newfound concern about minorities may be less about winning voters of color and more about persuading skeptical white voters that he is not a racist.S.V. Date contributed reporting.Editor’s note: Donald Trump regularly incites political violence and is a serial liar, rampant xenophobe, racist, misogynist and birther who has repeatedly pledged to ban all Muslims — 1.6 billion members of an entire religion — from entering the U.S."
1,POLITICS,California Lawmakers Pass Mandatory Jail Bill Inspired By Stanford Rape Case,"By Dan Whitcomb, Reuters",https://www.huffingtonpost.com/entry/stanford-rape-case-bill_us_57c550f6e4b0cdfc5ac90704,The bill now goes to Democratic Governor Jerry Brown for his approval.,2016-08-30,Former Stanford student Brock Turner was sentenced to six months in county jail for the sexual assault of an unconscious and intoxicated woman. He will be released on Friday.,https://img.huffingtonpost.com/asset/57c552081800002100bcdf93.jpeg?cache=9PsDeHrmmu&ops=scalefit_720_noupscale,"California lawmakers, responding to outrage over the six-month jail term given to a former Stanford University swimmer after his conviction for sexually assaulting an unconscious woman, passed legislation on Monday closing a loophole that allowed the sentence.The bill now goes to Democratic Governor Jerry Brown for his approval. He has not indicated whether he will sign it into law.The measure was introduced in response to the sentence given to 20-year-old Brock Turner by Santa Clara County Superior Court Judge Aaron Persky in June, which was widely condemned as too lenient.Prosecutors had asked that Turner be given six years in state prison. He is scheduled to be released on Friday from jail in Northern California.“Sexually assaulting an unconscious or intoxicated victim is a terrible crime and our laws need to reflect that,” Democratic Assemblyman Bill Dodd, a co-author of the legislation, said in a written statement following its passage.Turner was convicted of assault with intent to commit rape, penetration of an intoxicated person and penetration of an unconscious person in the January 2015 attack. Under California law, those charges are not considered rape because they did not involve penile penetration.The uproar over the sentence, fueled in part by the victim’s harrowing letter in which she detailed the assault in graphic terms, comes amid growing outrage over sexual assault on U.S. college campuses.“This bill is about more than sentencing, it’s about supporting victims and changing the culture on our college campuses to help prevent future crimes,” Dodd said.The case has also led to efforts to remove Persky from the bench. Earlier this month, the judge asked for a transfer to civil court.According to the legislators, current California law calls for a mandatory prison term in cases of rape or sexual assault where force is used, but not when the victim is unconscious or severely intoxicated and thus unable to resist.The bill, which faced no serious opposition in the Democratic-controlled legislature, would eliminate a judge’s discretion to sentence defendants convicted of such crimes to probation. Under its provisions, Turner would have faced a minimum of three years behind bars.Need help? Visit RAINN’s National Sexual Assault Online Hotline or the National Sexual Violence Resource Center’s website."
2,QUEER VOICES,New Play Finds Hope And Comedy Amid Struggles In Queer Lives,Curtis M. Wong,https://www.huffingtonpost.com/entry/the-jamb-new-play_us_57c4674ce4b09cd22d91ad2e,"""The Jamb"" aspires to be a non-sanitized look at LGBT people ""in all their complexity.""",2016-08-30,"Brantley sees his new show as a reminder of “how much better life is when lived honestly, and shared with others.”",https://img.huffingtonpost.com/asset/57c4b9fc1800002100bcde97.jpeg?ops=scalefit_720_noupscale,"New York actor-playwright J. Stephen Brantley and director David Drake are hoping to put an optimistic spin on the trials and tribulations of recovering drug addicts in the queer community with a new, introspective play.“The Jamb,” which is billed as a “punk-rock rom-com on crystal meth,” focuses on the lives of two gay men who grew up in a post-Stonewall era, but who came of age before the era of “Will and Grace” and all that followed afterward.Brantley stars as Roderick, a former punk who has “gone straightedge” as he inches closer to 40, embracing LGBT activism and martial arts along the way. His pal, Tuffer (Nic Grellli), has had the opposite trajectory, and continues to abuse substances while dating ― and discarding ― a series of young lovers.When things take a turn for the worse, Roderick stages an intervention that ultimately takes the pair to New Mexico, where they both “hit bottom on the high desert.”The new play, which opens Sept. 1 at the Kraine Theater in Manhattan, echoes themes Brantley first examined in 2014’s “Chicken-Fried Ciccone,” which Drake also directed. That show saw the Texas-born Brantley recalling his struggle with heroin addiction and brush with homelessness through hit Madonna songs, including “Like a Virgin” and “Vogue.”Similarly, “The Jamb” is inspired by music – in this case, punk rock – as well as many of Brantley’s personal experiences with addiction and sex. Still, the actor-playwright told The Huffington Post that he wrote the piece from the “perspective of those who want to save an addict from self-destruction” as opposed to that of an addict themselves.“Even now, we don’t see a whole lot of queer characters over 30 that aren’t tragic or boring. Stories about gay men and drug use tend to end badly, and there is truth in that, of course,” he said. “But there’s also hope and resilience – I should know.”The personal feel of Brantley’s work instantly appealed to Drake, whose award-winning solo play, “The Night Larry Kramer Kissed Me,” was a landmark drama based on his own coming-of-age during the HIV/AIDS crisis.Drake praised Brantley’s “inspiring way of zeroing in on the truth of a moment” and willingness to take “fearless leaps of faith” in his work. The pair first began working on “The Jamb” in 2008, and the eight-year process has “mirrored our own journey of wisdom and maturity,” he said.Noting that he’s “really interested in representing LGBT people in all their complexity,” Brantley was also quick to stress the romantic comedy nature of “The Jamb,” noting that the relationship at the core of the story is partly inspired by the John Hughes classic, “Sixteen Candles.”Ultimately, he sees the show as a reminder of “how much better life is when lived honestly, and shared with others.”“Queer folks have struggled long and hard for their piece but, now that we’re finally at the table, we should split dessert,” he said. “Life is sweeter that way.”J. Stephen Brantley stars in “The Jamb,” which opens Sept. 1 at the Kraine Theater in New York. Head here for more details. "
3,POLITICS,Trump Hits Clinton For Not Doing News Conferences While Banning Reporters From His Pressers,S.V. Date,https://www.huffingtonpost.com/entry/donald-trump-news-conference-media_us_57c5f496e4b0a22de092e8f4,The GOP nominee's media blacklist has excluded a big chunk of the press corps.,2016-08-30,"Donald Trump and the Republican Party have attacked Democratic nominee Hillary Clinton for not holding news conferences, even though he has banned dozens of reporters from attending his own.",https://img.huffingtonpost.com/asset/57c5f6d9180000dd10bce262.jpeg?ops=scalefit_720_noupscale,"WASHINGTON – Republicans have ramped up their hammering of Hillary Clinton for not holding a news conference this year – even as their own presidential nominee has been banning dozens of journalists from participating in his.Trump has banned Univision, Buzzfeed, The Huffington Post, The Daily Beast, The Des Moines Register, Politico and The Washington Post from receiving credentials to his campaign events, including news conferences. The ban prevents reporters who have produced some of the most critical coverage of Trump from even attending, let alone asking questions.The news organizations were blacklisted because of coverage Trump did not like. (Many of the banned news organizations, though, including this publication, are taking part in a rotation for pool coverage of Trump through the election.) The Des Moines Register was banned after its editorial board called on Trump to drop out of the GOP race last July. HuffPost was also banned last summer after its editors relegated coverage of Trump to its entertainment section. Politico was banned this spring after it ran a story questioning the temperament of its first campaign manager.This record, though, has not stopped Trump and the RNC from trying to exploit the Democratic presidential nominee’s aversion to question-and-answer sessions with the reporters who cover her campaign daily.At the Democratic National Convention in Philadelphia, former New York City mayor Rudy Giuliani scolded reporters for not more forcefully demanding news conferences from Clinton. “You, the press should be ashamed of yourself. You should be ashamed for not doing your job,” said Giuliani, now a top Trump supporter. “She should not be allowed to run for president and hide in an ivory tower.”In the intervening weeks, Republican leaders have taken to taunting Clinton on Twitter, in interviews and in their daily emails to campaign reporters.“Why is the press OK with that?” asked Trump campaign manager Kellyanne Conway last week on CNBC. “Two hundred and sixty days, you could have had a baby by then.”Starting last week, the campaign also began sending out emails counting how many days have passed since Clinton’s last formal news conference in December. “HIDING HILLARY: DAY 269,” was the subject line for Tuesday’s, which included a statement from Trump spokesman Jason Miller demanding “full transparency.”On the issue of transparency, however, the Trump campaign lags far behind the Clinton operation in one key area: fundraising.The Clinton campaign, from the day it was launched, has disclosed the location of every fundraiser, the name of the hosts, how many were in attendance and what the minimum donation amount was. The practice has been common for presidential campaigns in recent years. Both President Barack Obama and GOP nominee Mitt Romney routinely disclosed this information in 2012.Clinton, for example, on Monday released information on three fundraisers she attended in the Hamptons. The third, according to the campaign, was held at the home of Tracy and Jay Snyder in East Hampton, where the 25 attendees each donated a minimum of $33,400 to attend.Trump also held a fundraiser Monday, at a private home near the Stanford University campus in Woodside, California. His campaign revealed zero information about who attended or how much was raised.Neither the Trump campaign nor the Republican National Committee, which co-sponsors his events as part of a joint fundraising agreement, responded to requests for comment from HuffPost.The names of donors and the amounts contributed are eventually reported to the Federal Election Commission, but those records do not reveal the names of the hosts or event locations.Editor’s note: Donald Trump regularly incites political violence and is a serial liar, rampant xenophobe, racist, misogynist and birther who has repeatedly pledged to ban all Muslims — 1.6 billion members of an entire religion — from entering the U.S."
4,BLACK VOICES,Jerry Rice Rebukes Colin Kaepernick: 'All Lives Matter',Daniel Marans,https://www.huffingtonpost.com/entry/jerry-rice-colin-kaepernick-all-lives-matter_us_57c5a2a6e4b0664f13ca9a3b,The former football player trotted out the flawed argument on Twitter.,2016-08-30,Former San Francisco 49ers wide receiver Jerry Rice publicly challenged Colin Kaepernick's national anthem protest.,https://img.huffingtonpost.com/asset/57c5a389180000dd10bce098.jpeg?cache=LMj1LL4xNy&ops=scalefit_720_noupscale,"Football legend Jerry Rice used a discredited talking point to ask San Francisco 49ers quarterback Colin Kaepernick to end his protest of the national anthem.Rice, a Hall of Fame wide receiver who spent the bulk of his career on the 49ers, began a tweet about Kaepernick on Monday night with the phrase “all lives matter.” He then asked the NFL player to stand for “The Star-Spangled Banner” so as not to “disrespect the Flag.”“All lives matter” is a critical retort to the phrase “black lives matter,” as well as the protest movement against police brutality and structural racism that goes by the same name. The “all lives matter” camp fails to realize that the lives of black Americans are disproportionately destroyed by the criminal justice system, civil rights advocates point out.Some Twitter users scolded Rice for the controversial tweet and for speaking out against Kaepernick’s actions at all.Rice’s tweet also appears to reference a quote from Rodney King, the victim of a horrendous police beating in 1991 that was caught on camera. After a jury acquitted the Los Angeles cops involved in the incident, King famously pleaded against rioting by saying, “Can we all get along?”Rice used almost the same wording on Twitter.Kaepernick refused to stand for the national anthem at a preseason game on Friday night, arguing that he did not want to “show pride in a flag for a country that oppresses black people and people of color.” Despite criticism from other players and the public, the 49ers quarterback is defending the gesture as a way to protest racism in the U.S., particularly police brutality.Kaepernick said on Sunday that he will sit during the anthem in forthcoming football games."
5,IMPACT,Brazil's Free School Meal Program Helps Local Farmers Stay In Business,Eleanor Goldberg,https://www.huffingtonpost.com/entry/brazils-free-school-food-program-helps-local-farmers-stay-in-business_us_57c5d30fe4b0cdfc5ac9c150,The program guarantees them a local market and has helped to expand formal land rights.,2016-08-30,"Farmer Rudelvi Bombarda checks his soybean crops for damaging caterpillars in Barreiras, Bahia state, February 6, 2014.",https://img.huffingtonpost.com/asset/57c5e4001600003503bff789.jpeg?ops=scalefit_720_noupscale,"BRASILIA, Aug 30 (Thomson Reuters Foundation) - At an elementary school in Brazil’s capital, students are not too concerned about who has produced their food as they tuck into an afternoon snack of pineapple and watermelon.Nevertheless, they are among 45 million students benefiting from the world’s biggest universal school feeding programme, whose meals are helping keep Brazil’s small farmers on the land.Family farmers and cooperatives have seen their fortunes rise as a result of the programme, which guarantees them a local market and has helped to expand formal land rights nationwide.“Incomes have increased significantly because of it,” Amanda Venturim, agricultural adviser to a cooperative of 56 small farmers outside Brasilia, told the Thomson Reuters Foundation.“The government makes a contract with us beforehand so farmers know how much food they need to produce and how much they will receive,” said Venturim, standing beside vast grain elevators on the dry savannah land that surrounds the capital.The cooperative has been selling food to the government for school meals for three years, she said, enabling farmers to invest in new equipment and to retain control of their land.LOCAL PREFERENCEFirst developed in the 1950s, Brazil’s school feeding initiative has expanded rapidly over the past decade as part of a successful push for “zero hunger” in Latin America’s most populous country.About a quarter of Brazilians receive free meals under the programme as it provides food to all of the country’s students enrolled in government schools.Brazil has about five million small farms, according to the U.N.’s Centre of Excellence Against Hunger in Brasilia. These farmers are some of the prime beneficiaries of hundreds of millions of dollars of government spending on school meals.A 2009 law stipulates that authorities must spend at least 30 percent of their school meal budget on produce from smallholder farmers.At the elementary school in south Brasilia, nutritionist Sumara de Oliveira Santana said the law is helping farmers to stay on the land because it encourages local production.“Smallholder farmers and local producers have priority when we buy food for the schools,” Santana told the Thomson Reuters Foundation, as she supervised several dozen rowdy students during snack break.For their part, the kids were not too concerned with the details of land politics.“Pineapple is my favourite fruit for a snack,” said seven-year-old Anderson Souza. “For lunch I like meat, but I don’t know where all the food comes from.”LANDED FARMERSMost of Brazil’s food - about 70 percent of what’s consumed in the country - comes from small farmers, according to the U.N.About three-quarters of these small farms are owned by farmers who have official land title deeds, according to government data.Access to a guaranteed market through the feeding programme allows small farmers to keep control of their land, Venturim said.Farmers say they now know roughly how much they will be earning each year and can apply for credit and other government support due to their participation in the initiative.It means they don’t have to migrate to cities in search of work, unlike many farmers in the developing world who leave their land in the hopes of earning more in the city.The programme also helps farmers make decisions on investing in new seeds or technology because they can plan ahead on what crops they will grow by liasing with nutritionists like Santana.UNIQUE LINKAcross Brazil, more than one million small farms have no formal land title deeds, according to official data. These farmers simply occupy the land where they produce or live in settlements with no formal title, but even they benefit from the programme.Having a direct relationships with the state through the school feeding programme helps small farmers and cooperatives to gain formal ownership over their land.Many farmers who work with Venturim on the cooperative farm lease public land from the state, but they use their earnings from school meal contracts as a springboard to gain title deeds.“We have a process going to receive final land titles,” Venturim said. “Now, we have a concession, but we would rather be owners.”Formal title deeds can be difficult for small farmers to obtain; the process for formalising land claims has been criticised as expensive, time-consuming and bureaucratic.As Brazil is mired in political crisis and suffers its worst recession since the 1930s, analysts see the school feeding programme and its support for small farmers’ land rights as a rare public policy bright spot.“We believe this is an excellent example for other countries,” Isadora Ferreira, a U.N. official who monitors the programme, told the Thomson Reuters Foundation.“The link with smallholder farmers in unique.”(Reporting By Chris Arsenault; Editing by Jo Griffin; Please credit the Thomson Reuters Foundation, the charitable arm of Thomson Reuters, that covers humanitarian news, women’s rights, trafficking and climate change. Visit news.trust.org)"
6,IMPACT,Brazil's Free School Meal Program Helps Local Farmers Stay In Business,Eleanor Goldberg,https://www.huffingtonpost.com/entry/brazils-free-school-food-program-helps-local-farmers-stay-in-business_us_57c5d30fe4b0cdfc5ac9c150,The program guarantees them a local market and has helped to expand formal land rights.,2016-08-30,"Brazilian farmer Manoel Jose Leite walks in an area reafforested with acai trees, in Anapu, in the northern Brazilian state of Para, on June 1, 2012.",https://img.huffingtonpost.com/asset/57c5e74f1700000011c767f1.jpeg?ops=scalefit_720_noupscale,"BRASILIA, Aug 30 (Thomson Reuters Foundation) - At an elementary school in Brazil’s capital, students are not too concerned about who has produced their food as they tuck into an afternoon snack of pineapple and watermelon.Nevertheless, they are among 45 million students benefiting from the world’s biggest universal school feeding programme, whose meals are helping keep Brazil’s small farmers on the land.Family farmers and cooperatives have seen their fortunes rise as a result of the programme, which guarantees them a local market and has helped to expand formal land rights nationwide.“Incomes have increased significantly because of it,” Amanda Venturim, agricultural adviser to a cooperative of 56 small farmers outside Brasilia, told the Thomson Reuters Foundation.“The government makes a contract with us beforehand so farmers know how much food they need to produce and how much they will receive,” said Venturim, standing beside vast grain elevators on the dry savannah land that surrounds the capital.The cooperative has been selling food to the government for school meals for three years, she said, enabling farmers to invest in new equipment and to retain control of their land.LOCAL PREFERENCEFirst developed in the 1950s, Brazil’s school feeding initiative has expanded rapidly over the past decade as part of a successful push for “zero hunger” in Latin America’s most populous country.About a quarter of Brazilians receive free meals under the programme as it provides food to all of the country’s students enrolled in government schools.Brazil has about five million small farms, according to the U.N.’s Centre of Excellence Against Hunger in Brasilia. These farmers are some of the prime beneficiaries of hundreds of millions of dollars of government spending on school meals.A 2009 law stipulates that authorities must spend at least 30 percent of their school meal budget on produce from smallholder farmers.At the elementary school in south Brasilia, nutritionist Sumara de Oliveira Santana said the law is helping farmers to stay on the land because it encourages local production.“Smallholder farmers and local producers have priority when we buy food for the schools,” Santana told the Thomson Reuters Foundation, as she supervised several dozen rowdy students during snack break.For their part, the kids were not too concerned with the details of land politics.“Pineapple is my favourite fruit for a snack,” said seven-year-old Anderson Souza. “For lunch I like meat, but I don’t know where all the food comes from.”LANDED FARMERSMost of Brazil’s food - about 70 percent of what’s consumed in the country - comes from small farmers, according to the U.N.About three-quarters of these small farms are owned by farmers who have official land title deeds, according to government data.Access to a guaranteed market through the feeding programme allows small farmers to keep control of their land, Venturim said.Farmers say they now know roughly how much they will be earning each year and can apply for credit and other government support due to their participation in the initiative.It means they don’t have to migrate to cities in search of work, unlike many farmers in the developing world who leave their land in the hopes of earning more in the city.The programme also helps farmers make decisions on investing in new seeds or technology because they can plan ahead on what crops they will grow by liasing with nutritionists like Santana.UNIQUE LINKAcross Brazil, more than one million small farms have no formal land title deeds, according to official data. These farmers simply occupy the land where they produce or live in settlements with no formal title, but even they benefit from the programme.Having a direct relationships with the state through the school feeding programme helps small farmers and cooperatives to gain formal ownership over their land.Many farmers who work with Venturim on the cooperative farm lease public land from the state, but they use their earnings from school meal contracts as a springboard to gain title deeds.“We have a process going to receive final land titles,” Venturim said. “Now, we have a concession, but we would rather be owners.”Formal title deeds can be difficult for small farmers to obtain; the process for formalising land claims has been criticised as expensive, time-consuming and bureaucratic.As Brazil is mired in political crisis and suffers its worst recession since the 1930s, analysts see the school feeding programme and its support for small farmers’ land rights as a rare public policy bright spot.“We believe this is an excellent example for other countries,” Isadora Ferreira, a U.N. official who monitors the programme, told the Thomson Reuters Foundation.“The link with smallholder farmers in unique.”(Reporting By Chris Arsenault; Editing by Jo Griffin; Please credit the Thomson Reuters Foundation, the charitable arm of Thomson Reuters, that covers humanitarian news, women’s rights, trafficking and climate change. Visit news.trust.org)"
7,QUEER VOICES,Iconic '90s Band Helped This Couple Open Up About Their Sexuality,Curtis M. Wong,https://www.huffingtonpost.com/entry/roxette-some-other-summer-video_us_57c4994ee4b0cdfc5ac8b9a7,"A nod from Roxette gave these Polish guys, Jacob and David, some much-needed pride.",2016-08-30,"“In Poland, gay life is not easy. So even such a small thing like a support from a music star makes you feel better and proud of being gay,” Jakub Hajduk (right) said.",https://img.huffingtonpost.com/asset/57c4f9651600002900bff4c8.png?cache=6uhlfPzxWp&ops=scalefit_720_noupscale,"A Polish gay couple repurposed Roxette’s new dance-pop single, “Some Other Summer,” as their coming out anthem and we can’t get enough of it.Jacob Hajduk posted the above clip on Youtube July 16, which shows him lip-syncing the song with his longtime boyfriend, David, while vacationing in the Baltic Sea. Hajduk said he’d only intended to share the video with his close friends, but it soon caught the eye of Roxette, who shared it to their official Facebook page. Since then, it has received over 55,000 views.Hajduk told The Huffington Post that he and his boyfriend wanted “to show people that gay love is no different than [any other kind of] love,” and they didn’t intend to make a strong political statement when they created the video. “We are just ordinary people. We have fun, we love, we care for each other the same way [everyone else] does,” he said. “That’s not so obvious for people in Poland.” The acknowledgement from Roxette, which is best known in the U.S. for ‘90s hits like “Joyride” and “It Must Have Been Love,” meant a lot to the guys, who are lifelong fans. “We were really amazed,” Hajduk told HuffPost. “I was a Roxette fan when I was a kid, and David likes them, too, so that’s really great that now, they like something that we do.” The men hope the impact of the video will resonate in their native Poland, where same-sex marriage remains illegal and recent efforts to expand anti-discrimination measures to include the LGBT community have gone nowhere. “In Poland, gay life is not easy,” Hajduk said. “So even such a small thing like a support from a music star makes you feel better and proud of being gay.” Kudos for creativity, guys! "
8,ENTERTAINMENT,"Dean Wetter, Husband Of Heart Singer, Arrested For Allegedly Punching, Slapping Teens",Carly Ledbetter,https://www.huffingtonpost.com/entry/husband-of-heart-singer-arrested-for-allegedly-punching-slapping-teens_us_57c5c702e4b0664f13cadc56,Dean Stuart Wetter married Heart's Ann Wilson in 2015.,2016-08-30,"Dean Wetter and Ann Wilson attend the Lena Dunham and Planned Parenthood Host Sex, Politics & Film Cocktail Reception on Jan. 24, 2016 in Park City, Utah.",https://img.huffingtonpost.com/asset/57c5cb7e1800002100bce15a.jpeg?cache=azaRhsNtWf&ops=crop_0_129_1997_1697%2Cscalefit_720_noupscale,"Heart singer Ann Wilson’s husband, 65-year-old Dean Stuart Wetter, was arrested after allegedly assaulting two of Wilson’s teenage nephews, according to the Seattle Times. The incident occurred Friday in Seattle during one of Wilson’s concerts.According to probable-cause documents obtained by the news outlet, the incident started when the 16-year-old twins wanted to look around Wilson’s new tour bus. After obtaining permission from Wetter, the boys looked around but forgot to close the bus door when they left. Wetter allegedly slapped and punched the teenagers and supposedly even grabbed one by the throat. Documents obtained by Seattle Times say that the 65-year-old’s alleged attack caused one of the boys to complain “a sore, raspy throat, fear of dying and pain in his throat area.”People reports the the twins are Wilson’s nephews and the sons of her sister, Nancy Wilson, and her ex, director Cameron Crowe. Ann Wilson’s rep told People, “Since this is a family matter, it is asked that you respect their privacy.”Wetter was booked on assault charges at King County Jail in Kent, Washington, early Saturday morning. He was released after posting a $10,000 bond Monday night and is due back in court Wednesday. The Huffington Post has reached out to Wilson’s reps for comment and will update this post accordingly. "
9,CRIME,Alleged Sex Offender Found With 4 Missing Children In Louisiana,Nina Golgowski,https://www.huffingtonpost.com/entry/joseph-moreno-penny-rascon_us_57c58605e4b0cdfc5ac91bf5,"Joseph Moreno, 37, and Penny Rascon, 37, had been wanted in California.",2016-08-30,"Joseph Moreno, 37, and Penny Rascon, 37, were arrested early Sunday in Louisiana, concluding a multi-state manhunt.",https://img.huffingtonpost.com/asset/57c586b6170000a014c76619.png?cache=f8XfnJKBEi&ops=crop_581_359_745_414%2Cscalefit_720_noupscale,"A multi-state search for an accused sex offender and four missing kids ended with the children’s safe recovery Sunday, authorities said.Joseph Moreno, 37, and Penny Rascon, 37, who had been wanted in California, were located at a convenience store outside New Orleans, according to Louisiana state police.In Moreno and Rascon’s car, state troopers found Rascon’s four children, ages 4, 6, 7 and 8. All four had been reported missing in California and have since been released to Louisiana’s Department of Children and Family Services, police said in a release.Moreno and Rascon were booked into the Acadia Parish Sheriff’s Office. Moreno faces an active arrest warrant from California for three counts of lewd and lascivious acts on a child under the age of 14. Rascon was booked for child abduction.State police had received information that the couple might be heading to Louisiana, prompting an alert. It’s not clear why Moreno and Rascon went to Louisiana or why police anticipated that they might.Nonetheless, two state troopers who received the alert recognized Moreno in the Arcadia Parish store around 3 a.m. Rascon and her children were then found in the parking lot, police said.The kids were described as hungry and dirty, having not bathed in several days. Troopers purchased food and drinks for them before transporting them back to their headquarters, where they were treated to toys and visits by other troopers, state police said.“This is an excellent example of Troopers working hand in hand with law enforcement across the nation to help those in need,” Col. Mike Edmonson, Louisiana’s state police superintendent, said in a release. “The successful recovery of these four children is proof that law enforcement partnerships work. Troopers will continue to work with our established partners to seek out and bring to justice those who wish to harm our children.”"
