,category,headline,authors,link,short descr,date,image_caption(s),image_link(s),article
0,POLITICS,"Trump 'The Dealmaker' Could Address Clean Energy, Lindsey Graham Says",Max Greenwood,https://www.huffingtonpost.com/entry/graham-trump-clean-energy_us_57e44e58e4b0e28b2b53211b,But first you have to convince him it’ll make money.,2016-09-22,"Sen. Lindsey Graham (R-S.C.) says that if Donald Trump is elected president, he might pursue a clean energy policy, but only if he believes it's a smart business move.",https://img.huffingtonpost.com/asset/57e44ebf1b00002d00ef18f0.jpeg?cache=V7ZnL8JmBP&ops=scalefit_720_noupscale,"Republican presidential nominee Donald Trump could embrace a clean energy policy as president, but only if he can be convinced that it’s a good business decision, Sen. Lindsey Graham (R-S.C.) told The Huffington Post on Thursday.“He’s the type of guy that, if you show him that’s the only pathway forward, he may have more sensitivity to the environmental side,” Graham said.Graham has acknowledged the reality of climate change, which makes him something of an outlier among Republican lawmakers. Trump has called climate change a hoax perpetrated by China to hurt U.S. manufacturing. Graham has been critical of Trump since they both were competing in the GOP presidential primary. In June, the South Carolina senator called on fellow Republicans to unendorse Trump after the billionaire estate mogul claimed that a judge presiding over a lawsuit against him was unfit to serve on the bench because of his Mexican heritage.“If anybody was looking for an off-ramp, this is probably it,” Graham told The New York Times then.Trump’s skepticism on climate change has severely hurt the GOP presidential nominee with young voters, Graham said, since the vast majority of them firmly accept that human activity is causing significant shifts in Earth’s climate. “Trump the dealmaker may emerge here if he gets to be president,” Graham said. “But when you’re campaigning for president, this is one reason he’s hurting with millennials. Millennials overwhelmingly believe that climate change is real, and when they hear a candidate say it’s a Chinese hoax, I think that is a barrier to growing the vote.”On Thursday, however, Trump spoke to a gathering of fracking industry leaders, promising to lift environmental regulations and open more federal land to drilling ― probably not exactly what Graham had in mind. Graham’s comments came moments after the senator spoke at a gathering of conservatives to discuss clean energy efforts. In his speech, Graham urged Republicans to join the ranks of climate change believers, and criticized the party’s lack of environmental awareness.“Does anybody know what the environmental platform of the Republican Party is?” Graham asked. “Neither do I.” Editor’s note: Donald Trump regularly incites political violence and is a serial liar, rampant xenophobe, racist, misogynist and birther who has repeatedly pledged to ban all Muslims — 1.6 billion members of an entire religion — from entering the U.S."
1,POLITICS,"Donald Trump Presidency Would Mean The 'Decimation Of Public Education,' Says Top Teachers Union Leader",Amanda Terkel,https://www.huffingtonpost.com/entry/randi-weingarten-donald-trump_us_57e41377e4b0e28b2b52bd62,"""The guy’s narcissism makes him so dangerous.""",2016-09-22,"American Federation of Teachers President Randi Weingarten is a surrogate for Hillary Clinton, whom she has worked with for decades.",https://img.huffingtonpost.com/asset/default-missing-image.jpg?cache=jIO2VoZgTY&ops=crop_0_183_1992_1115%2Cscalefit_720_noupscale,"WASHINGTON ― Randi Weingarten has been an outspoken surrogate for Hillary Clinton. She spoke at the Democratic National Convention in August, and her American Federation of Teachers was the first national labor union to make a presidential endorsement in the 2016 cycle.The reason she’s so worried about Donald Trump, she told a small gathering of reporters Wednesday, goes far beyond what he would do to schools in this country. Think launching a war based on a bruised ego and fundamentally changing what it means to be president of the United States. “The guy’s narcissism makes him so dangerous,” Weingarten said. “You have no idea sitting here whether he would get us into a war simply because he’s mad at someone. There’s not someone who’s been elected as president who is as mercurial, who is as dangerous, as what this guy says any day of the week.”Weingarten has already heard from teachers around the country who are worried about what effect Trump’s rhetoric is having on students. A teacher in Dearborn, Michigan, for example, told her she had a student come up and ask whether she and her family will be deported. In March, The Washington Post reported that third-grade students in Fairfax County, Virginia, told a child with darker skin that he would have to leave if Trump becomes president. And at a high school basketball game in Indiana, students from a predominantly white school chanted “Build the wall!” ― a Trump refrain ― when playing a predominantly Latino school.“If the guy running for president mocks a disabled reporter the way he did, what do you do if you are a schoolteacher now after that? ... When we try in schools to stop bullying, to increase tolerance, to celebrate diversity, how do you have the president of the United States doing exactly the opposite? How do you create an environment that respects each other, that teaches people if that happens?” she asked. Weingarten said AFT is considering having town hall meetings allowing teachers to step forward and testify about this “Trump effect” and what is happening in schools.The labor leader has also spoken out about Trump’s $20 billion voucher proposal, which would use federal funds to create state-run block grants allowing students to enroll in private and charter schools. Weingarten said it would take away federal funds for low-income students, students with disabilities and other public school resources, as well as Pell Grants used to attend college. “It’s the decimation of public education,” she said, “and no one should pretend it’s anything other than that.”The Trump campaign did not return a request for comment.Weingarten has already been talked about as a possible education secretary in a Clinton administration, but she said she wasn’t focused on that prospect and said it was “ridiculous” to speculate about it right now.“My focus right now is on doing everything in our power to save our country and save civilization,” she said, “which means to get Hillary Clinton elected.”Editor’s note: Donald Trump regularly incites political violence and is a serial liar, rampant xenophobe, racist, misogynist and birther who has repeatedly pledged to ban all Muslims — 1.6 billion members of an entire religion — from entering the U.S."
2,SPORTS,Michael Jordan Calls For Peaceful Demonstrations In Charlotte,Maxwell Strachan,https://www.huffingtonpost.com/entry/michael-jordan-keith-lamont-scott_us_57e42bc6e4b08d73b830331d,"""It is more important than ever that we restore calm and come together.""",2016-09-22,"Michael Jordan responds to a question during a news conference on on Tuesday, Oct. 28, 2014, at Time Warner Cable Arena in Charlotte, N.C.",https://img.huffingtonpost.com/asset/57e43c861800002f0031681a.jpeg?cache=PZ7iomnPZ0&ops=scalefit_720_noupscale,"Charlotte Hornets owner Michael Jordan released a statement Thursday, calling for the people of Charlotte to demonstrate peacefully and non-violently in the wake of the death of 43-year-old Keith Lamont Scott earlier this week. “In light of the tragic events of the past three days, it is more important than ever that we restore calm and come together, as a community, in peaceful demonstration and conversation, and in constructive and non-violent ways,” the former Chicago Bulls great wrote in part.What started as a peaceful vigil for Scott in Charlotte ended in riots and violence on Wednesday night. One protester was shot, and four police officers were injured as protesters looted stores and officers shot rubber bullets. Jordan has long been criticized for his seeming unwillingness to wade into political waters ― Kareem Abdul-Jabbar once said he had chosen “commerce over conscience” ― but that appears to be changing. In July, Jordan wrote in a letter released on ESPN’s The Undefeated that he felt he could “no longer stay silent” in the wake of a series of police shootings. “As a proud American, a father who lost his own dad in a senseless act of violence, and a black man, I have been deeply troubled by the deaths of African-Americans at the hands of law enforcement and angered by the cowardly and hateful targeting and killing of police officers,” Jordan wrote. “I grieve with the families who have lost loved ones, as I know their pain all too well.”Jordan’s own father, James Jordan, died in 1993 after he was found in a creek. He had been shot in the chest."
3,SPORTS,"Richard Sherman Wants To Talk About Police Shootings, Not The Game",Carla Herreria,https://www.huffingtonpost.com/entry/richard-sherman-police-shootings_us_57e303bfe4b0e28b2b521b2a,"""I’m saying, straight up, this is wrong and we need to do something,"" the Seattle Seahawks cornerback said.",2016-09-22,Colin Kaepernick #7 and Eric Reid #35 of the San Francisco 49ers kneel in protest during the national anthem prior to playing the Los Angeles Rams on September 12.,https://img.huffingtonpost.com/asset/57e31ca41b00002e00ef1512.jpeg?ops=scalefit_720_noupscale,"Richard Sherman is well known for his unconventional approach to press conferences ― and on Wednesday, the Seattle Seahawks cornerback took the stage to let reporters know what’s really on his mind.Sherman started his weekly presser with a few words on the Seahawks’ upcoming game against the San Francisco 49ers. Then he told reporters he wouldn’t be taking questions about Sunday’s game.“I’m not going to answer any questions today and it’s no offense to you guys,” Sherman told the crowd of reporters, as seen in the video below filmed by The News Tribune of Tacoma. “I think the state of things in the world today is very interesting.”Sherman used the forum to address recent fatal police shootings of black men in Tulsa, Oklahoma, and in Charlotte, North Carolina, and to talk about the importance of the national anthem protests against police violence led by the 49ers’ Colin Kaepernick and other NFL athletes.Then, still without taking any questions, Sherman walked out of the room. Scroll to read the whole transcript below.During his two-minute speech, Sherman said that certain NFL players are trying to take a stand and “raise people’s awareness,” but their message is still being ignored.“I think the last couple days a couple more guys have gotten shot and killed in the middle of the street ... and I think people are still missing the point,” Sherman said. “The reason these guys are kneeling, the reason we’re locking arms, is to bring people together to make people aware that this is not right,” he continued. “It’s not right for people to get killed in the street.”Sherman explained that he tries to inspire kids when he’s doing community service. Though he warns kids to comply with the police for their safety, he said “there’s still a chance of them getting shot and no repercussions for anyone.”“Something needs to be done,” Sherman continued. “And so, when a guy takes a knee, you can ignore it. You can say he’s not being patriotic, he’s not honoring the flag. I’m doing none of those things. I’m saying, straight up, this is wrong and we need to do something. So thank you guys, have a blessed day.”After walking out of the press conference, Sherman answered reporters’ questions in the locker room, NBC’s Pro Football Talk reported.At least 15 black people have died during police encounters since Aug. 26, when San Francisco’s Kaepernick began taking a knee during pre-game national anthems in protest of police violence, according to The Guardian.Read Sherman’s full transcript below:But I’m not going to answer any questions today and it’s no offense to you guys. I think the state of things in the world today is very interesting. I think you have players that are trying to take a stand and trying to be aware of social issue and try to make a stand an increase people’s awareness and put a spotlight on it and they’re being ignored. Whether they’re taking a knee or whether they’re locking arms, they’re trying to bring people together and unite them for a cause. I think the last couple days a couple more guys have gotten shot and killed in the middle of the street. More videos have come out of guys getting killed, and I think people are still missing the point. The reason these guys are kneeling, the reason we’re locking arms is to bring people together to make people aware that this is not right. It’s not right for people to get killed in the street."
4,QUEER VOICES,"Betty Buckley Promises Stories, Songs And Inspiration In NYC",Curtis M. Wong,https://www.huffingtonpost.com/entry/betty-buckley-story-songs_us_57e16f35e4b04a1497b6f6a3,"The Tony-winning star's latest is a collection of heartfelt ""character pieces.""",2016-09-22,"Broadway's Betty Buckley brings ""Story Songs"" to Joe's Pub at the Public Theater in New York on Sept. 22. ",https://img.huffingtonpost.com/asset/57e16fa9180000113cbd2ae3.jpeg?cache=X02SJxuYOC&ops=crop_0_240_3537_2703%2Cscalefit_720_noupscale,"From “Cats” to “Sunset Boulevard” and everything in between, Betty Buckley boasts one of the most storied careers in modern musical theater. When the Tony Award winner discusses her body of work, however, she sees herself as the master of an entirely different medium.“I think of myself as a painter, and I do these paintings every year — a new collection of paintings,” she told The Huffington Post in an entirely. “My gallery setting is a concert hall. In the moment of the concert, it’s like a gallery showing. I bring out my portrait work onstage with my brilliant musicians, and we give people an experience.”Watch Buckley sing “Memory” from the musical, “Cats,” below. Buckley’s 2016 “collection,” as it were, it called “Story Songs.” The centerpiece of the new show, which opens Sept. 22 at Joe’s Pub at the Public Theater in New York, is a new song by up-and-coming composer Joe Iconis. The song itself, “Old Flame,” was written exclusively for Buckley after she wrote Iconic (“Broadway Bounty Hunter,” “Be More Chill”) a fan letter last spring.“I’ve been a huge fan of his for a while — he’s amazing and so funny,” she said. “Old Flame,” she added, “is unlike anything I’ve ever done before. I was so inspired by what he wrote.”From there, Buckley began collecting music by the likes of Stephen Schwartz, Jason Robert Brown and even Radiohead for the new show with her longtime musical director, Christian Jacob. The result is a diverse assortment of “character pieces,” the type of which have become her signature.As it turns out, “Story Songs” caps off what Buckley describes as a “great, great summer.” In August, she wrapped an acclaimed run as “Big Edie” in a Los Angeles production of the musical, “Grey Gardens,” directed by Michael Wilson. Part of her summer was also spent filming M. Night Shyamalan’s forthcoming thriller, “Split.” The film, which opens in January, sees Buckley as a psychologist to the film’s protagonist (James McAvoy), a man with 23 different personalities.Watch the trailer for “Split” below, then scroll down to keep reading. Now that she’s back in New York, Buckley can’t wait to check out the Broadway revival of “Cats,” and see how Leona Lewis fares as Grizabella, the role for which Buckley won a Tony Award in 1983. She’s considerably less enthusiastic, however, about another spectacle: the 2016 U.S. presidential election. The famously outspoken star hasn’t minced words on Twitter when it comes to Republican nominee Donald Trump, and she remains dumbfounded by voters who support him.“That anyone is being buffaloed into this is just ludicrous,” she said. “It’s very disheartening.”All of the “frenzy,” however, makes Buckley all the more eager to focus on what she loves: her art. “I feel really blessed that I have these wonderful relationships with some great artists that I get to collaborate with,” she said. “I’m very, very blessed.”Betty Buckley brings “Story Songs” to Joe’s Pub at the Public Theater in New York from Sept. 22―25. Head here for more details. "
5,POLITICS,"Ending Private Detention Would Turn System 'Upside Down,' Says Immigration Enforcement Chief",Roque Planas and Elise Foley,https://www.huffingtonpost.com/entry/immigration-enforcement-private-detention_us_57e40391e4b08d73b82ff35c,The Department of Homeland Security is reviewing whether it should stop relying on for-profit companies to run detention centers.,2016-09-22,"Immigration and Customs Enforcement Director Sarah Saldaña says the agency was holding more than 3,400 people as of earlier this week.",https://img.huffingtonpost.com/asset/57e407ae1700002a00ac66ea.jpeg?cache=gnQXcM9L76&ops=scalefit_720_noupscale,"WASHINGTON ― Shutting down for-profit detention facilities would hurt Immigration and Customs Enforcement’s ability to do its job, agency director Sarah Saldaña said Thursday amid a review over whether the government should do just that. “It would pretty much turn our system upside down,” she said at a House Judiciary Committee hearing, “because we are almost completely contractor-run with respect to our detention facilities.” Saldaña’s comments fly in the face of Department of Homeland Security Secretary Jeh Johnson’s recent decision to review whether ICE should continue relying on private prison contractors to run its detention centers. The Department of Justice announced that it would phase out most of its use of privatized prisons for long-term inmates. Criminal justice reformers welcomed the surprise change in policy, but critics noted that ICE would still rely heavily on privatized facilities despite the change. The DOJ decision also does not apply to jails used by the U.S. Marshals Service, which has played a growing role in immigration enforcement since 2005. Johnson responded by ordering a review of ICE’s use of privatized facilities to lock up immigrants. An advisory council called by Johnson has until Nov. 30 to submit a report evaluating whether privatized immigrant detention centers should be eliminated. ICE officials pushed back from the start on the idea that the DOJ decision should apply to immigrant detention as well because they have different missions. Immigrant detention is meant to be short-term and non-punitive, while the criminal system is punitive but should also have rehabilitative services, an official said in August.Saldaña is correct to assert that eliminating private detention centers would fundamentally reshape the system. Roughly two-thirds of immigration detention centers are run as for-profit enterprises by private corporations, according to Texas-based advocacy organization Grassroots Leadership. Congress requires ICE to keep 34,000 detention beds available for immigrants on a daily basis. Saldaña said ICE would not be able to maintain 34,000 beds if it ended its use of private detention centers, in response to questioning from Judiciary Committee Chairman Bob Goodlatte (R-Va.). She said later that more than 34,000 beds were filled as of a few days ago.But many immigrant rights defenders question why the federal government needs such a massive detention system. The Border Patrol caught 337,117 people crossing illegally into the United States last year ― about one-fifth of the number of apprehensions at the border in the year 2000. Central American unaccompanied minors, who are not supposed to be placed in immigrant detention centers unless they are accompanied by their mother, have made up a growing number of immigrant apprehensions at the U.S.-Mexico border. The Obama administration largely abandoned the practice of family immigrant detention in 2009, when it shut down a Texas facility infamous for putting children behind barbed wire. But it opened two new family detention facilities ― both privately run ― in 2014, amid a surge in mothers and children being apprehended at the border. Most families are now held for fewer than 20 days, Saldaña and other administration officials have said. Some families are held far longer, such as the mothers who have been involved in hunger strikes at Berks County Family Residential Center in Pennsylvania. Saldaña said she “take[s] very seriously how long we detain families,” but that some are in mandatory detention or awaiting deportation. “When they are losing their appeals and we are preparing to remove them, we don’t detain them for the purpose of punishing them, but to prepare them,” she said. "
6,BLACK VOICES,Charlotte Police Chief Says Don't Expect To See Video Of Keith Scott Shooting,Kim Bellware,https://www.huffingtonpost.com/entry/keith-lamont-scott-video_us_57e3f48ce4b0e28b2b529219,Scott's family has requested to see footage of his killing.,2016-09-22,"Charlotte mayor Jennifer Roberts and Charlotte-Mecklenburg Police chief Police Chief Kerr Putney hold a news conference on Thursday, after Tuesday's fatal police shooting in the city.",https://img.huffingtonpost.com/asset/default-missing-image.jpg?cache=jIO2VoZgTY&ops=scalefit_720_noupscale,"Footage of Charlotte police fatally shooting a black man this week will not be released publicly anytime soon ― if at all, the city’s police chief said Thursday.Charlotte-Mecklenburg Police Department Chief Kerr Putney made the announcement alongside Charlotte Mayor Jennifer Roberts, amid outrage at the police shooting of 43-year-old Keith Lamont Scott on Tuesday. It followed a second night of protests in the city’s central neighborhood, which turned violent in places.“When should you expect it to be released? You shouldn’t expect it to be released,” Putney told reporters, noting that he never specified “full transparency” in the video’s release. The chief insisted that withholding the video from the public is in the interest of the Scott family.“If you think we should publicly display a victim’s worst day, that is not transparency,” he said. “We’ll release it when we believe it is a compelling reason.”He did, however, note that the video fails to establish that Scott was holding a gun when he was shot.“The video does not give me absolute, definitive, visual evidence that would confirm that a person is pointing a gun,” Putney said.The Scott family has requested to see the footage and Putney said he was “working on honoring that request.” He did not elaborate on when the family might see the video. Police and witnesses to the shooting, which include members of Scott’s family, disagree on the facts of the incident.Officers were at a Charlotte apartment complex near the UNC-Charlotte campus attempting to serve an outstanding warrant to someone when they encountered Scott on Tuesday afternoon. Police described Scott as sitting in his vehicle and holding a gun. He refused to comply with police orders, posing a threat to officers, the officers said. North Carolina is a state with open carry laws. But Scott’s family insists he didn’t have a gun at all and was holding a book, as he read while waiting for his son. Police said they later recovered a handgun but no book at the scene. Scott was the sixth resident to be killed by Charlotte police in the past 12 months. The District Attorney has already issued decisions in at least two of the cases and found police were justified in both incidents. Only one of four fatal shootings before the officer killed Scott were captured on body camera footage. It’s unclear in the fifth incident whether the footage was nonexistent or the department is withholding it. The city spent $7 million last year to equip patrol officers with body cameras. The sum did not provide for SWAT and tactical officers.Police have frequently argued body cam footage should not be released publicly so as not to impact investigations and because the footage should be considered part of an officer’s personal records.A new state law set to take effect Oct. 1 will make it even more difficult for members of the public to view police dash camera or body camera footage. The law broadly exempts footage and people seen or heard in the recording may only view the video by filing a special request ― which may still be denied. "
7,SPORTS,Carson Wentz Is Exceeding Even The Loftiest Expectations In Philly,Jordan Schultz,https://www.huffingtonpost.com/entry/carson-wentz-exceeding-even-the-loftiest-expectations-in-philly_us_57e1618ce4b0071a6e09b931,The five-time national champion is already setting NFL rookie records.,2016-09-22,Eagles rookie quarterback Carson Wentz is the first rookie QB ever to start his career 2-0 without committing a turnover.,https://img.huffingtonpost.com/asset/57e16c0d1800006c32bd2acd.jpeg?cache=l0Eeq2qPGM&ops=scalefit_720_noupscale,"One-year starters in high school are not supposed to do this. Neither are FCS quarterbacks with scant Division 1 interest. But then, Carson Wentz isn’t your normal 23-year-old rookie quarterback.While his counterpart, No. 1 overall pick Jared Goff, rides the bench with a clipboard for the Los Angeles Rams, Wentz has calmly helped the Philadelphia Eagles start a season 2-0. And he’s done so without committing a turnover ― a feat that no rookie quarterback has ever accomplished. In fact, Wentz is just the fourth rookie QB since the 1970 AFL/NFL merger to win his first two starts.What seems to separate Wentz, whom Philly traded up for to select with the second pick last April, is not merely the remarkable physical tools, but the intelligent pre-snap reads, surprising toughness and sound mechanics. Having a 6-foot-5, 237-pound frame, along with a cannon arm and deft feet, doesn’t hurt either. On Monday Night Football, with the entire nation watching his first-ever road start, Wentz came out slinging, throwing six straight passes and completing 8-9 on the Eagles’ opening drive, including a crucial fourth-down conversion. So much for Eagles rookie head coach Doug Pederson’s plan to ease his young signal caller into the game.“He’s commanding the huddle,” Pederson ― himself a former NFL quarterback who took over for the controversial Chip Kelly ― said after his team’s 29-14 victory over the Chicago Bears. “It’s something a nine-, 10-year veteran would do. It’s showing his maturity and the ability that he has to play quarterback.”Talk to anyone around the league ― offensive players, defensive, coaches, GMs ― and they will all tell you that playing quarterback in today’s NFL requires more savvy and intelligence than ever before. Formations are considerably more complicated than even 10 years ago, when guys like Ben Roethlisberger, Eli Manning and Phillip Rivers were entering the league. And defenses have developed counters to answer the trendy spread and up-tempo offensive schemes. Just the language quarterbacks now have to use can seem foreign.While his numbers are good, they’re nothing a fantasy football owner would think twice about. He has completed nearly 61 percent of his passes to go along with three touchdowns. But what makes him so special and rare is the overall command ― the ability to check out of a running play to the left because he reads blitz, only to call a run away from the blitz. Or changing his protection with a disguised safety blitz. Or even bouncing back from a surefire touchdown after an inexcusable Jordan Matthews dropped pass right before halftime.It’s only been two games, against the Bears and lowly Browns, but Wentz has executed his offense to near perfection.These are things that longtime NFL quarterbacks struggle with ― just look at Jay Cutler on Monday ― and yet Wentz, who played his collegiate ball at North Dakota State and has yet to throw a pick, looks like a seasoned vet.Perhaps Wentz’s confidence stems from those collegiate days, where winning and marshaling the line of scrimmage became habitual. The North Carolina native (his family moved to North Dakota when he was 3 years old) won five consecutive national titles, two of which came with him under center.It’s ironic that it took a Teddy Bridgewater injury and Sam Bradford trade for Wentz to become the starter in Philly. Remember, he suffered a hairline rib fracture early in training camp and had been considered the third string option, slotted behind both Bradford and pricey free agent acquisition Chase Daniel.But his time, unlike Goff, is clearly right now.“I just have fun with it,” Wentz told SportsCenter after the game. “You just gotta have confidence. Confidence goes a long way.”Email me at jordan.schultz@huffingtonpost.com, ask me questions about anything sports-related on Twitter at @Schultz_Report, and follow me on Instagram at @Schultz_Report. Also, check out my SiriusXM Radio show, weekdays from 3 p.m. - 6 p.m. ET on Bleacher Report channel 83."
8,SPORTS,Carson Wentz Is Exceeding Even The Loftiest Expectations In Philly,Jordan Schultz,https://www.huffingtonpost.com/entry/carson-wentz-exceeding-even-the-loftiest-expectations-in-philly_us_57e1618ce4b0071a6e09b931,The five-time national champion is already setting NFL rookie records.,2016-09-22,Wentz's dynamic arm and legs are enhanced even more because of his special ability to read NFL defenses before the snap.,https://img.huffingtonpost.com/asset/57e16cd51800002f00315db4.jpeg?ops=scalefit_720_noupscale,"One-year starters in high school are not supposed to do this. Neither are FCS quarterbacks with scant Division 1 interest. But then, Carson Wentz isn’t your normal 23-year-old rookie quarterback.While his counterpart, No. 1 overall pick Jared Goff, rides the bench with a clipboard for the Los Angeles Rams, Wentz has calmly helped the Philadelphia Eagles start a season 2-0. And he’s done so without committing a turnover ― a feat that no rookie quarterback has ever accomplished. In fact, Wentz is just the fourth rookie QB since the 1970 AFL/NFL merger to win his first two starts.What seems to separate Wentz, whom Philly traded up for to select with the second pick last April, is not merely the remarkable physical tools, but the intelligent pre-snap reads, surprising toughness and sound mechanics. Having a 6-foot-5, 237-pound frame, along with a cannon arm and deft feet, doesn’t hurt either. On Monday Night Football, with the entire nation watching his first-ever road start, Wentz came out slinging, throwing six straight passes and completing 8-9 on the Eagles’ opening drive, including a crucial fourth-down conversion. So much for Eagles rookie head coach Doug Pederson’s plan to ease his young signal caller into the game.“He’s commanding the huddle,” Pederson ― himself a former NFL quarterback who took over for the controversial Chip Kelly ― said after his team’s 29-14 victory over the Chicago Bears. “It’s something a nine-, 10-year veteran would do. It’s showing his maturity and the ability that he has to play quarterback.”Talk to anyone around the league ― offensive players, defensive, coaches, GMs ― and they will all tell you that playing quarterback in today’s NFL requires more savvy and intelligence than ever before. Formations are considerably more complicated than even 10 years ago, when guys like Ben Roethlisberger, Eli Manning and Phillip Rivers were entering the league. And defenses have developed counters to answer the trendy spread and up-tempo offensive schemes. Just the language quarterbacks now have to use can seem foreign.While his numbers are good, they’re nothing a fantasy football owner would think twice about. He has completed nearly 61 percent of his passes to go along with three touchdowns. But what makes him so special and rare is the overall command ― the ability to check out of a running play to the left because he reads blitz, only to call a run away from the blitz. Or changing his protection with a disguised safety blitz. Or even bouncing back from a surefire touchdown after an inexcusable Jordan Matthews dropped pass right before halftime.It’s only been two games, against the Bears and lowly Browns, but Wentz has executed his offense to near perfection.These are things that longtime NFL quarterbacks struggle with ― just look at Jay Cutler on Monday ― and yet Wentz, who played his collegiate ball at North Dakota State and has yet to throw a pick, looks like a seasoned vet.Perhaps Wentz’s confidence stems from those collegiate days, where winning and marshaling the line of scrimmage became habitual. The North Carolina native (his family moved to North Dakota when he was 3 years old) won five consecutive national titles, two of which came with him under center.It’s ironic that it took a Teddy Bridgewater injury and Sam Bradford trade for Wentz to become the starter in Philly. Remember, he suffered a hairline rib fracture early in training camp and had been considered the third string option, slotted behind both Bradford and pricey free agent acquisition Chase Daniel.But his time, unlike Goff, is clearly right now.“I just have fun with it,” Wentz told SportsCenter after the game. “You just gotta have confidence. Confidence goes a long way.”Email me at jordan.schultz@huffingtonpost.com, ask me questions about anything sports-related on Twitter at @Schultz_Report, and follow me on Instagram at @Schultz_Report. Also, check out my SiriusXM Radio show, weekdays from 3 p.m. - 6 p.m. ET on Bleacher Report channel 83."
9,ARTS & CULTURE,Just Try To Look Away From This Absurdly Flat Mouse Found In A 17th-Century Book,Claire Fallon,https://www.huffingtonpost.com/entry/mouse-latin-textbook-preserved_us_57e42405e4b0e28b2b52d47a,What a cute li'l mummy.,2016-09-22,A mouse that was squashed by 19th-century pupils at the Cathedral School in a Latin textbook that was published in 1684.,https://img.huffingtonpost.com/asset/57e42522180000c7063167b8.jpeg?ops=scalefit_720_noupscale,"Well, that’s one way to get rid of a pest ― and your pesky Latin homework ― all in one fell blow. The Latin textbook featured above, published in 1684, became an unlikely tomb for a mouse when 19th-century students at the Salisbury Cathedral School in the U.K. put their learning supplies to an unconventional use. The textbook ― and mouse ― are preserved now at the Cathedral library, along with other snippets of the printed word past, such as manuscripts handwritten on vellum nearly a thousand years ago.If you want to see the adorably preserved corpse in person, head to Salisbury Cathedral for a guided tour of the library, which this month opened to the general public for the first time. In the past, you would have needed a valid academic institution behind you and a serious research purpose for your visit. (Does “I need to see a perfectly flat rodent with my own two eyes before I die” count? Hey, it does now!)Otherwise, take a gander at a few more angles of the dearly departed mouse, and other Salisbury Cathedral library treasures, below."
