,category,headline,authors,link,short descr,date,image_caption(s),image_link(s),article
0,POLITICS,Congressman Calls For Investigation Into Alton Sterling Shooting,Paige Lavender,https://www.huffingtonpost.com/entry/cedric-richmond-alton-sterling_us_577cfecbe4b0416464112973,"“There are a number of unanswered questions surrounding Mr. Sterling's death.""",2016-07-06,"Rep. Cedric Richmond (D-La.) says footage of a Baton Rouge police officer shooting Alton Sterling to death is ""deeply troubling.""",https://img.huffingtonpost.com/asset/577d00a9150000ed026c9d36.jpeg?ops=scalefit_720_noupscale,"Rep. Cedric Richmond (D-La.) is calling on the Department of Justice to investigate the shooting of Alton Sterling, a 37-year-old black man who was selling CDs in front of a convenience store in Louisiana.A graphic video showing a Baton Rouge police officer shooting Sterling to death went viral on Tuesday.Warning: This video contains graphic content.“The video footage released today of the shooting of Alton Sterling by officers of the Baton Rouge Police Department was deeply troubling and has understandably evoked strong emotion and anger in our community,” Richmond said in a statement.“There are a number of unanswered questions surrounding Mr. Sterling's death. Including questions about the initial calls for police presence, the level of force used by officers, the verbal and physical altercation, and the response of the officers after he was shot,"" he added. ""I call on the U.S. Department of Justice to conduct a full and transparent investigation into this incident. The cause of justice requires state and local law enforcement to join in this request as soon as possible.”Other lawmakers, including Rep. Barbara Lee (D-Calif.), also called on the DOJ to investigate the shooting.Michael McClanahan, president of the Baton Rouge NAACP, has called on Baton Rouge Police Chief Carl Dabadie, Jr. to resign in the wake of the shooting.The Justice Department has investigated several other high-profile officer-involved deaths of black men in recent years, looking to see if civil rights violations occurred in the killings of Freddie Gray, Eric Garner and Michael Brown, among others.Read more on shooting of Sterling here."
1,POLITICS,"House Republicans Are Truly, Madly, Deeply Obsessed With Queer People",Jennifer Bendery,https://www.huffingtonpost.com/entry/house-republicans-lgbt-bills_us_577bf899e4b041646410d8c7,It's like they can't stop thinking about all the ways they can take away LGBT rights. And they're not done trying.,2016-07-06,Rep. Raul Labrador (R-Idaho) is behind a bill to let businesses and organizations deny services to LGBT people.,https://img.huffingtonpost.com/asset/577bfa5d19000025002195eb.jpeg?ops=crop_1115_337_3738_2512%2Cscalefit_720_noupscale,"WASHINGTON -- If anything is clear about House Republicans, it's that they spend a lot of time thinking about lesbian, gay, bisexual and transgender people.For the past two months, GOP lawmakers in the House haven't missed an opportunity to slip anti-LGBT provisions into bills. They passed a National Defense Authorization Act with language to let government contractors fire people for being gay or trans. They tried to pass a 2017 water and energy spending bill with a provision barring the Obama administration from blocking funds to North Carolina over its transgender bathroom law. When Democrats tried twice to strip the anti-LGBT provision from NDAA, Republicans overruled them. And those are just bills that made it to the House floor. At the committee level, Rep. Steve King (R-Iowa) recently tried, unsuccessfully, to amend the 2017 legislative branch spending bill to ban trans people who visit the U.S. Capitol or the Library of Congress from using bathrooms that match their gender identity.Now, Republicans are moving on to legislation that would let businesses and government contractors deny services to gay people.The House Committee on Oversight and Government Reform plans to meet July 12 to take up the so-called First Amendment Defense Act. It's a sweeping bill that would let the people in charge of any taxpayer-funded entity -- whether a business, a school or a nonprofit organization -- ignore laws that conflict with their religious beliefs about marriage. That means a government contractor, for example, could fire an employee for being in a same-sex marriage. A drug treatment facility could turn away people for being LGBT. A federal employee could refuse to provide services, including veterans' or Social Security benefits, to a surviving member of a same-sex married couple.In effect, the bill would nullify President Barack Obama's 2014 executive order prohibiting federal contractors from firing or harassing employees based on their sexual orientation.""It's stunning that some lawmakers in Congress continue to prioritize legislation that promotes discrimination against the LGBT community,"" said Matt McTighe, executive director of Freedom for All Americans, an LGBT rights group. ""This out-of-touch legislation does nothing to strengthen the existing protections for religious freedom -- all this bill does is make it even easier to discriminate against LGBT people.""The bill would also affect single mothers or anybody in a sexual relationship outside of wedlock. For example, a school that receives federal dollars could fire a teacher if he or she is suspected of having premarital sex.A spokeswoman for Rep. Jason Chaffetz (R-Utah), who chairs the oversight committee, did not respond to a request for comment about why Chaffetz is making this bill a priority.Next week's hearing will be the first time the FADA bill, introduced by Rep. Raul Labrador (R-Idaho), has gotten any real attention in Congress. But similar measures have been popping up in state legislatures. That's because religious conservatives have been aggressively rolling out anti-LGBT bills -- more than 100 bills in at least 22 states, in fact -- as part of an ugly backlash to last year's U.S. Supreme Court ruling in favor of same-sex marriage.Heritage Action, a right-leaning group that keeps a running scorecard of the most conservative lawmakers, is pressuring Chaffetz to hurry up and pass FADA.""It is imperative that we protect religious liberty for all Americans by passing the First Amendment Defense Act,"" Heritage Action CEO Michael Needham said in a statement. ""It is unacceptable that Chairman Chaffetz and Republican leaders have not prioritized consideration of FADA. The bill must be marked up before the Republican House Majority leaves for a seven week recess.""The group notes in a press release that the bill has 171 co-sponsors, and that ""its success in committee is not in question,"" since 23 of the committee's 25 members are co-sponsors. One of the bill's GOP backers is in leadership, House Majority Whip Steve Scalise (La.).Democrats are urging Chaffetz to nix the hearing. But that's not likely to happen.""This bill would codify discrimination against LGBT individuals and prevent them from receiving the federal benefits to which they are entitled,"" said Rep. Ted Lieu (D-Calif.). ""H.R. 2802 does not protect the First Amendment -- the bill distorts it. I urge the cancellation of this hearing."" More than 70 groups wrote to Chaffetz on Wednesday urging him to cancel the hearing and noting that it falls on the one-month anniversary of the shooting massacre at a gay bar in Orlando, Florida. Signatories on the letter include the American Civil Liberties Union, the Human Rights Campaign, the NAACP and Planned Parenthood Federation of America.""Congress has not held a single hearing on the needs of the victims, their families, and survivors, or on ways to better protect the LGBT community from bias-motivated violence or discrimination,"" reads the letter. ""Rather than focusing on legislation to protect LGBT people and others in America from harm, FADA would permit unprecedented taxpayer-funded discrimination against LGBT people.""This article has been updated with information about the letter sent to Chaffetz on Wednesday. "
2,POLITICS,"House Republicans Are Truly, Madly, Deeply Obsessed With Queer People",Jennifer Bendery,https://www.huffingtonpost.com/entry/house-republicans-lgbt-bills_us_577bf899e4b041646410d8c7,It's like they can't stop thinking about all the ways they can take away LGBT rights. And they're not done trying.,2016-07-06,Rep. Jason Chaffetz (R-Utah) is devoting a House Oversight and Government Reform Committee hearing to a bill that would strip many LGBT people of rights.,https://img.huffingtonpost.com/asset/577c0f0e190000240021964e.jpeg?ops=scalefit_720_noupscale,"WASHINGTON -- If anything is clear about House Republicans, it's that they spend a lot of time thinking about lesbian, gay, bisexual and transgender people.For the past two months, GOP lawmakers in the House haven't missed an opportunity to slip anti-LGBT provisions into bills. They passed a National Defense Authorization Act with language to let government contractors fire people for being gay or trans. They tried to pass a 2017 water and energy spending bill with a provision barring the Obama administration from blocking funds to North Carolina over its transgender bathroom law. When Democrats tried twice to strip the anti-LGBT provision from NDAA, Republicans overruled them. And those are just bills that made it to the House floor. At the committee level, Rep. Steve King (R-Iowa) recently tried, unsuccessfully, to amend the 2017 legislative branch spending bill to ban trans people who visit the U.S. Capitol or the Library of Congress from using bathrooms that match their gender identity.Now, Republicans are moving on to legislation that would let businesses and government contractors deny services to gay people.The House Committee on Oversight and Government Reform plans to meet July 12 to take up the so-called First Amendment Defense Act. It's a sweeping bill that would let the people in charge of any taxpayer-funded entity -- whether a business, a school or a nonprofit organization -- ignore laws that conflict with their religious beliefs about marriage. That means a government contractor, for example, could fire an employee for being in a same-sex marriage. A drug treatment facility could turn away people for being LGBT. A federal employee could refuse to provide services, including veterans' or Social Security benefits, to a surviving member of a same-sex married couple.In effect, the bill would nullify President Barack Obama's 2014 executive order prohibiting federal contractors from firing or harassing employees based on their sexual orientation.""It's stunning that some lawmakers in Congress continue to prioritize legislation that promotes discrimination against the LGBT community,"" said Matt McTighe, executive director of Freedom for All Americans, an LGBT rights group. ""This out-of-touch legislation does nothing to strengthen the existing protections for religious freedom -- all this bill does is make it even easier to discriminate against LGBT people.""The bill would also affect single mothers or anybody in a sexual relationship outside of wedlock. For example, a school that receives federal dollars could fire a teacher if he or she is suspected of having premarital sex.A spokeswoman for Rep. Jason Chaffetz (R-Utah), who chairs the oversight committee, did not respond to a request for comment about why Chaffetz is making this bill a priority.Next week's hearing will be the first time the FADA bill, introduced by Rep. Raul Labrador (R-Idaho), has gotten any real attention in Congress. But similar measures have been popping up in state legislatures. That's because religious conservatives have been aggressively rolling out anti-LGBT bills -- more than 100 bills in at least 22 states, in fact -- as part of an ugly backlash to last year's U.S. Supreme Court ruling in favor of same-sex marriage.Heritage Action, a right-leaning group that keeps a running scorecard of the most conservative lawmakers, is pressuring Chaffetz to hurry up and pass FADA.""It is imperative that we protect religious liberty for all Americans by passing the First Amendment Defense Act,"" Heritage Action CEO Michael Needham said in a statement. ""It is unacceptable that Chairman Chaffetz and Republican leaders have not prioritized consideration of FADA. The bill must be marked up before the Republican House Majority leaves for a seven week recess.""The group notes in a press release that the bill has 171 co-sponsors, and that ""its success in committee is not in question,"" since 23 of the committee's 25 members are co-sponsors. One of the bill's GOP backers is in leadership, House Majority Whip Steve Scalise (La.).Democrats are urging Chaffetz to nix the hearing. But that's not likely to happen.""This bill would codify discrimination against LGBT individuals and prevent them from receiving the federal benefits to which they are entitled,"" said Rep. Ted Lieu (D-Calif.). ""H.R. 2802 does not protect the First Amendment -- the bill distorts it. I urge the cancellation of this hearing."" More than 70 groups wrote to Chaffetz on Wednesday urging him to cancel the hearing and noting that it falls on the one-month anniversary of the shooting massacre at a gay bar in Orlando, Florida. Signatories on the letter include the American Civil Liberties Union, the Human Rights Campaign, the NAACP and Planned Parenthood Federation of America.""Congress has not held a single hearing on the needs of the victims, their families, and survivors, or on ways to better protect the LGBT community from bias-motivated violence or discrimination,"" reads the letter. ""Rather than focusing on legislation to protect LGBT people and others in America from harm, FADA would permit unprecedented taxpayer-funded discrimination against LGBT people.""This article has been updated with information about the letter sent to Chaffetz on Wednesday. "
3,POLITICS,One Of Donald Trump's Favorite Talking Points Is Kind Of Bogus,S.V. Date,https://www.huffingtonpost.com/entry/trump-most-votes-reagan-eisenhower_us_577d5f52e4b01edea78c4336,"Yes, Trump got the most GOP primary votes to date -- thanks to millions more voters and way more primaries.",2016-07-06,"Trump's claim that he ""got more votes than anybody in the history of primary elections"" is technically true, but doesn't really take demographic and political changes into account.",https://img.huffingtonpost.com/asset/577d5ffd1800002500fa43b2.jpeg?ops=scalefit_720_noupscale,"WASHINGTON ― It’s one of Donald Trump’s favorite proofs of his success: the 13.3 million votes he won in the Republican primaries ― more than war hero Dwight Eisenhower, more than party icon Ronald Reagan.The claim is true, but just as true, and nearly as meaningless, as the fact that Trump also received more primary votes than presidents Abraham Lincoln or George Washington, who ran before primaries were even invented.“It’s true in one sense,” Rice University historian Douglas Brinkley said of Trump’s boast. “But it’s false in the sense of reality.”The United States’ voting age population is two and a half times larger than it was when Eisenhower won the GOP nomination in 1952 (in a brokered convention, actually, after finishing second in total primary votes to Robert Taft). Just as important, many more states now hold binding contests during the primary season than they did in 1980, when Reagan and runner-up George H.W. Bush actively participated in 34 primaries and caucuses. In contrast, all but three states held contests this year.“[Trump’s] trying to pretend he’s the strongest nominee in the history of the Republican Party,” said Texas-based GOP consultant Matt Mackowiak. “I think it’s clear that that’s not true.”The reality TV star-cum-presumptive GOP presidential nominee’s campaign did not respond to The Huffington Post’s queries about his claims. On the stump and in interviews, though, Trump frequently talks about his success in the primaries.“I got more votes than anybody in the history of primary elections,” Trump told Breitbart News last month. “Nobody’s ever even gotten close, the Republicans. I got more than Ronald Reagan, I got more than Richard Nixon, I got more than Dwight Eisenhower, I got more than anybody.”That boast, while technically accurate, ignores that millions more Americans of voting age are alive today than even four years ago, let alone four decades ago.In 1980, Ronald Reagan won 7.7 million votes in the Republican contests in a country that had more than 80 million fewer people of voting age. Further, more than a dozen states held non-binding caucuses that the candidates largely ignored. Adjusting for the population increase and the number of meaningful primary contests today, Reagan likely would have won close to 14 million votes ― significantly more than Trump received, according to a HuffPost analysis.Adjusting George W. Bush’s 12 million votes from 2000 the same way suggests he might have won 14.5 million votes. And adjusting 1952’s numbers, Eisenhower might have received 13.6 million votes, while Taft might have won 18.6 million ― both more than Trump received.But the biggest GOP winner in modern times, according to the HuffPost analysis, was Richard Nixon in 1960, when the sitting vice president won 5 million votes in just 13 contests ― suggesting Nixon could have won 25.6 million votes with today’s voting population and primary schedule.“Trump is right that he’s done well, but he exaggerates the historic nature of it,” historian Brinkley said. “The fact of the matter is that he’s barely got enough delegates to win the nomination on the first ballot.”Josh Putnam, a University of Georgia political scientist and an expert on the parties’ nominating processes, said making comparisons across the decades is difficult. Some states had open primaries at one time, and closed primaries at another. Races that drag on have higher interest and turnout than quickly decided ones. And the number of candidates matters, too, Putnam said, adding that he gives credit to Trump for accumulating his vote total despite a crowded field.Still, the boast of most primary votes ever is misleading, Putnam agreed. “Yeah, that claim from Trump only ever went so deep,” he said.Mackowiak said more important than the number of votes Trump received was his proportion of the total. According to the RealClearPolitics, Trump’s 13.3 million votes in the GOP contests constitute about 47 percent of those cast.“We’ve almost never had a nominee who didn’t win a majority of the votes. Romney, McCain, Bush ― they all had the majority,” Mackowiak said, referring to the last three GOP presidential nominees.Brinkley, though, suspects Trump’s boasts are not necessarily designed for close observers of politics. “Trump is a student of the great American art form of exaggeration,” he said. “Trump is trying to create a perception for people that aren’t following it closely.”Editor’s note: Donald Trump regularly incites political violence and is a serial liar, rampant xenophobe, racist, misogynist and birther who has repeatedly pledged to ban all Muslims ― 1.6 billion members of an entire religion ― from entering the U.S."
4,BLACK VOICES,"Janelle Monae: 'Although I Am A Black Young Woman, I Am #AltonSterling'",Brennan Williams,https://www.huffingtonpost.com/entry/janelle-monae-although-i-am-a-black-young-woman-i-am-altonsterling_us_577d5dc9e4b01edea78c3e75,"“I’m so f**king irate right now but clear minded and moved enough to continue to speak out...""",2016-07-06,"“What happened to Alton just reiterates that we are not truly free. We are not safe,” she wrote to her one million followers.",https://img.huffingtonpost.com/asset/577d6a911500002a006c9f1e.jpeg?ops=crop_0_274_2268_2340%2Cscalefit_720_noupscale,"Janelle Monae is tired of posting the letters “R.I.P.” and videos of “murder, and shit not change.”The 30-year-old singer shared her thoughts on the fatal police shooting of Baton Rouge, Louisiana resident Alton Sterling via an Instagram post on Wednesday afternoon. “What happened to Alton just reiterates that we are not truly free. We are not safe,” she wrote to her one million followers. “We need protection from hunters who hide behind badges. And until every human being, no matter what race you are, realizes this is also your problem and also your job to protect us from murderers like these officers we will never be free. We will always look at you like the enemy.”The country’s latest police shooting has prompted some artists, including NWA’s MC Ren, to express their candid thoughts and feelings towards police, and Monae was no exception. “Any excuse one gives to these cowards with badges will continue to play a part in our extinction,” she said in her post.Offering condolences to Sterling's family, and frustration about yet another black person killed by police, Monae continued: “My heart is mad, heavy, and cries for his family and loved ones. I’m so f**king irate right now but clear minded and moved enough to continue to speak out and help this man and many others seek Justice.”Check out Janelle Monae’s Instagram reaction to the fatal shooting of Alton Sterling in its entirety below."
5,TRAVEL,Scientists Just Validated Your Instagram Obsession,Lauren Aratani,https://www.huffingtonpost.com/entry/taking-pictures-increases-enjoyment_us_577c24afe4b0a629c1ab1b7b,Even more reason to stop and smell the roses -- and take a photo while you're at it.,2016-07-06,All of these people are having a better time than you.,https://img.huffingtonpost.com/asset/577c28bf150000ed026c9ba2.jpeg?ops=scalefit_720_noupscale,"Documenting life with a camera can be a conflicting experience. On one hand, photographs make incredible mementos. On the other hand, there’s something to be said for simply enjoying an experience technology-free.However, if you’re among those with a photography obsession, new research suggests that you might be onto something.A study recently published in the Journal of Personality and Social Psychology found that stopping to take a picture may enhance certain experiences, making them more enjoyable for the picture-taker. During the study, researchers from the University of Pennsylvania, the University of Southern California and Yale University observed over 2,000 participants engaging in nine different activities, which included eating lunch, watching a Rihanna concert, taking a virtual bus tour, doing arts and crafts and walking through a museum.For each experiment, researchers instructed half of the group to take pictures of their experience, while the other half was instructed to go about the experience sans camera. After each activity, the group completed a questionnaire that measured their levels of enjoyment and engagement.In nearly all of the settings, the researchers found that participants who took pictures enjoyed their experiences more than those who did not take photos.“One critical factor that has been shown to affect enjoyment is the extent to which people are engaged with the experience,” the authors wrote in the study, adding that photo-taking naturally draws people into an experience. The study also showed that participants who took pictures were more attentive toward the subject of their photos.During the museum experiment, for example, researchers gave participants eye-tracking glasses to track how long and how frequently participants looked at certain artifacts. The study found that those who took pictures were more fixated on the focal pieces of the museum exhibit.Snapping the photo isn't the only element that enhanced experience. The researchers also found that even the act of planning to take a picture could increase enjoyment.For example, when researchers asked participants in the virtual bus tour to simply think about what pictures they would have taken, they reported a higher sense of satisfaction.So why do people who take pictures tend to enjoy their experiences more? According to the researchers, it's because they feel more engaged. “Unlike traditional dual-task situations that divide attention, capturing experiences with photos actually focuses attention onto the experience, particularly on aspects of the experience worth capturing,” the authors wrote.Before you break out your selfie stick, know that the researchers did identify some exceptions.For instance, when participants were already engaged in an activity or when taking a picture interfered with the experience, their enjoyment was nearly equal to those who didn't take photos.When the experience wasn’t enjoyable to begin with, taking a picture actually decreased the participants’ enjoyment of the experience.The researchers also acknowledged gaps in the knowledge of how pictures affect our memory of an experience and how our individual beliefs about taking pictures affect our ability to get enjoyment through taking a picture. But for now, keep snappin’ those sunsets -- you won’t regret it."
6,POLITICS,Issa Rae Starts Scholarship Fund For Alton Sterling's Children,Julia Craven,https://www.huffingtonpost.com/entry/issa-rae-alton-sterling-scholarship_us_577d5dd5e4b0344d514da6e6,"Sterling, a father of five, was killed during an encounter with two Baton Rouge police officers.",2016-07-06,"Issa Rae says the fund for Alton Sterling's children can help people play a ""small part"" for his family. ",https://img.huffingtonpost.com/asset/577d5e31150000ed026c9ee0.jpeg?ops=scalefit_720_noupscale,"Actress Issa Rae has started a scholarship fund for the children of Alton Sterling, a 37-year-old black man who was shot and killed by police in Baton Rouge, Louisiana, early Tuesday morning. By the end of the fundraiser’s first day, nearly $130,000 had been pledged on the scholarship’s GoFundMe page. The fund has a total goal of $40,000. Rae, who is best known for her YouTube series “Awkward Black Girl,” tweeted that all the proceeds will go to Sterling’s family.  Sterling, a father of five, was killed during an encounter with two police officers, who arrived on the scene in response to reports of a man carrying a gun, threatening others and selling CDs in front of a Triple S convenience store. Sterling was shot in the chest and back multiple times.The Department of Justice has launched a civil rights investigation into Sterling’s death.A graphic video showing Sterling’s interaction with the officers began circulating on social media Tuesday evening. Protests in Baton Rouge that began Tuesday night have continued throughout the day Wednesday.UPDATE: 9:10 p.m. ― This article has been updated to account for new pledges to the scholarship fund."
7,BLACK VOICES,Alton Sterling Protesters Remind You What America Keeps Forgetting,Kim Bellware and David Lohr,https://www.huffingtonpost.com/entry/alton-sterling-protests_us_577d3bc7e4b0a629c1ab812b,"""Black Lives Matter"" is still an issue because ""All Lives Matter"" isn't a reality.",2016-07-06,"People chant ""black lives matter"" outside the Triple S convenience store in Baton Rouge, Louisiana, on Wednesday. Alton Sterling, 37, was shot and killed outside the store where he was selling CDs Tuesday by Baton Rouge police. The U.S. Justice Department opened a civil rights investigation Wednesday into the videotaped police killing of Sterling.",https://img.huffingtonpost.com/asset/default-missing-image.jpg?cache=jIO2VoZgTY&ops=scalefit_720_noupscale,"Citizens have gathered in Baton Rouge, Louisiana, following the fatal shooting of Alton Sterling to protest his death by police and call for justice in what some residents say is unwarranted police violence against black residents. Sterling, a 37-year-old father of five, was killed by Baton Rouge police early Tuesday morning after officers responded to reports of a man carrying a gun, threatening others and selling CDs in front of a Triple S convenience store. Investigators have yet to confirm what escalated the situation or whether Sterling in fact had a gun.After a bystander’s cellphone footage of the shooting spread over social media, protesters gathered at the scene of Sterling’s death Tuesday night.More protesters turned out Wednesday with memorials for Sterling that included flowers and photos of him with his family. Others carried signs reading “Black Lives Matter” and “Justice 4 Alton Sterling.”Joel Porter, a lawyer who represents the store owner who witnessed the shooting, on Wednesday called his client’s yet-to-be-released footage of the incident “a video of Mr. Sterling being assassinated.” “This is emblematic of how law enforcement treats the black community, and black males,” Porter said. “They don’t treat us in a respectful manner. They treat us like we’re second-class citizens.”Larry Billins, a 54-year-old Baton Rouge resident who came out to protest Wednesday, agreed.“I seen too many black brothers get killed over stupid stuff,” Billins said. “You’ve got three men holding [Sterling] down, you put a gun to his chest and you’re afraid of him? Shoot him in the heart point blank?”Sterling was shot multiple times in the chest and back, according to the East Baton Rouge Parish Coroner’s Office.Billins said justice for Sterling would be for the police officers in the shooting to be charged and tried. “We need to join together. We can’t let this thing build up right now, and then two weeks later let it die down,” Billins said. See more photos from the protests below:David Lohr contributed reporting."
8,BLACK VOICES,Alton Sterling Protesters Remind You What America Keeps Forgetting,Kim Bellware and David Lohr,https://www.huffingtonpost.com/entry/alton-sterling-protests_us_577d3bc7e4b0a629c1ab812b,"""Black Lives Matter"" is still an issue because ""All Lives Matter"" isn't a reality.",2016-07-06,A woman outside the Triple S convenience store holds a sign in support of Sterling.,https://img.huffingtonpost.com/asset/577d52381500002a006c9ea2.jpeg?cache=gcjIRYEgeP&ops=scalefit_720_noupscale,"Citizens have gathered in Baton Rouge, Louisiana, following the fatal shooting of Alton Sterling to protest his death by police and call for justice in what some residents say is unwarranted police violence against black residents. Sterling, a 37-year-old father of five, was killed by Baton Rouge police early Tuesday morning after officers responded to reports of a man carrying a gun, threatening others and selling CDs in front of a Triple S convenience store. Investigators have yet to confirm what escalated the situation or whether Sterling in fact had a gun.After a bystander’s cellphone footage of the shooting spread over social media, protesters gathered at the scene of Sterling’s death Tuesday night.More protesters turned out Wednesday with memorials for Sterling that included flowers and photos of him with his family. Others carried signs reading “Black Lives Matter” and “Justice 4 Alton Sterling.”Joel Porter, a lawyer who represents the store owner who witnessed the shooting, on Wednesday called his client’s yet-to-be-released footage of the incident “a video of Mr. Sterling being assassinated.” “This is emblematic of how law enforcement treats the black community, and black males,” Porter said. “They don’t treat us in a respectful manner. They treat us like we’re second-class citizens.”Larry Billins, a 54-year-old Baton Rouge resident who came out to protest Wednesday, agreed.“I seen too many black brothers get killed over stupid stuff,” Billins said. “You’ve got three men holding [Sterling] down, you put a gun to his chest and you’re afraid of him? Shoot him in the heart point blank?”Sterling was shot multiple times in the chest and back, according to the East Baton Rouge Parish Coroner’s Office.Billins said justice for Sterling would be for the police officers in the shooting to be charged and tried. “We need to join together. We can’t let this thing build up right now, and then two weeks later let it die down,” Billins said. See more photos from the protests below:David Lohr contributed reporting."
9,POLITICS,"Obamacare Unkind To Smokers, New Study Finds",Jeffrey Young,https://www.huffingtonpost.com/entry/obamacare-smokers-study_us_577d3de2e4b0a629c1ab828a,"Charging tobacco users more just makes them stay uninsured, Yale researchers say.",2016-07-06,Smokers facing high surcharges for health insurance were less likely to be insured in 2014.,https://img.huffingtonpost.com/asset/577d402919000025002199e0.png?ops=scalefit_720_noupscale,"WASHINGTON -- Affordable Care Act rules that allow health insurance companies to charge higher premiums to tobacco users are undermining the law's aim of expanding health coverage, a study published Wednesday suggests.Smokers eligible for the Obamacare exchanges were 7.3 percentage points less likely to have health coverage than nonsmokers in 2014, Yale University researchers found by analyzing data from the Centers for Disease Control and Prevention and other sources.One of the hallmarks of the Affordable Care Act is its prohibition against health insurance companies setting prices based on health status and medical history, including a ban on rejecting customers with pre-existing conditions. The sole exception to this standard is that tobacco users may be charged up to one and a half times the price that a nonuser pays for the same insurance plan.The argument behind this policy is that people who smoke or chew tobacco generally have higher long-term health care costs, so they should be made to pay more. In addition, the higher premiums are meant to serve as an incentive to quit using tobacco, particularly when paired with another Affordable Care Act rule that requires insurers to cover cessation programs without charging copayments.Americans like the idea: A Gallup survey two years ago found that 58 percent of respondents believe greater health insurance premiums for smokers are ""justified.""But anti-smoking organizations like the American Cancer Society and the Campaign for Tobacco-Free Kids have warned that surcharges on health insurance for tobacco will simply cause many users to remain uninsured because they can't afford the coverage. Thus, these tobacco users would continue to lack access to medical care and tobacco cessation programs.Based on the new study, which appeared Wednesday in the journal Health Affairs, that appears to be just what happened.Obamacare has brought the national uninsured rate down to a historic low -- but it appears to be leaving some tobacco users behind. The new analysis suggests this is true, despite other evidence that many smokers simply report that they don't use tobacco to avoid paying extra.And because smoking is more common among lower-income people, that means Obamacare is failing to reach a portion of those it is designed to help the most.According to separate CDC data, more than one-quarter of people below the poverty line use tobacco, compared to 15 percent of Americans with higher incomes. In 2008, Gallup also found a strong inverse correlation between income and smoking.Although the Affordable Care Act permits insurers to charge tobacco users up to 50 percent more than nonsmokers, most states have established lower maximum surcharges, and insurers are not required to assess the full amount or any surcharge at all. Six states and the District of Columbia, meanwhile, did away with the extra cost to tobacco users entirely. Crucially, the tobacco surcharge can't be paid using the health insurance tax credits available to people with low and moderate incomes. Those subsidies are based on income and on the base price for the insurance, not counting a tobacco surcharge.The size of the surcharge, unsurprisingly, plays a major role in how much it drives down health insurance enrollments, the Yale researchers found. Smokers in states with surcharges below 10 percent were virtually as likely to be covered as smokers in states without surcharges, the study shows. As surcharges get bigger, the effects are dramatic. The likelihood of coverage among smokers in states with tobacco surcharges between 10 percent and 29 percent was 4.3 percentage points lower than for smokers in states with no surcharge. The difference was 11.6 percentage points in states where the surcharge ranged from 30 percent to 50 percent. Smokers under 40 were even more prone to go uninsured rather than buy health insurance with any surcharge, the study found. These younger adults in high-surcharge states were 19.9 percentage points less likely to get insurance than smokers in the same age range who were subject to little or no surcharge.Because young adults are generally less costly to insure than older people -- including tobacco users in the short term, according to a 2014 University of Tennessee study -- the surcharge policy may be keeping away the customers most needed to stabilize the health insurance market and keep down premiums for everyone who uses an exchange or buys plans via a broker or directly from an insurer.And going without health insurance can be less expensive for tobacco users than for non-users. The Affordable Care Act's individual mandate requires nearly everyone to have health coverage or pay a fine, but there are exceptions. One is that anyone whose cheapest insurance option costs more than 8 percent of household income is exempt. The University of Tennessee study found this made tobacco users more likely to find coverage unaffordable and thus not be subject to the mandate.What's more, the Yale analysis also found, Obamacare rules requiring that tobacco cessation programs are covered with no out-of-pocket costs aren't working, either, because of the surcharges.Smokers in states with low surcharges were actually less likely than smokers in no-surcharge states to participate in quitting programs, while higher surcharges didn't have a statistically significant effect either way, the study found. ""This suggests that tobacco surcharges increased neither smoking cessation nor financial protection from high health care costs -- the primary goal of the Affordable Care Act,"" the authors conclude."
