,category,headline,authors,link,short descr,date,image_caption(s),image_link(s),article
0,BLACK VOICES,Harvard's Black Students Pen Powerful Response To Grand Jury Decisions,Jessica Dickerson,https://www.huffingtonpost.com/entry/harvard-students-ferguson-response_n_6263766.html,,2014-12-05,"Penn State student Zaniya Joe wears a piece of tape over her mouth that says 'Black Lives Matter' during a Ferguson protest organized by a group of Penn State University students on Tuesday, Dec. 2, 2014, in University Park, Pa. (Nabil K. Mark/Centre Daily Times/TNS via Getty Images)",https://img.huffingtonpost.com/asset/5bae01f92200003401dad88b.jpeg?ops=scalefit_720_noupscale,"Students have demonstrated nationwide frustrations with two recent grand jury decisions against the indictment of police officers responsible for the deaths of Michael Brown and Eric Garner.Among them, is Harvard University's Black Student Association who, collectively, penned an official response to these recent deaths at the hands of police. The statement laments the deaths of Yvette Johnson, John Crawford III, Tamir Rice and others, calling for an end to police brutality and ""institutional racism."" Student co-authors Sarah Cole, Miles Malbrough and Keyanna Wigglesworth emphasize the power in numbers, and urge comradeship among protesters. It reads, ""There is immense strength in unity and solidarity, and there are a number of different tactics we can all use to fight against the social, political, and economic disempowerment of black people."" Read the Harvard Black Student Association's response in its entirety below.On the night of Monday, November 24th, a grand jury failed to indict police officer Darren Wilson in the fatal shooting of unarmed teenager Michael Brown. Less than two weeks later, another grand jury chose not to indict Daniel Pantaleo, the Staten Island police officer who killed Eric Garner using a chokehold. The executive board of the Harvard College Black Students Association sends its deepest and most heartfelt condolences to the families and friends of Michael Brown and Eric Garner for the immeasurable sense of loss and pain that they must feel. "
1,TRAVEL,It's an Accessible Life: My 24/7 Journey,"Sally Swanson, ContributorArchitect and Founding Principal and CEO, Sally Swanson Archit...",https://www.huffingtonpost.com/entry/its-an-accessible-life-my_5_b_6256434.html,Imagine. A breathtaking view of remarkable snow-covered mountain peaks; vast green open spaces and old-growth forest; enveloped by the scent of crisp air sparking one's imagination and serenity while propelling one onward to explore more.,2014-12-05,2014-12-05-BritishColumbiaParksHabitatStructures_Page_1.jpg,https://images.huffingtonpost.com/2014-12-05-BritishColumbiaParksHabitatStructures_Page_1-thumb.jpg,"Imagine. A breathtaking view of remarkable snow-covered mountain peaks; vast green open spaces and old-growth forest; enveloped by the scent of crisp air sparking one's imagination and serenity while propelling one onward to explore more.Mesmerizing Naikoon Park located on Graham Island in Haida Gwaii, British Columbia, Canada is the home of Haida people. The nearest city is Masset located ten miles away. The park offers a seductive blend of seclusion and enchantment around every bend. So very easy for one to fall in step with the vibrant spirit of Naikoon Park -- where carved totems offer welcome -- discovering it for oneself at one's own pace for the first time.This was certainly how my husband Andy and I experienced Naikoon Park and all its natural wonders when I visited there this summer. Invited by Craig Paulson, Recreation Section Head, Skeena / Haida Gwaii, British Columbia (BC) Parks, my mission was to better understand the BC Parks system and how to make this inimitable experience accessible to individuals with physical limitations as well as seniors. How might those who are blind and/or deaf experience this fascinating terrain? In response, I designed a secure and fully accessible enclosed shelter with its own restroom, sink and deck that will sit harmoniously in the park campgrounds. This design is still in the conceptual phase and undergoing review.I am especially excited to be able to share Naikoon Park by virtue of a virtual [and interactive] hike that is made available most recently through the partnership of Old Massett Village Council and British Columbia Parks. As Craig Paulson reports, ""The genesis of the website takes an accessible Park experience further. We made the flat part of the trail to the ocean universally accessible, but wanted to provide those who might not be able to climb to the summit an experience of the remainder of the hike."" Glenys SnowDymond, Universal Access/Barrier Free Design Consultant, whose ""vision and fortitude"" brought the website to life, notes that ""This virtual hike [of Naikoon Park Tow Hill Blowhole Boardwalk] has evolved through years of discussions and commitment between Old Massett Village Council and BC Parks to provide 'thematic access' to Tow Hill and the Blowhole in Naikoon. The virtual hike creates a wonderful opportunity to experience a sense of place in this rare and unique area on Haida Gwaii.""Our trip literally rippled with moments of exquisite splendor: glaciers paired with verdant farms and fields as accessible as my wonder as we became fully enchanted by this mystical place. One gets the distinct impression of setting foot for the first time on land still untouched by a human presence. Where each hike -- long and arduous -- is rewarded with one astonishing vista after another. A bit of comic relief came in the form of a trip to a local mountaineering shop for supplies: among the wilderness gear purchased were large canisters of bear spray due to the grizzly population. I inquired of the sales associate: how do you use this? To which he replied, ""Spray your husband... and run.""This season, I'm giving thanks and giving back. The links that follow will bring one close to the sights and sounds of this stunning and always surprising Park system. One might even be compelled to take the next step and plan a visit to experience more of Naikoon Park from a personal view. Let us know what you think of this British Columbia treasure which has been named one of National Geographic Traveler's 20 must-see places in the world for 2015. As for me, I'm going back at the very next opportunity. Just imagine.And, be sure to check out these links; it's a trip for the ages: http://naikoonpark.com/  www.facebook.com/YourBCParks"
2,WORLDPOST,Germany Jails Man For Joining ISIS In Syria,,https://www.huffingtonpost.com/entry/germany-jails-isis-man_n_6275010.html,,2014-12-05,"German alleged jihadist Kreshnik B (C) waits next to his lawyer Mutlu Guenal (L) as he arrives at the higher regional court in Frankfurt am Main, western Germany, on September 15, 2014 on the opening of his trial on charges of fighting for Islamic State (IS) in Syria, in Germany's first court proceedings involving the militant group. The defendant was arrested in December 2013 at Frankfurt airport in western Germany on his way home from Syria. AFP PHOTO / THOMAS KIENZLE (Photo credit should read THOMAS KIENZLE/AFP/Getty Images)",https://img.huffingtonpost.com/asset/5cc141ea2400004f0024f9c2.jpeg?ops=scalefit_720_noupscale,"By Maria SheahanFRANKFURT, Dec 5 (Reuters) - A 20-year-old German man was sentenced to three years and nine months in prison on Friday after he admitted joining Islamic State militants in Syria, in the first trial in Germany of a home-grown jihadi accused of membership of the insurgent group.Judges decided to treat the man, known as Kreshnik B., who was born in Germany to Kosovan parents and spent six months in Syria last year, as a juvenile because of his lack of maturity. They said there was no evidence he had fought directly.""As a youth, he was not able to resist the influence of his Islamist friends,"" said chief judge Thomas Sagebiel.Although he still displayed the attitudes of a radical Islamist, the judge expressed hope that a youth sentence would have the necessary educational effect.In Germany, people aged 18-21 can be treated according to youth law if they are judged to lack maturity.The sentence was six months less than prosecutors had sought but more than the three years and three months sought by his defense lawyer, after Kreshnik B., in exchange for more lenient treatment, admitted joining IS and receiving weapons training.He looked relaxed as he entered the court and looked down at his hands as the verdict was read. He was dressed casually and wore a full beard.During his brief trial, the court heard recordings of phone calls with his sister in which he said he hoped to be a martyr. His family had informed authorities as soon as he disappeared.""The accused realized there were tensions between IS and other groups, also Islamists, and that opponents of the regime of Bashar al-Assad were fighting one another. This, as well as the pleas of his family ... was why he returned,"" the court said.IS militants have captured large swathes of territory in Syria and Iraq, beheaded Western prisoners, killed many non-Sunni Muslims and declared a caliphate governed by sharia law in the heart of the Middle East.Thousands of Western volunteers have traveled to Syria and Iraq to join militant groups, raising fears in Europe and the United States of attacks by returning fighters.About 550 German citizens have joined Islamic State and about 60 have been killed. Some 180 are believed to have returned. Prosecutors are investigating about 300 suspects.French judges last month sentenced a returning jihadi, aged 27, who spent only days in Syria to seven years in prison. Britain has also imprisoned people for training in Syria.Some politicians and legal experts argue tough sentences only build resentment and more de-radicalisation programs are essential. Authorities have also stressed how important it is to hear from disillusioned jihadis able to counter propaganda. (Writing by Alexandra Hudson; Editing by Noah Barkin)"
3,ENTERTAINMENT,Grammys Continue To Be Tone Deaf With Best New Artist Nominations,Jessica Goodman,https://www.huffingtonpost.com/entry/grammy-nominations-best-new-artist_n_6274936.html,,2014-12-05,"LOS ANGELES, CA - NOVEMBER 23: Recording artist Iggy Azalea performs onstage at the 2014 American Music Awards at Nokia Theatre L.A. Live on November 23, 2014 in Los Angeles, California. (Photo by Kevin Winter/Getty Images)",https://img.huffingtonpost.com/asset/5bb490bb250000360038ff52.jpeg?ops=scalefit_720_noupscale,"The Recording Academy announced the 2015 Grammy nominations on Friday and the acts in the running for Best New Artist include Iggy Azalea, Brandy Clark, Bastille, Haim and Sam Smith.The nominee announcements began on Friday morning via ""CBS This Morning,"" Ryan Seacrest's radio show and tweets. Alanis Morissette had the honor of listing this year's Best New Artist nominees in a video posted to Twitter:As in recent years, the Academy has chosen to honor artists who aren't really that new at all, but recently made splashes on the radio and the charts. To be eligible, artists must have released an album between Oct. 1, 2013 and Sept. 30, 2014, but they can't have made more than three studio albums.It seemed like a no brainer that Sam Smith and Iggy Azalea would be included in this year's nominees, and critics speculated that Ariana Grande, FKA Twigs and Childish Gambino could make the list.Last year, Macklemore and Ryan Lewis took home the Grammy in this category against James Blake, Kendrick Lamar, Kacey Musgraves and Ed Sheeran. Here's a full list of all the 2015 Grammy nominees."
4,BUSINESS,Krugman Slams Democrats Against Obamacare,,https://www.huffingtonpost.com/entry/democrats-against-reform_n_6275172.html,,2014-12-05,"Nobel Prize-winning Economist Paul Krugman, professor of international trade and economics at Princeton University, speaks during a Bloomberg Television interview in New York, U.S., on Monday, Jan. 28, 2013. Krugman discussed the performance of bonds, Fed monetary policy, and the U.S. economy compared with that of Japan. Photographer: Scott Eells/Bloomberg via Getty Images ",https://img.huffingtonpost.com/asset/5bb317472400005100974016.jpeg?ops=scalefit_720_noupscale,"It’s easy to understand why Republicans wish health reform had never happened, and are now hoping that the Supreme Court will abandon its principles and undermine the law.Read more on The New York Times"
5,CRIME,Taxpayer Costs For Arias' Defense Top $2.7 Million,,https://www.huffingtonpost.com/entry/jodi-arias-trial-cost_n_6274680.html,,2014-12-05,"Jodi Arias looks at her attorney in Maricopa County Superior Court in Phoenix, Friday, Nov. 21, 2014, during the sentencing phase retrial of Arias. Arias was found guilty of first degree murder in the death of former boyfriend Travis Alexander, but the jury hung on the penalty phase, life in prison or the death sentence. (AP Photo/The Arizona Republic, Tom Tingle, Pool)",https://img.huffingtonpost.com/asset/5ba2c8c71f00002d0022718a.jpeg?ops=scalefit_720_noupscale,"PHOENIX (AP) — The cost to Arizona taxpayers for Jodi Arias' defense now tops $2.7 million, and the figure will keep rising as her penalty phase retrial continues in a Phoenix courtroom.Maricopa County spokeswoman Cari Gerchick released Thursday the amount billed so far by Arias' two court-appointed attorneys after she was unable to pay for her own defense. The figure is up more than $200,000 from the one released in late September.Prosecutors have declined to provide their costs to try the case.Arias was convicted of murder last year in the 2008 killing of ex-boyfriend Travis Alexander but jurors were unable to agree on a sentence.A new jury is hearing testimony on whether to grant prosecutors' request for the death penalty. Otherwise, Arias will face life in prison."
6,POLITICS,"Michael Brown, Eric Garner, and Justice","Terry Newell, ContributorFounder, Leadership for a Responsible Society",https://www.huffingtonpost.com/entry/michael-brown-eric-garner_b_6275192.html,"The danger, in the deaths of Michael Brown and  Eric Garner, is that we will define the problem too narrowly.  We will convene panels and commissions to fix the law enforcement and legal system but ignore the broader demands of justice.",2014-12-05,"OAKLAND, CA - NOVEMBER 24: Thousands of people protesting the grand jurys decision about the fatal police shooting of black 18-year old Michael Brown in Ferguson, Missouri march onto the lanes of Interstate 580 after blocking the traffic for several hours near Lakeshore Avenue in Oakland, United States on November 24, 2014. (Photo by Tayfun Coskun/Anadolu Agency/Getty Images)",https://img.huffingtonpost.com/asset/5bb8dfcb260000350083bdab.jpeg?ops=scalefit_720_noupscale,"The decision by grand juries in Ferguson, Missouri, and Staten Island, New York, not to indict white police officers whose use of force resulted in the deaths of two black men has led many to take their demand for justice into the streets. There has been no end of media commentary on how grand juries work, what they heard, and what standard had to be met to indict the police officers. Some have argued that the grand jury process was faulty. Some have argued that, given the bar that must be met to indict, the decisions were correct even if they angered many.There are dramatically different views of the work of these grand juries in white versus black communities. Polling data on the Ferguson grand jury process show that 58 percent of whites agree with its decision compared to only 9 percent of blacks. In short, the majority of whites seem content that justice was done; most blacks will never be content. This disparity in racial views comes in part from differences in the perception of justice in America. An outcome is accepted as just by most (by no means all) whites when judicial procedures are followed. For most blacks, judicial procedures have been historically suspect and cannot be counted upon to produce a just outcome. These two cases have also sparked a wider conversation about justice in terms of police procedure, law enforcement weapons, and officer training, and whether the grand jury process is broken. These wider conversations are important and necessary. They touch on other aspects of procedural justice.   But procedural justice is not enough. Earlier this year, the Justice Department announced that it would review the cases of people sentenced 10 or more years ago for drug crimes, with a view toward making it possible for some convicts to get clemency. These convicts received procedural justice at the time they were tried and sentenced, but the sense a decade later is that justice has not been served, principally because punishments today are much less severe for the same crimes. Deputy Attorney General James Cole put it this way when the program was announced: ""For our criminal justice system to be effective, it needs not only to be fair, but it also must be perceived as fair."" Those who have taken to the streets see a great unfairness. Their perception is only in part their sense of procedural injustice. Even if procedural justice is improved -- better policing, better grand juries -- concerns about justice will not go away. Unfairness, in their view, permeates black-white relationships, not only in law enforcement and criminal justice but in areas as diverse as education, housing, employment, and health care. Black-white relationships, black opportunities, and black outcomes in America have been unfair since the first slaves were introduced here 400 years ago. The gains of the civil rights movement made substantial progress in wiping away legal barriers to justice, but societal barriers of many kinds persist.""Justice is the end of government,"" James Madison said in Federalist #51. ""It is the end of civil society. It ever has been and ever will be pursued until it is obtained, or until liberty be lost in the pursuit."" That is the struggle that goes on today in police offices, courtrooms, schools, neighborhoods, businesses, and in the streets of America. The danger, in the deaths of Michael Brown and Eric Garner, is that we will define the problem too narrowly. We will convene panels and commissions to fix the law enforcement and legal system but ignore the broader demands of justice. If we make that mistake, the loss of these two men will fade from memory and many of the potential gains to society from these tragedies will be missed. We owe them more than that. We owe ourselves more than that too."
7,POLITICS,Inside The Feud Between Rand Paul And John McCain On ISIS Vote,,https://www.huffingtonpost.com/entry/inside-the-feud-between-r_n_6273336.html,,2014-12-05,"WASHINGTON - OCTOBER 13: U.S. Sen. Rand Paul (R-KY) (L) speaks as Sen. John McCain (R-AZ) looks on at a news conference on Capitol Hill to introduce a Republican jobs proposal to compete with that put forward by President Obama on October 13, 2011 in Washington, DC. The legislation targets the tax code, spending, and regulation in an attempt to grow the private sector. (Photo by Brendan Hoffman/Getty Images)",https://img.huffingtonpost.com/asset/5bb8dfc51f000025012577b2.jpeg?ops=scalefit_720_noupscale,"A high-profile clash of Republican senators erupted Thursday after Sen. Rand Paul made a surprise, last-minute effort to force a vote on a declaration of war against the Islamic State.The battle pitted Paul, a likely presidential contender who is wary of foreign entanglements, against Sen. John McCain, a past Republican White House nominee who remains his party's highest-profile defense hawk. The dispute between the upstart and the Old Bull was as much about respect for Senate procedure and tradition as it was about the deep foreign policy differences that divide the two men.Read more on National Journal"
8,POLITICS,Eric Garner: The Unseen Heart of the Violence,"Richard (RJ) Eskow, ContributorHost, The Zero Hour; Sr. Fellow, Campaign for America's Future",https://www.huffingtonpost.com/entry/eric-garner-the-unseen-he_b_6273414.html,"There is overt violence, and there is structural violence. The video of Eric Garner's death shows us an act of overt violence. The larger events which led to his death were acts of structural violence.",2014-12-05,[UNVERIFIED CONTENT] The Staten Island Ferry passes the Statue of Liberty in New York.,https://img.huffingtonpost.com/asset/5bb8dfc6240000500098f8e9.jpeg?ops=scalefit_720_noupscale,"Death, like life, occurs within an interconnected web of forces. Eric Garner died at a specific place and time, but he was drawn there by those larger unseen forces. So was the officer who took his life.One of them never left.The neighborhood where Eric Garner died was near the terminal point for the Staten Island Ferry, which leaves lower Manhattan from a newly-built building on Whitehall Street.The Whitehall building is a few minutes' walk from Wall Street, and it shows. Commuters leaving at the end of a downtown workday enter a gleaming and futuristic edifice of steel and glass, a 21 landmark which evokes the preceding century's enduring faith in the future.They called it ""the American Century"" back then, and the metropolis of New York was its capital. Its great works of architecture were temples to prosperity, shrines to an era of growth they thought would never end.A 2005 Newsday article gushed that the Whitehall ferry building's landscaping seemed to ""embrace harried commuters in rough, thoroughly secular imitation of St. Peter's Square welcoming pilgrims."" It employs a ""state-of-the-art heating and air conditioning system, partially powered by solar panels."" It boasts a number of retail shops, as well as New York City's only indoor farmer's market.The terminal station on Staten Island is considerably more modest. A small building stands alone against the dock, wedged between a large parking lot and inland waters which are often covered with small whitecaps. The address is 1 Bay Street. The spot where Eric Garner died is just a few minutes' walk from the ferry terminus, at 202 Bay Street. Pilgrims would feel less welcome there.The image on Google Maps shows the storefront of Bay Beauty Supply, where multiracial models strike poses in the window. Next door is ""Wig Zone"" (or is that ""Wig Zone Fever""?). A small neon sign tell us there's an ATM inside. Stenciling on the window reads ""On Sale, Regular Wig, $9.99.""Two neighborhoods, separated by a twenty-five minute ferry ride.We were told that Mr. Garner was selling ""loosies,"" or individual cigarettes, on the street the day he died. We weren't told why he was selling them - or why he was able to find a steady supply of customers there, paying a steep markup for a single smoke because they couldn't afford to buy an entire pack at a time.That's part of the poverty trap: Those who can't afford regular prices wind up paying even more.According to news reports, Garner had been employed by the City of New York as a horticulturist. We don't know how he came to be unemployed, but we do know that New York City's payroll has been cut by more than 16,000 employees since the financial crisis of 2008.That financial crisis was caused by banker fraud. Fraud. Criminal behavior. Committed on Wall Street. At the other end of the ferry line.None of the bankers who orchestrated that fraud have been arrested. But Eric Garner was. He was being arrested again when he died.It's absurd to think that Eric Garner made a conscious decision to abandon a good job with the city in order to live the precarious and penurious existence of a cigarette seller on the street.We know that unemployment is higher among African-American males than it is for the overall population. The unemployment rate for African-American males in New York City is 14 percent. That's the official rate, anyway. The actual rate is undoubtedly much higher. Several years after the financial crisis struck, the Fiscal Policy Institute identified a number of New York City neighborhoods with especially high unemployment rates for black men. One of those neighborhoods was the North Shore of Staten Island, where Eric Garner died.Conservatives like Rep. Steve King rushed in to argue that health problems, not police officers, killed Mr. Garner. """"If he had not had asthma, and a heart condition, and was so obese,"" said King, ""he would not have died from this.""But, like the landscape and the circumstances in which he died, Eric Garner's health was shaped by larger economic forces. His health problems are endemic in low-income communities, the product of environmental conditions, stress, external pressures, and the unavailability or unaffordability of healthier foods.It's not easy to go gluten-free in some parts of town.The American Heart Association notes that 44.4 percent of African-American men (and 48.7 percent of African-American women) suffer from cardiovascular disease. The overall death rate for cardiovascular disease was 236.1 per thousand in 2009, while the death rate for African-American males was 387.0 per thousand.And about that asthma: The National Medical Association observes that ""The racial differences in asthma prevalence, morbidity and mortality among minorities are highly correlated with poverty, urban air quality, indoor allergens, lack of patient and physician education, inadequate medical care, misuse of medications and lack of available resources in communities where they live.""These are systemic problems, just as surely as police violence toward African-American males is a systemic problem.Speaking of which: It should be self-evident to any reasonable person that we wouldn't be talking about Eric Garner's health today if excessive force had not been used against him last July, and if that force had not resulted in the loss of his life - despite the fact that he kept telling the police officers at the scene that he couldn't breathe. But the officers on the scene when Eric Garner died were acting for systemic reasons, too. In part, their behavior was the residue of a discredited ""broken windows"" policing philosophy, which argued that major crimes could be reduced with a zero-tolerance attitude toward minor offenses.There are no broken windows on Wall Street.The officer who manhandled Garner had a record of abusive behavior. There is no excuse for his actions. But he, too, was in the grip of larger forces. It's worth remembering that police officers are middle-class and working-class individuals. They are actors in a larger drama, as Eric Garner was.As are we all.There is overt violence, and there is structural violence. The video of Eric Garner's death shows us an act of overt violence. The larger events which led to his death were acts of structural violence.Our moral leaders have told us time and time again that violence against any one of us wounds us all. Until we recognize and address both forms of violence - the seen and the unseen, the overt and the structural - our society cannot be made whole. Until the hidden heart of violence is made visible, none of us will be able to breathe."
9,WOMEN,Why Women Stay Stuck (And How to Get Unstuck),"Mia Redrick, ContributorThe Mom Strategist™, www.miaredrick.com",https://www.huffingtonpost.com/entry/why-women-stay-stuck_b_6271628.html,"Nothing changes in our lives until we make a decision to move in a different direction. But how do we move when life paralyzes us by fear, anxiety and feelings of being overwhelmed? What do we do to get unstuck? Here are eight reasons why we find ourselves ""stuck"" and how to get unstuck.",2014-12-05,2014-12-04-10469170_10205277997408618_8600039527644914003_o.jpg,https://images.huffingtonpost.com/2014-12-04-10469170_10205277997408618_8600039527644914003_o-thumb.jpg,"During this time of the year I often become reflective of the goals that I have reached and plan how I want to jumpstart the New Year. This year, I felt stuck in my career after shooting 20 plus segments as The Mom Strategist™ for the Emmy nominated show America Now. I wanted to go from one syndicated show to the next one and that did not happen. I reached out to agent after agent and studio executives sharing my ""reel"" with amazing feedback but still no takers. Needless to say, I was bummed and disappointed that my amazing work was not met with a flood of new opportunities. To get unstuck I had to get real with myself about how to move through this period in my career. I had to take different actions to create new possibilities and opportunities. I learned some simple truths that supported me and that I know will support you in the business of your life.As I created strategies with my coaching clients over the last twelve years they all found themselves asking the exact same question at some point, ""Why am I stuck in a certain area of my life?"" We all battle that feeling of staying in the same place or that our life is not moving fast enough in the direction we would like it to go. We rock, kick, cry, murmur and complain mostly about ourselves in our weakest area(s) of growth. Nothing changes in our lives until we make a decision to move in a different direction. But how do we move when life paralyzes us by fear, anxiety and feelings of being overwhelmed? What do we do to get unstuck?Here are eight reasons why we find ourselves ""stuck"" and my truths for how to get unstuck:1. To keep up appearances  We are afraid to let the people we interact with everyday know just how bad we are hurting, disappointed or discouraged. Instead we put on our brave faces to keep up appearances. Truth: You can not get what you need pretending like you already have it and that everything is okay when it is not. You are the one responsible for being vulnerable with the right people who can influence your situation for the better. You have to be willing to say exactly what you need so that you can attract it in your life.2. We don 't want to be judged  If we make a bad choice or decision we often are our biggest critics replaying over and over how we screwed up. We judge ourselves so much that we become afraid of openly sharing what we need with others because we fear additional judgment.Truth: Give yourself a break. If you share your issues, problems and concerns with the right people you will not risk judgment but instead gain support. If you feel judged by your village it is time to up-level your tribe. 3. Change is hard. Doing things in a way that is familiar does not stretch or stress.  Instead, we continue doing things that do not necessarily serve our highest good. We forget about creating a grace period for the transition of change. Give yourself realistic time to adjust to the new ideas and opportunities that will move your life in a new direction.Truth: Comfort is the enemy of change. The next time you struggle with doing the things that will advance your life like working out, going back to school, or asking for that promotion, get real with yourself about what feeling you are after. Are you seeking comfort or change?4. We stay in circles that stifle our growth.  We have all been guilty of having relationships that are one-sided (you do all the calling to check-in, etc.), or friends who are not interested in moving forward or looking forward to their own personal growth and development. We surround ourselves with people who are not in a position to advise, guide or cheer us on in the new dreams we have in our lives.Truth: You have outgrown your relationships and it is time for you to build relationships with people who are at your ambition level and above.5. We allow people to take more than their share.  If you find that you are the person giving all the advice, money, time and energy to support those around you, and those same people look the other way when you have a need, you have taught them how to treat you and it is time for you to shift those dynamics.Truth. Giving too much creates toxic relationships because they drain and create demands that are unrealistic, not sustainable and they devalue our gifts.6. We set low expectations for ourselves.  We are capable of so much more than we give ourselves credit for. Women minimize their successes and small gains and maximize their failures. When we reduce our accomplishments instead of celebrating them we squelch our motivation to set bigger goals.Truth: We often minimize ourselves because we are afraid of our brilliance. We are intimately familiar with failure and are not as afraid of failing. Succeeding at something new prompts a different type of fear in us. It is the fear of the unknown that truly scares us. Again, we become afraid to be brilliant because it requires us to be vulnerable to others and ourselves.7. We lack accountability.  Who is taking a stand for your success, dreams and plans? We hide from ourselves by isolating ourselves from others when we are stuck. We keep the dirty little secrets about our fears and challenges to ourselves so that we can wallow in self-pity instead of creating strategic actions to bring about change.Truth: Get a mentor, coach or consultant who will challenge the change inside of you and hold you accountable. Stop running and hiding and pick up the phone and call a person in a position to support your growth. (Yes, you might have to pay for this service. You are worth it!)8. Invest in yourself. You are a product of the books you read, classes you take, programs you view on the television/computer and the people you hang out with. Are your investments paying off for you? When was the last time you read something (other than this article) that could influence your life for the better?Truth. Invest in your life.As for me, I decided to write a few shows for myself to create opportunities in the media space. I connected with a team of people to advise and teach me best practices to make my dream of ""quality mama drama"" programming to become a reality. Standing still is never a solution to solving the challenges in our life. Share with me how you get unstuck."
