,category,headline,authors,link,short descr,date,image_caption(s),image_link(s),article
0,POLITICS,House Republicans Air Grievances In Wake Of Boehner's Resignation,Laura Barrón-López,https://www.huffingtonpost.com/entry/republican-conference-grievances_us_560bfbefe4b07681270004f4,"GOP members held a ""therapy session"" as the party's leadership remains in question.",2015-09-30,House Majority Leader Kevin McCarthy (left) and other Republicans met Tuesday to discuss the path forward for the House Republican Conference.,https://img.huffingtonpost.com/asset/560bfc521900002f00fdec66.jpeg?cache=PqFXvt145z&ops=scalefit_720_noupscale,"WASHINGTON -- House Republicans took part in a therapy session Tuesday night to vent deep-seated grievances that ultimately led to Speaker John Boehner's departure.The Ohio Republican's decision to resign effective Oct. 30 from the top House post and from his seat in Congress was a clear signal of the widening rift in the Republican Party. Anger among conservative members has fully bloomed as the party heads into an election year in which Republicans will try to gain control of the White House.During the rare evening meeting, Republicans talked for almost two hours in what was described by multiple members afterward as a ""family discussion"" and a ""healing"" process.Coming out of the meeting, Rep. Carlos Curbelo (R-Fla.) said it ""was a good therapy session for our conference"" in which 40 to 50 people spoke. Boehner did not attend.Rep. Peter Roskam (R-Ill.), who called for the special conference meeting, added that it was a positive ""high-road discussion.""Still, conservatives and others in the conference have voiced a number of demands in regard to the coming leadership shuffle. Boehner said Wednesday that the leadership elections, including the vote to replace him, would be held behind closed doors on Oct. 8. Later on, the full House will vote on the next speaker. That date has yet to be announced.Rep. Pete Sessions (R-Texas), who is running for the majority whip post, said the meeting was an important step and allowed members to ""hear things from and about each other.""Primary concerns moving forward include how the leadership races will be handled and which procedural tactics Republicans will use when fighting for their core issues. Specifically, Sessions said, a number of members think those who are already in leadership and are running for a different party position should be required to vacate their current post even if they lose the race for the new position.""I think that's fair because I think they will be held accountable that way,"" Sessions said. Conservatives also want House Majority Leader Kevin McCarthy (R-Calif.), who is running to replace Boehner as speaker, to offer them more top committee posts and to promise that they will be given more input on bills before they reach the House floor.""I hear that we ought to find a common set of core principles,"" Sessions said, referring to changes members said they want to see. ""I think it's about procedural things that lend themselves to members getting a chance to do what they came up here to do.""Sessions added that members want a return to regular order, meaning bills would go through the specific committees that hold jurisdiction over the given policy and then proceed to the Rules Committee before reaching the floor. Under Boehner's reign, leadership has been known to craft or change legislation behind closed doors and send it immediately to the Rules Committee before putting it on the floor.Exiting the meeting, it was clear that members know the road ahead remains long and that the next speaker and leadership team will first need to find a way to fix the chasm in the conference.""It is intuitively obvious to the most casual observer that this is the biggest problem that we have,"" Sessions said. CORRECTION: An earlier version of this post said Rep. Peter Roskam had offered a resolution before the August recess to oust House Speaker John Boehner. The resolution was brought by Rep. Mark Meadows (R-N.C.).Related on HuffPost:"
1,SPORTS,Here's D-Rose's Version Of Events Regarding His Alleged Sexual Assault,Juliet Spies-Gans,https://www.huffingtonpost.com/entry/derrick-rose-court-document-sexual-assault_us_560be0f5e4b0dd850309e74b,Rose's legal team insists that all acts were consensual.,2015-09-30,Chicago Bull point guard Derrick Rose has been accused of sexually assaulting his ex-girlfriend in August 2013.,https://img.huffingtonpost.com/asset/560be2351900002f00fdebf6.jpeg?ops=scalefit_720_noupscale,"Court documents released on Tuesday reveal that Derrick Rose and his legal team are attempting to refute accusations that the Chicago Bulls guard drugged and gang-raped his ex-girlfriend two years ago. The defense claims that the allegations were born out of the plaintiff's monetary interests and her anger over Rose's later unresponsiveness.First reported by TMZ, the documents (viewable below) admit that Rose engaged in ""group activities"" with the accuser and his two co-defendants in August 2013, but ask that the case be dismissed on the grounds that the sexual acts in question were consensual. The documents contend that “Jane Doe” only became upset “weeks or months” after the event, when Rose “wasn’t responsive enough to her texts"" and she wasn’t reimbursed for “one of the sex toys she purchased and used [the] day and night"" of the alleged incident. The defense also claims the plaintiff invited Rose and his co-defendants into her apartment, “welcome[ing] them” before agreeing to “additional group activities later that evening.” The accuser's legal team has previously alleged that Rose and his co-defendants entered her home without permission.In an attempt to provide further proof that these events were above board, the court filing explicitly links what Rose's legal team sees as the consensual, non-injurious nature of the acts to the fact that the plaintiff “had coffee with her roommate the next morning before heading to work for a full work shift.”The arguments presented essentially attempt to shift the case to one based on a question of monetary exchange rather than one of sexual assault. Rose's lawyer Lisa Cohen has previously responded to accusations by stating that ""the plaintiff’s allegations are completely false and without any factual basis ... The plaintiff expressed no complaints about Mr. Rose until various lawyers began to surface and demand that the plaintiff be paid millions of dollars.""The documents end with a demand for trial by jury. According to the AP, a scheduling conference for the case will take place on Nov. 9. Also on HuffPost:"
2,POLITICS,"Americans Love 'Death Panels.' Sorry, Sarah Palin!",Jeffrey Young,https://www.huffingtonpost.com/entry/americans-love-death-panels_us_560aa886e4b0768126ff24a5,Pretty much everybody thinks doctors should get paid to talk to you about your end-of-life options.,2015-09-30,"Former Alaska Gov. Sarah Palin (R) famously equated an end-of-life planning proposal to a ""death panel"" in 2009.",https://img.huffingtonpost.com/asset/560aad4b1b00002f00dfdc89.jpeg?cache=yFC3njqkkj&ops=scalefit_720_noupscale,"WASHINGTON -- Despite the best efforts of politicians like former Alaska Gov. Sarah Palin (R), more than 8 in 10 Americans think it's just fine for Medicare and private health insurance companies to pay doctors for end-of-life counseling, a new poll shows.According to survey results published Wednesday by the Henry J. Kaiser Family Foundation, 81 percent of respondents believe Medicare should pay for these discussions, and 83 percent think health insurance companies should do so. Doctors' groups including the American Medical Association, seniors' groups like the AARP, and patient organizations such as the Alzheimer's Association have long endorsed end-of-life counseling sessions between patients and their physicians, and they support Medicare and insurance coverage of these consultations.Discussing treatment options in advance with a physician can help patients declare their wishes while they're still healthy -- such as whether they want intensive medical care at the end of their lives -- and helps ensure their families don't have to make those decisions without their input. When Congress was writing the Affordable Care Act in 2009, Palin infamously equated an end-of-life counseling proposal to a government ""death panel"" that would decide how long elderly and sick people would be allowed to live, leading to its removal from the legislation. PolitiFact later deemed Palin's statement the ""Lie of the Year,"" although this didn't stop her from reviving the charge in July, when the federal government brought back the plan in a proposed regulation. Enabling Medicare to pay doctors for their time is ""bribing"" them, Palin wrote on Facebook.Under the pending federal rule, physicians who treat Medicare patients would be allowed to bill the program when they discuss end-of-life planning, which ranges from helping a person decide if they wish to receive intensive medical treatments near the end of their life to spelling out what limitations they prefer. Currently, a doctor only gets paid if she and a patient talk about end-of-life planning during the patient's initial physical upon enrolling in Medicare. However, just paying doctors probably won't be enough to get more people to plan for the ends of their lives, the Kaiser Family Foundation survey's other findings suggest. Even though 89 percent of respondents said doctors should have this conversation with patients -- and just 9 percent said they shouldn't -- only 17 percent of people reported having done so. And 4 in 10 of those who haven't yet had the discussion said they didn't want to. That's despite the survey also showing that 84 percent of people would be comfortable talking to their doctors about the topic."
3,POLITICS,Ted Kennedy Thought Harry Reid Didn't Do Enough On Immigration Reform In 2007,Elise Foley,https://www.huffingtonpost.com/entry/ted-kennedy-interview-immigration_us_560c40fbe4b076812700744e,"A just-released interview shows that he wasn't impressed by other senators, either.",2015-09-30,"Sen. Edward Kennedy (D-Mass.) right, and Sen. Bob Menendez (D-N.J.) center, look on as then-Senate Majority Leader Harry Reid (D-Nev.) addresses immigration reform on May 9, 2007. (AP Photo/Susan Walsh)",https://img.huffingtonpost.com/asset/default-missing-image.jpg?cache=KLbeMHqw50&ops=scalefit_720_noupscale,"WASHINGTON -- The late Sen. Ted Kennedy (D-Mass.) largely blamed Senate Democrats for the failure of immigration reform in 2007, according to an interview released on Wednesday.In the October 2007 interview, given to the Miller Center at the University of Virginia for an oral history of his career, Kennedy painted a bleak picture of the Senate's lackluster efforts to pass immigration reform, one of his main legislative priorities before his death in 2009. He even predicted it would ""take another 45 years for someone else to get this thing passed"" after his immigration bill died in 2007. Kennedy criticized Republican opposition as well as a ""constantly tentative"" response from Democratic leadership, reserving particularly harsh words for Senate Minority Leader Harry Reid (D-Nev.). ""[Reid] was never really interested in it until the very end, and at the very end it was too late,"" Kennedy said, according to a transcript posted by the Miller Center. The center on Wednesday released a series of interviews with Kennedy that took place between 2005 and 2008, in partnership with the Edward M. Kennedy Institute for the Senate in Boston.Kennedy accused Reid, then the majority leader, along with top Senate Democrats Chuck Schumer (N.Y.) and ""to some extent"" Dick Durbin (Ill.), of focusing on the wrong things, such as whether they could avoid being ""snookered"" with a bad bill and whether blaming Republicans for the failure to pass reform would help Democrats win Latino votes.""We want to do this enough so that we can get the Hispanic votes, but not enough so that we get our people caught in it,"" Kennedy said, describing the thinking of Democratic leadership. Kennedy's criticisms of the reform effort weren't limited to Reid, Schumer and Durbin. He said that Senate Majority Leader Mitch McConnell (R-Ky.), then the minority leader, had ""absolutely no intention of doing anything but sinking the bill."" A spokesman for McConnell did not immediately respond to a request for comment. In the interview, Kennedy also described then-Sen. Jon Kyl (R-Ariz.), who worked with him on the bill, as ""knowledgeable"" and ""forceful,"" but said Sen. John Cornyn (R-Texas) was ""very troublesome"" in meetings. He accused many others of being absent from the process, including then-Sen. Barack Obama, who Kennedy said was ""somewhat interested"" in an earlier effort to pass reform in 2006, but ""not around the second time because he was also running for president.""Overall, Kennedy said, immigration, civil rights and gay rights brought out ""the worst in terms of the functions of the Senate.""""Immigration starts out as reasonably sanitized, and then -- as we have seen recently, in 2006 and 2007 -- basically deteriorates into racist amendments and racism on the floor of the Senate,"" the Massachusetts senator lamented.""It’s been dressed a different way, but I’ve said that it’s the same music we heard in the early ’60s with different words,"" he added.Kennedy wasn't around for something that might have redeemed many of the senators he criticized: the comprehensive immigration reform bill that passed the Senate in 2013. That bill was championed by Reid and drafted by the so-called gang of eight: Durbin and Schumer along with Sens. John McCain (R-Ariz.), Bob Menendez (D-N.J.), Lindsey Graham (R-S.C.), Marco Rubio (R-Fla.), Jeff Flake (R-Ariz.) and Michael Bennet (D-Colo.) Before the bill passed, Reid gave a floor speech saying he knew Kennedy ""is looking at us proudly and loudly."" The bill never got a vote in the House of Representatives, as a spokeswoman for Reid noted to The New York Times when reached for comment about Kennedy's remarks. Reid is retiring at the end of his term as a champion of the immigration reform community, in spite of the tensions that followed the 2007 effort. Reid's office did not respond to The Huffington Post's request for comment. However, Schumer spokesman Matt House similarly defended the Democratic leadership's commitment to immigration reform. “As Senator Kennedy said, Republicans had 'absolutely no intention of doing anything but sinking the bill,'"" he told HuffPost, referencing what Kennedy said about McConnell in the interview. ""Still, Democrats put their full weight behind trying to get a bill passed in 2007, and eventually Senator Schumer helped lead the gang of eight to pass a bipartisan bill in the Senate six years later."""
4,MEDIA,Vatican Watcher Scooped National Media On Pope Francis Meeting Kim Davis,Michael Calderone,https://www.huffingtonpost.com/entry/kim-davis-pope-francis-meeting_us_560be61ae4b0af3706dea690,"""There was no desire on the part of the Vatican to cause her to be part of a media circus.""",2015-09-30,"Pope Francis met with controversial Kentucky clerk Kim Davis during his visit to the U.S., Inside the Vatican first reported.",https://img.huffingtonpost.com/asset/560bedc41900002f00fdec1d.jpeg?ops=scalefit_720_noupscale,"NEW YORK -- Several thousand journalists recently covered Pope Francis' historic visit to the United States -- and yet, his meeting with controversial Kentucky clerk Kim Davis remained a secret until two days after the pontiff left the country. Robert Moynihan, who first reported the news Tuesday night for Inside the Vatican, a magazine he launched in 1993, met Davis in her Washington hotel room shortly after her Sept. 24 meeting with Francis, but sat on the scoop for days as the pope's trip made headlines. Indeed, Moynihan, who earned his Ph.D. in medieval studies from Yale, has reported on the Vatican since the late 1980s, and lives part-time in Rome. He's served as a TV commentator on Vatican issues and wrote a 2013 book on Francis. In an interview, he told The Huffington Post he had no qualms about holding the news. ""I think it was respectful of Kim, who’s been through a lot,"" Moynihan said of Davis, whose refusal to adhere to the law and sign marriage certificates for same-sex couples has made her a polarizing figure in America. ""There was no desire on the part of the Vatican to cause her to be part of a media circus during the middle of the pope’s trip."" The Vatican, he said, wanted the meeting with Davis to be ""personal,"" rather than ""polemical or ideological."" Moynihan declined to discuss exactly how he ended up speaking to Davis or speculate as to why she chose him to speak to first. In Tuesday night's report, Moynihan wrote that the Francis-Davis exchange ""was, arguably, the most significant meeting, symbolically, of the entire trip."" For that reason, he wrote, ""it should, therefore, be brought to the attention of the public, both in the Church, and in the secular world."" Moynihan wrote that Davis told him about her meeting with Francis shortly after it occurred, though he did not specify where or when she gave the account:“The Pope spoke in English,” she told me. “There was no interpreter. ‘Thank you for your courage,’ Pope Francis said to me. I said, ‘Thank you, Holy Father.’ I had asked a monsignor earlier what was the proper way to greet the Pope, and whether it would be appropriate for me to embrace him, and I had been told it would be okay to hug him. So I hugged him, and he hugged me back. It was an extraordinary moment. ‘Stay strong,’ he said to me. Then he gave me a rosary as a gift, and he gave one also to my husband, Joe. I broke into tears. I was deeply moved.""Liberty Counsel, a legal organization representing Davis, sent out a release Tuesday night that linked to Moynihan's report. Several news outlets also linked to Inside the Vatican's site, causing it to crash several times. The Vatican confirmed Wednesday that a meeting took place, but did not elaborate on the details. Mat Staver, a Liberty Counsel lawyer, told Time magazine that he, Davis and Vatican Embassy officials began discussing a possible meeting on Sept. 14. The Sept. 24 meeting lasted about 15 minutes, prior to the pope flying from Washington to New York. Through Liberty Counsel spokeswoman Charla Bansley, Staver told HuffPost that Liberty Counsel was involved in setting up the meeting between Davis and Moynihan.Davis presumably could've chosen any major media outlet to tell her story to, and spoke to ABC's ""Good Morning America"" on Wednesday. When asked why she spoke to Moynihan, Staver said it was because ""Inside the Vatican covers the Vatican.""Staver declined to offer additional details. ""No more comment on the details of how or who,"" he said in response to a follow-up email from HuffPost. ""What is important is that the meeting did occur.""Though news of the meeting didn't break until Tuesday night, Francis appeared to offer support for Davis' actions on Sunday night without mentioning her by name. ABC News' Terry Moran asked Francis if he would support individuals, including government officials, who refuse to carry out duties such as issuing marriage licenses to same-sex couples if they believe doing so violates their religious liberty.Francis said that ""conscientious objection is a right that is a part of every human right."" When Moran asked if his response includes government officials, Francis responded that, indeed, ""it is a human right.""Moynihan said he believed ""the pope has a profound, almost limitless respect for the conscience of others, because it’s the most intimate and deliberate part of a person’s personhood.""""To oppose and constrain a person’s conscience,"" he added, ""is an act of violence against a person's personhood or a person’s soul."""
5,TECH,"Average Apple Watch Sells For $529, According To New Survey",,https://www.huffingtonpost.com/entry/people-pay-529-average-for-apple-watch_us_560bdc6be4b0af3706de9f9e,"The Watch starts at $349 and goes up to $17,000 -- but a new study reveals that most people aren't getting anywhere close to the upper limit.",2015-09-30,"Apple Senior Vice President Jeff Williams speaks about the Apple Watch-Hermes partnership on stage at a special event in San Francisco, California, on Sept. 9, 2015.",https://img.huffingtonpost.com/asset/560bdd1c1b00002f00dfde56.jpeg?ops=scalefit_720_noupscale,"Sept 30 (Reuters) - Apple Inc's new Watch sells for an average of $529, including accessories, at the high end of Wall Street estimates, according to findings by research firm Wristly.Investors are keenly monitoring the performance of Apple's latest invention to see whether it can open up a new source of growth for a company heavily dependent on sales of its iPhone.But the watch's profitability has been hard to gauge because prices range from $350 for sport models to $17,000 for solid gold designs.The figures provided to Reuters by Wristly, which surveyed more than 2,200 Apple Watch owners, sit at the high end of estimates from analysts, many of whom have pegged the gadget's average selling price between $425 and $550.Apple has not broken out sales figures, fueling concerns among some on Wall Street. The Wristly survey suggests some investors may have underestimated the timepiece's profitability, founder Bernard Desarnauts said.""There is quite a positive uplift,"" he said.A spokesman for Apple declined to comment on the survey.Since launching in March, shortly before the Apple Watch hit stores, Wristly has invited people who buy the gadget to participate in a regular survey about their experiences.The average selling price was calculated by combining survey results on the model, size and number of bands respondents purchased.Extra weight was given to the responses of women, who are underrepresented in Wristly's panel, and the firm excluded responses from buyers of the watch in its first eight weeks on the market, finding they spent more than later shoppers.The survey revealed men spend $30 more on the watch than women, who opt for the less expensive smaller size. Accessories can add considerably to the bill, with 40 percent of customers springing for a spare band as of August.Wristly's research comes with a few caveats: The results only reflect buyers in North America, Europe and Oceania, and the panel skews to the wealthy.But the company's findings track closely with figures Apple has disclosed about how much owners wear the watch. And Apple Chief Executive Officer Tim Cook has publicly cited the firm's findings about the Apple Watch's high rates of customer satisfaction.Investors have grappled with a lack of information about the Apple Watch since its debut. Apple lumped sales of the watch in with figures for products such as the iPod and Beats headphones.While most analysts initially expected the watch to reach an average selling price of more than $500, many lowered their figures to about $450 after Apple's opaque reporting in July.Analyst Daniel Ives of FBR Capital Markets said Wristly's findings reinforce his view that the Apple Watch will one day make a meaningful contribution to Apple's bottom line.""At this point it's not moving the needle, but it could have a slightly positive impact in fiscal year 2016 as sales start to ramp up,"" he said.(Reporting by Julia Love in San Francisco; Editing by Lisa Shumaker)  Also on HuffPost:"
6,POLITICS,Secret Service Wanted To Leak 'Embarrassing' Info On Congressman,Ryan J. Reilly,https://www.huffingtonpost.com/entry/secret-service-chaffetz_us_560c5287e4b0768127009e98,"""Some information that he might find embarrassing needs to get out. Just to be fair.""",2015-09-30,"Rep. Jason Chaffetz (R-Utah), chairman of the House Oversight and Government Reform Committee, makes an opening statement during a hearing.",https://img.huffingtonpost.com/asset/560c57101b00003000dfe05e.jpeg?ops=scalefit_720_noupscale,"WASHINGTON -- Dozens of Secret Service personnel inappropriately accessed private information on a member of Congress who was conducting oversight of the agency, in a pattern the Department of Homeland Security's watchdog called ""deeply disturbing.""The DHS Inspector General on Wednesday released the results of an investigation into who leaked information about how Rep. Jason Chaffetz (R-Utah), who conducts oversight of the Secret Service, had been rejected for a position in the agency years ago.The report found that 45 different Secret Service employees in a variety of different locations accessed the record, but only four of them may have had a legitimate reason to do so.The episode ""reflects extremely poor judgment and a lack of care"" by a number of employees, said Inspector General John Roth.""All personnel involved -- the agents who inappropriately accessed the information, the mid-level supervisors who understood what was occurring, and the senior leadership of the Service -- bear responsibility for what occurred,"" the inspector general's report stated.At least one senior executive suggested that the information be leaked, the investigation found.""Some information that he might find embarrassing needs to get out. Just to be fair,"" Edward Lowery, an assistant director in charge of training for the secret service, wrote in an email on March 31. In an interview with the inspector general, Lowery denied that he told anyone to release the information.Rep. Elijah Cummings (D-Md.), the ranking member of the House Committee on Oversight and Government Reform, said the Secret Service owed Chaffetz ""an immediate apology and must implement the strictest of disciplinary measures as soon as possible.""Also on HuffPost:"
7,POLITICS,Jeb Bush Doesn't Think The Washington Football Team's Name Is Offensive,Igor Bobic,https://www.huffingtonpost.com/entry/jeb-bush-washington-redskins_us_560bf039e4b0af3706deb3b8,"""I’m missing something here, I guess.”",2015-09-30,"""It’s a sport, for crying out loud. It’s a football team,"" said GOP presidential candidate Jeb Bush when asked for his opinion about whether the Washington NFL team's name is offensive.",https://img.huffingtonpost.com/asset/560bf0d81b00002f00dfde9d.jpeg?ops=scalefit_720_noupscale,"Republican presidential hopeful Jeb Bush doesn't think Washington's NFL team should change its name, despite calls from critics and Native American activists who object to the racial slur.“I don’t think [they] should change it,” Bush said on the “The Arena” radio program, according to ABC News. “But again, I don’t think politicians ought to be having any say about that, to be honest with you. I don’t find it offensive. Native American tribes generally don’t find it offensive.”The former Florida governor cited an NCAA decision allowing Florida State University to retain their nickname, the Seminoles, to explain his reasoning.“We had a similar kind of flap with FSU, if you recall, the Seminoles. And the Seminole tribe itself kind of came to the defense of the university and it subsided,” he said. “It’s a sport, for crying out loud. It’s a football team. Washington has a huge fan base -- I’m missing something here, I guess.”The ""Seminoles"" is the name of an actual tribe -- which endorsed the nickname in 2005, according to The New York Times. But the Seminole Nation of Oklahoma passed a resolution in 2013 condemning ""the use of all American Indian sports team mascots in the public school system, by college and university level and by professional teams,” The Nation reported.President Barack Obama and Senate Minority Leader Harry Reid (D-Nev.) last year called on Washington's NFL team to change its name. A federal judge also ordered the cancellation of its federal trademark registrations, calling the name offensive to Native Americans.While a majority of Americans agrees with Bush that the team should keep its name, young people are significantly more likely to find the moniker disparaging to Native Americans.Bush's statement that Native American tribes ""generally don't find it offensive"" has also been called into question. The team's owner, Dan Snyder, frequently cites an Associated Press survey from 2004 to make the same point. But other studies have since found that Native Americans do indeed find the name offensive."
8,TASTE,6 Creative Ways To Chug Your Morning Coffee,James Cave,https://www.huffingtonpost.com/entry/6-creative-ways-to-chug-your-morning-coffee_us_560c436ee4b0af3706df3f20,Variations on the sweetest nectar of life also known as coffee.,2015-09-30,Cappuccino Whoopie Pies With A Salted Chocolate Ganache,https://img.huffingtonpost.com/asset/55d4faaa1400002e002e372f.jpeg?ops=scalefit_960_noupscale,"Bored with your usual brew?Why not perk up your morning (or your 3 p.m. staff meeting) with a variation of the standard coffee featured in the BuzzFeed video below, such as a coffee float (with ice cream and cocoa powder), mocha ""on the rocks"" (with frozen coffee ice cubes), and ""bulletproof"" coffee (with butter and coconut oil), which is believed to enhance the way your body processes the caffeine. The music's so snazzy you might even start doing push-ups to it.Also on HuffPost:"
9,POLITICS,Mitt Romney: 'We've Gotta Rethink Campaign Finance',Igor Bobic,https://www.huffingtonpost.com/entry/mitt-romney-campaign-finance_us_560c0eade4b0768127001bd0,Will Congress listen?,2015-09-30,"Former presidential candidate Mitt Romney said it is a problem that super PACs can take ""unlimited amounts of money.""",https://img.huffingtonpost.com/asset/560c0f3b1800005200831569.jpeg?ops=crop_5_41_2995_1589%2Cscalefit_720_noupscale,"WASHINGTON -- Former Republican presidential nominee Mitt Romney called for campaign finance reform in the wake of the explosion of super PACs, which can receive unlimited sums of money from corporations, unions and individuals.""We've really got a mess in the financial system with regard to campaigns right now,"" the 2012 nominee said Wednesday in an interview at The Atlantic's Washington Ideas Forum.“We’ve gotta rethink campaign finance,"" he added.The former Massachusetts governor said it is a problem that shadowy super PACs can take ""unlimited amounts of money,"" while candidates themselves are ""very strictly limited"" in the amount of funding they are able to raise.Super PACs have proliferated since the Supreme Court legalized unlimited contributions in its 2010 Citizens United decision and have played a prominent role among 2016 GOP campaigns. Fundraising for almost every Republican candidate has been eclipsed by the super PACs meant to support them.Further, many candidates have actively flouted rules meant to prohibit coordination between the two. Former Florida Gov. Jeb Bush (R), for example, amassed a $100 million war chest for his super PAC before he officially announced his candidacy.On the Democratic side, Sen. Bernie Sanders (I-Vt.) has made campaign finance reform one of the central planks of his presidential campaign. While others in Congress have also called for reform, efforts have stalled largely because of Republican opposition.Romney on Wednesday also weighed in on the state of the 2016 race, making it clear he isn't particularly enthused by current front-runner Donald Trump.""I will support the Republican nominee. I don't think that's going to be Donald Trump,"" he said.The governor reflected on his failed 2012 presidential bid, lamenting that he and his party weren't able to effectively communicate the conservative message to minorities.""Darn it, I wish I could do that properly,"" he said. Also on HuffPost:"
